Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,13.767,15.215,10.124,6.438,"7.887876596005468,16.648937388325063,0.9128866982242201;8.037101204469039,10.203493513601497,2.1533783791659937;7.184354574733583,10.872433090409963,2.2920092731203203;19.671645404575493,4.502731810637804,0.24621745243111784;6.959337970016768,4.489968709292543,0.9286600466917397;13.40123775124908,9.797083005616965,2.034275086247461;3.819063361820703,7.895968664850333,0.30662845933475247;6.990509082952175,13.934439463697933,2.14293675053176;3.3702072645395615,13.830586593868354,2.368285221256089"
0,drone_1,15.501,14.537,10.124,6.438,"7.887876596005468,16.648937388325063,0.9128866982242201;8.037101204469039,10.203493513601497,2.1533783791659937;7.184354574733583,10.872433090409963,2.2920092731203203;19.671645404575493,4.502731810637804,0.24621745243111784;6.959337970016768,4.489968709292543,0.9286600466917397;13.40123775124908,9.797083005616965,2.034275086247461;3.819063361820703,7.895968664850333,0.30662845933475247;6.990509082952175,13.934439463697933,2.14293675053176;3.3702072645395615,13.830586593868354,2.368285221256089"
0,drone_2,15.115,13.641,10.124,6.438,"7.887876596005468,16.648937388325063,0.9128866982242201;8.037101204469039,10.203493513601497,2.1533783791659937;7.184354574733583,10.872433090409963,2.2920092731203203;19.671645404575493,4.502731810637804,0.24621745243111784;6.959337970016768,4.489968709292543,0.9286600466917397;13.40123775124908,9.797083005616965,2.034275086247461;3.819063361820703,7.895968664850333,0.30662845933475247;6.990509082952175,13.934439463697933,2.14293675053176;3.3702072645395615,13.830586593868354,2.368285221256089"
0,drone_3,13.785,15.975,10.124,6.438,"7.887876596005468,16.648937388325063,0.9128866982242201;8.037101204469039,10.203493513601497,2.1533783791659937;7.184354574733583,10.872433090409963,2.2920092731203203;19.671645404575493,4.502731810637804,0.24621745243111784;6.959337970016768,4.489968709292543,0.9286600466917397;13.40123775124908,9.797083005616965,2.034275086247461;3.819063361820703,7.895968664850333,0.30662845933475247;6.990509082952175,13.934439463697933,2.14293675053176;3.3702072645395615,13.830586593868354,2.368285221256089"
0,drone_4,13.167,13.834,10.124,6.438,"7.887876596005468,16.648937388325063,0.9128866982242201;8.037101204469039,10.203493513601497,2.1533783791659937;7.184354574733583,10.872433090409963,2.2920092731203203;19.671645404575493,4.502731810637804,0.24621745243111784;6.959337970016768,4.489968709292543,0.9286600466917397;13.40123775124908,9.797083005616965,2.034275086247461;3.819063361820703,7.895968664850333,0.30662845933475247;6.990509082952175,13.934439463697933,2.14293675053176;3.3702072645395615,13.830586593868354,2.368285221256089"
0,drone_5,14.781,16.459,10.124,6.438,"7.887876596005468,16.648937388325063,0.9128866982242201;8.037101204469039,10.203493513601497,2.1533783791659937;7.184354574733583,10.872433090409963,2.2920092731203203;19.671645404575493,4.502731810637804,0.24621745243111784;6.959337970016768,4.489968709292543,0.9286600466917397;13.40123775124908,9.797083005616965,2.034275086247461;3.819063361820703,7.895968664850333,0.30662845933475247;6.990509082952175,13.934439463697933,2.14293675053176;3.3702072645395615,13.830586593868354,2.368285221256089"
0,drone_6,15.400,15.188,10.124,6.438,"7.887876596005468,16.648937388325063,0.9128866982242201;8.037101204469039,10.203493513601497,2.1533783791659937;7.184354574733583,10.872433090409963,2.2920092731203203;19.671645404575493,4.502731810637804,0.24621745243111784;6.959337970016768,4.489968709292543,0.9286600466917397;13.40123775124908,9.797083005616965,2.034275086247461;3.819063361820703,7.895968664850333,0.30662845933475247;6.990509082952175,13.934439463697933,2.14293675053176;3.3702072645395615,13.830586593868354,2.368285221256089"
0,drone_7,14.093,14.681,10.124,6.438,"7.887876596005468,16.648937388325063,0.9128866982242201;8.037101204469039,10.203493513601497,2.1533783791659937;7.184354574733583,10.872433090409963,2.2920092731203203;19.671645404575493,4.502731810637804,0.24621745243111784;6.959337970016768,4.489968709292543,0.9286600466917397;13.40123775124908,9.797083005616965,2.034275086247461;3.819063361820703,7.895968664850333,0.30662845933475247;6.990509082952175,13.934439463697933,2.14293675053176;3.3702072645395615,13.830586593868354,2.368285221256089"
0,drone_8,14.843,14.277,10.124,6.438,"7.887876596005468,16.648937388325063,0.9128866982242201;8.037101204469039,10.203493513601497,2.1533783791659937;7.184354574733583,10.872433090409963,2.2920092731203203;19.671645404575493,4.502731810637804,0.24621745243111784;6.959337970016768,4.489968709292543,0.9286600466917397;13.40123775124908,9.797083005616965,2.034275086247461;3.819063361820703,7.895968664850333,0.30662845933475247;6.990509082952175,13.934439463697933,2.14293675053176;3.3702072645395615,13.830586593868354,2.368285221256089"
0,drone_9,15.858,16.445,10.124,6.438,"7.887876596005468,16.648937388325063,0.9128866982242201;8.037101204469039,10.203493513601497,2.1533783791659937;7.184354574733583,10.872433090409963,2.2920092731203203;19.671645404575493,4.502731810637804,0.24621745243111784;6.959337970016768,4.489968709292543,0.9286600466917397;13.40123775124908,9.797083005616965,2.034275086247461;3.819063361820703,7.895968664850333,0.30662845933475247;6.990509082952175,13.934439463697933,2.14293675053176;3.3702072645395615,13.830586593868354,2.368285221256089"
