Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,17.639,15.904,16.044,5.675,"14.526435221205883,9.436734298638779,0.8302267502797501;8.971736803343703,17.883504084110427,2.005456888724632;3.1914055788154654,17.263648049944052,0.9818792058040298;8.192698132833215,9.087009500710355,1.1584361332336979;3.482340457360512,9.393591896673296,0.9408654699485914;12.932956579230048,17.774271550674648,2.02609351654126;2.583695290139098,3.9999613070192974,0.3163043754689963;7.46161808289665,12.558579499132595,0.3748499230387484;6.641358918712683,3.3541589540821692,0.9193510075277929;2.8255899057408156,5.118895207502524,1.6201285566974295;17.400258544187665,10.563588587533992,0.9186343152200428;2.4110312843100283,10.866501108124899,2.0298631299250673;3.352735836660889,2.3388976350073936,1.592383081858686;13.713312213709855,11.92223478861945,1.1853744427925457;10.334807087586261,2.995231147470382,1.1264421913847245"
0,drone_1,16.195,18.213,16.044,5.675,"14.526435221205883,9.436734298638779,0.8302267502797501;8.971736803343703,17.883504084110427,2.005456888724632;3.1914055788154654,17.263648049944052,0.9818792058040298;8.192698132833215,9.087009500710355,1.1584361332336979;3.482340457360512,9.393591896673296,0.9408654699485914;12.932956579230048,17.774271550674648,2.02609351654126;2.583695290139098,3.9999613070192974,0.3163043754689963;7.46161808289665,12.558579499132595,0.3748499230387484;6.641358918712683,3.3541589540821692,0.9193510075277929;2.8255899057408156,5.118895207502524,1.6201285566974295;17.400258544187665,10.563588587533992,0.9186343152200428;2.4110312843100283,10.866501108124899,2.0298631299250673;3.352735836660889,2.3388976350073936,1.592383081858686;13.713312213709855,11.92223478861945,1.1853744427925457;10.334807087586261,2.995231147470382,1.1264421913847245"
0,drone_2,17.861,17.456,16.044,5.675,"14.526435221205883,9.436734298638779,0.8302267502797501;8.971736803343703,17.883504084110427,2.005456888724632;3.1914055788154654,17.263648049944052,0.9818792058040298;8.192698132833215,9.087009500710355,1.1584361332336979;3.482340457360512,9.393591896673296,0.9408654699485914;12.932956579230048,17.774271550674648,2.02609351654126;2.583695290139098,3.9999613070192974,0.3163043754689963;7.46161808289665,12.558579499132595,0.3748499230387484;6.641358918712683,3.3541589540821692,0.9193510075277929;2.8255899057408156,5.118895207502524,1.6201285566974295;17.400258544187665,10.563588587533992,0.9186343152200428;2.4110312843100283,10.866501108124899,2.0298631299250673;3.352735836660889,2.3388976350073936,1.592383081858686;13.713312213709855,11.92223478861945,1.1853744427925457;10.334807087586261,2.995231147470382,1.1264421913847245"
0,drone_3,16.096,16.714,16.044,5.675,"14.526435221205883,9.436734298638779,0.8302267502797501;8.971736803343703,17.883504084110427,2.005456888724632;3.1914055788154654,17.263648049944052,0.9818792058040298;8.192698132833215,9.087009500710355,1.1584361332336979;3.482340457360512,9.393591896673296,0.9408654699485914;12.932956579230048,17.774271550674648,2.02609351654126;2.583695290139098,3.9999613070192974,0.3163043754689963;7.46161808289665,12.558579499132595,0.3748499230387484;6.641358918712683,3.3541589540821692,0.9193510075277929;2.8255899057408156,5.118895207502524,1.6201285566974295;17.400258544187665,10.563588587533992,0.9186343152200428;2.4110312843100283,10.866501108124899,2.0298631299250673;3.352735836660889,2.3388976350073936,1.592383081858686;13.713312213709855,11.92223478861945,1.1853744427925457;10.334807087586261,2.995231147470382,1.1264421913847245"
0,drone_4,16.586,17.212,16.044,5.675,"14.526435221205883,9.436734298638779,0.8302267502797501;8.971736803343703,17.883504084110427,2.005456888724632;3.1914055788154654,17.263648049944052,0.9818792058040298;8.192698132833215,9.087009500710355,1.1584361332336979;3.482340457360512,9.393591896673296,0.9408654699485914;12.932956579230048,17.774271550674648,2.02609351654126;2.583695290139098,3.9999613070192974,0.3163043754689963;7.46161808289665,12.558579499132595,0.3748499230387484;6.641358918712683,3.3541589540821692,0.9193510075277929;2.8255899057408156,5.118895207502524,1.6201285566974295;17.400258544187665,10.563588587533992,0.9186343152200428;2.4110312843100283,10.866501108124899,2.0298631299250673;3.352735836660889,2.3388976350073936,1.592383081858686;13.713312213709855,11.92223478861945,1.1853744427925457;10.334807087586261,2.995231147470382,1.1264421913847245"
0,drone_5,16.846,15.290,16.044,5.675,"14.526435221205883,9.436734298638779,0.8302267502797501;8.971736803343703,17.883504084110427,2.005456888724632;3.1914055788154654,17.263648049944052,0.9818792058040298;8.192698132833215,9.087009500710355,1.1584361332336979;3.482340457360512,9.393591896673296,0.9408654699485914;12.932956579230048,17.774271550674648,2.02609351654126;2.583695290139098,3.9999613070192974,0.3163043754689963;7.46161808289665,12.558579499132595,0.3748499230387484;6.641358918712683,3.3541589540821692,0.9193510075277929;2.8255899057408156,5.118895207502524,1.6201285566974295;17.400258544187665,10.563588587533992,0.9186343152200428;2.4110312843100283,10.866501108124899,2.0298631299250673;3.352735836660889,2.3388976350073936,1.592383081858686;13.713312213709855,11.92223478861945,1.1853744427925457;10.334807087586261,2.995231147470382,1.1264421913847245"
0,drone_6,17.900,16.533,16.044,5.675,"14.526435221205883,9.436734298638779,0.8302267502797501;8.971736803343703,17.883504084110427,2.005456888724632;3.1914055788154654,17.263648049944052,0.9818792058040298;8.192698132833215,9.087009500710355,1.1584361332336979;3.482340457360512,9.393591896673296,0.9408654699485914;12.932956579230048,17.774271550674648,2.02609351654126;2.583695290139098,3.9999613070192974,0.3163043754689963;7.46161808289665,12.558579499132595,0.3748499230387484;6.641358918712683,3.3541589540821692,0.9193510075277929;2.8255899057408156,5.118895207502524,1.6201285566974295;17.400258544187665,10.563588587533992,0.9186343152200428;2.4110312843100283,10.866501108124899,2.0298631299250673;3.352735836660889,2.3388976350073936,1.592383081858686;13.713312213709855,11.92223478861945,1.1853744427925457;10.334807087586261,2.995231147470382,1.1264421913847245"
0,drone_7,17.132,18.256,16.044,5.675,"14.526435221205883,9.436734298638779,0.8302267502797501;8.971736803343703,17.883504084110427,2.005456888724632;3.1914055788154654,17.263648049944052,0.9818792058040298;8.192698132833215,9.087009500710355,1.1584361332336979;3.482340457360512,9.393591896673296,0.9408654699485914;12.932956579230048,17.774271550674648,2.02609351654126;2.583695290139098,3.9999613070192974,0.3163043754689963;7.46161808289665,12.558579499132595,0.3748499230387484;6.641358918712683,3.3541589540821692,0.9193510075277929;2.8255899057408156,5.118895207502524,1.6201285566974295;17.400258544187665,10.563588587533992,0.9186343152200428;2.4110312843100283,10.866501108124899,2.0298631299250673;3.352735836660889,2.3388976350073936,1.592383081858686;13.713312213709855,11.92223478861945,1.1853744427925457;10.334807087586261,2.995231147470382,1.1264421913847245"
0,drone_8,15.392,17.182,16.044,5.675,"14.526435221205883,9.436734298638779,0.8302267502797501;8.971736803343703,17.883504084110427,2.005456888724632;3.1914055788154654,17.263648049944052,0.9818792058040298;8.192698132833215,9.087009500710355,1.1584361332336979;3.482340457360512,9.393591896673296,0.9408654699485914;12.932956579230048,17.774271550674648,2.02609351654126;2.583695290139098,3.9999613070192974,0.3163043754689963;7.46161808289665,12.558579499132595,0.3748499230387484;6.641358918712683,3.3541589540821692,0.9193510075277929;2.8255899057408156,5.118895207502524,1.6201285566974295;17.400258544187665,10.563588587533992,0.9186343152200428;2.4110312843100283,10.866501108124899,2.0298631299250673;3.352735836660889,2.3388976350073936,1.592383081858686;13.713312213709855,11.92223478861945,1.1853744427925457;10.334807087586261,2.995231147470382,1.1264421913847245"
0,drone_9,15.087,16.116,16.044,5.675,"14.526435221205883,9.436734298638779,0.8302267502797501;8.971736803343703,17.883504084110427,2.005456888724632;3.1914055788154654,17.263648049944052,0.9818792058040298;8.192698132833215,9.087009500710355,1.1584361332336979;3.482340457360512,9.393591896673296,0.9408654699485914;12.932956579230048,17.774271550674648,2.02609351654126;2.583695290139098,3.9999613070192974,0.3163043754689963;7.46161808289665,12.558579499132595,0.3748499230387484;6.641358918712683,3.3541589540821692,0.9193510075277929;2.8255899057408156,5.118895207502524,1.6201285566974295;17.400258544187665,10.563588587533992,0.9186343152200428;2.4110312843100283,10.866501108124899,2.0298631299250673;3.352735836660889,2.3388976350073936,1.592383081858686;13.713312213709855,11.92223478861945,1.1853744427925457;10.334807087586261,2.995231147470382,1.1264421913847245"
