Mode,Fold,Success_Rate,Collision_Rate,Timeout_Rate
random,1,94.6,2.1999999999999997,3.2
random,2,94.6,2.1999999999999997,3.2
random,3,94.1,2.6,3.3000000000000003
random,4,94.5,1.7000000000000002,3.8
random,5,95.8,1.9,2.3
clustered,1,96.0,3.5999999999999996,0.4
clustered,2,93.89999999999999,2.1,4.0
clustered,3,95.89999999999999,1.6,2.5
clustered,4,95.8,1.3,2.9000000000000004
clustered,5,96.7,2.4,0.8999999999999999
