density,f,boost,oracle_success,timeout,collision,collision_drone,collision_obstacle,dist_to_rammer_at_collision
0.2,2,1.0,75.0,9.583333333333334,15.416666666666666,13.333333333333334,2.0833333333333335,27027027.9477391
0.3,2,1.0,79.58333333333333,2.5,17.916666666666668,14.166666666666666,3.75,25000001.11007293
