density,f,boost,oracle_success,timeout,collision,collision_drone,collision_obstacle,dist_to_rammer_at_collision
0.2,2,2.0,70.41666666666667,5.416666666666667,24.166666666666668,15.833333333333334,8.333333333333334,17241380.726184394
0.3,2,2.0,71.66666666666667,1.25,27.083333333333332,19.583333333333332,7.5,24390245.201937664
