density,f,behavior,honest_success,honest_timeout,honest_collision,honest_drone_collision,baseline_success,drop_vs_baseline
0.2,1,ram,87.11111111111111,2.5555555555555554,10.333333333333334,8.38888888888889,95.55,8.44
0.3,1,ram,82.44444444444444,5.833333333333333,11.722222222222221,9.444444444444445,91.1,8.66
