Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,1.957,7.042,10.648,5.949,"17.10407406639774,10.058354196794248,1.9889045785905206;2.4163847966886256,17.1660926007018,2.0164290924656294;6.042708748305063,14.806790111911013,2.4882688732588676;8.199004162751155,16.2859094944071,0.8546421243883905;7.454907312851999,3.3801849217588,1.2878975133393356;18.602796218429614,16.147502253784317,0.8382357011665634;7.842688157617708,14.129435727612869,0.47812141815273085;14.395544257740644,7.37096192246407,1.8167818666797275;15.933796921527266,1.3477317121245438,1.0658642326878138;13.048179134680373,12.441487920897776,0.295853609430101;5.820193797532728,12.291543913244118,1.8455347579592885;7.811574835223695,1.5371000637046017,0.43770412057365543"
0,drone_1,3.705,1.807,10.648,5.949,"17.10407406639774,10.058354196794248,1.9889045785905206;2.4163847966886256,17.1660926007018,2.0164290924656294;6.042708748305063,14.806790111911013,2.4882688732588676;8.199004162751155,16.2859094944071,0.8546421243883905;7.454907312851999,3.3801849217588,1.2878975133393356;18.602796218429614,16.147502253784317,0.8382357011665634;7.842688157617708,14.129435727612869,0.47812141815273085;14.395544257740644,7.37096192246407,1.8167818666797275;15.933796921527266,1.3477317121245438,1.0658642326878138;13.048179134680373,12.441487920897776,0.295853609430101;5.820193797532728,12.291543913244118,1.8455347579592885;7.811574835223695,1.5371000637046017,0.43770412057365543"
0,drone_2,18.262,1.798,10.648,5.949,"17.10407406639774,10.058354196794248,1.9889045785905206;2.4163847966886256,17.1660926007018,2.0164290924656294;6.042708748305063,14.806790111911013,2.4882688732588676;8.199004162751155,16.2859094944071,0.8546421243883905;7.454907312851999,3.3801849217588,1.2878975133393356;18.602796218429614,16.147502253784317,0.8382357011665634;7.842688157617708,14.129435727612869,0.47812141815273085;14.395544257740644,7.37096192246407,1.8167818666797275;15.933796921527266,1.3477317121245438,1.0658642326878138;13.048179134680373,12.441487920897776,0.295853609430101;5.820193797532728,12.291543913244118,1.8455347579592885;7.811574835223695,1.5371000637046017,0.43770412057365543"
0,drone_3,15.455,14.282,10.648,5.949,"17.10407406639774,10.058354196794248,1.9889045785905206;2.4163847966886256,17.1660926007018,2.0164290924656294;6.042708748305063,14.806790111911013,2.4882688732588676;8.199004162751155,16.2859094944071,0.8546421243883905;7.454907312851999,3.3801849217588,1.2878975133393356;18.602796218429614,16.147502253784317,0.8382357011665634;7.842688157617708,14.129435727612869,0.47812141815273085;14.395544257740644,7.37096192246407,1.8167818666797275;15.933796921527266,1.3477317121245438,1.0658642326878138;13.048179134680373,12.441487920897776,0.295853609430101;5.820193797532728,12.291543913244118,1.8455347579592885;7.811574835223695,1.5371000637046017,0.43770412057365543"
0,drone_4,18.136,1.902,10.648,5.949,"17.10407406639774,10.058354196794248,1.9889045785905206;2.4163847966886256,17.1660926007018,2.0164290924656294;6.042708748305063,14.806790111911013,2.4882688732588676;8.199004162751155,16.2859094944071,0.8546421243883905;7.454907312851999,3.3801849217588,1.2878975133393356;18.602796218429614,16.147502253784317,0.8382357011665634;7.842688157617708,14.129435727612869,0.47812141815273085;14.395544257740644,7.37096192246407,1.8167818666797275;15.933796921527266,1.3477317121245438,1.0658642326878138;13.048179134680373,12.441487920897776,0.295853609430101;5.820193797532728,12.291543913244118,1.8455347579592885;7.811574835223695,1.5371000637046017,0.43770412057365543"
0,drone_5,4.251,10.896,10.648,5.949,"17.10407406639774,10.058354196794248,1.9889045785905206;2.4163847966886256,17.1660926007018,2.0164290924656294;6.042708748305063,14.806790111911013,2.4882688732588676;8.199004162751155,16.2859094944071,0.8546421243883905;7.454907312851999,3.3801849217588,1.2878975133393356;18.602796218429614,16.147502253784317,0.8382357011665634;7.842688157617708,14.129435727612869,0.47812141815273085;14.395544257740644,7.37096192246407,1.8167818666797275;15.933796921527266,1.3477317121245438,1.0658642326878138;13.048179134680373,12.441487920897776,0.295853609430101;5.820193797532728,12.291543913244118,1.8455347579592885;7.811574835223695,1.5371000637046017,0.43770412057365543"
0,drone_6,8.663,17.646,10.648,5.949,"17.10407406639774,10.058354196794248,1.9889045785905206;2.4163847966886256,17.1660926007018,2.0164290924656294;6.042708748305063,14.806790111911013,2.4882688732588676;8.199004162751155,16.2859094944071,0.8546421243883905;7.454907312851999,3.3801849217588,1.2878975133393356;18.602796218429614,16.147502253784317,0.8382357011665634;7.842688157617708,14.129435727612869,0.47812141815273085;14.395544257740644,7.37096192246407,1.8167818666797275;15.933796921527266,1.3477317121245438,1.0658642326878138;13.048179134680373,12.441487920897776,0.295853609430101;5.820193797532728,12.291543913244118,1.8455347579592885;7.811574835223695,1.5371000637046017,0.43770412057365543"
0,drone_7,17.694,18.193,10.648,5.949,"17.10407406639774,10.058354196794248,1.9889045785905206;2.4163847966886256,17.1660926007018,2.0164290924656294;6.042708748305063,14.806790111911013,2.4882688732588676;8.199004162751155,16.2859094944071,0.8546421243883905;7.454907312851999,3.3801849217588,1.2878975133393356;18.602796218429614,16.147502253784317,0.8382357011665634;7.842688157617708,14.129435727612869,0.47812141815273085;14.395544257740644,7.37096192246407,1.8167818666797275;15.933796921527266,1.3477317121245438,1.0658642326878138;13.048179134680373,12.441487920897776,0.295853609430101;5.820193797532728,12.291543913244118,1.8455347579592885;7.811574835223695,1.5371000637046017,0.43770412057365543"
0,drone_8,14.401,15.529,10.648,5.949,"17.10407406639774,10.058354196794248,1.9889045785905206;2.4163847966886256,17.1660926007018,2.0164290924656294;6.042708748305063,14.806790111911013,2.4882688732588676;8.199004162751155,16.2859094944071,0.8546421243883905;7.454907312851999,3.3801849217588,1.2878975133393356;18.602796218429614,16.147502253784317,0.8382357011665634;7.842688157617708,14.129435727612869,0.47812141815273085;14.395544257740644,7.37096192246407,1.8167818666797275;15.933796921527266,1.3477317121245438,1.0658642326878138;13.048179134680373,12.441487920897776,0.295853609430101;5.820193797532728,12.291543913244118,1.8455347579592885;7.811574835223695,1.5371000637046017,0.43770412057365543"
0,drone_9,2.569,7.844,10.648,5.949,"17.10407406639774,10.058354196794248,1.9889045785905206;2.4163847966886256,17.1660926007018,2.0164290924656294;6.042708748305063,14.806790111911013,2.4882688732588676;8.199004162751155,16.2859094944071,0.8546421243883905;7.454907312851999,3.3801849217588,1.2878975133393356;18.602796218429614,16.147502253784317,0.8382357011665634;7.842688157617708,14.129435727612869,0.47812141815273085;14.395544257740644,7.37096192246407,1.8167818666797275;15.933796921527266,1.3477317121245438,1.0658642326878138;13.048179134680373,12.441487920897776,0.295853609430101;5.820193797532728,12.291543913244118,1.8455347579592885;7.811574835223695,1.5371000637046017,0.43770412057365543"
