Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,4.3343,4.0524,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
0,drone_1,2.5527,4.8444,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
0,drone_2,3.5174,2.7849,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
0,drone_3,2.0580,2.7324,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
0,drone_4,2.7440,3.2104,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
0,drone_5,2.0139,3.9986,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
0,drone_6,2.4442,2.0002,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
0,drone_7,3.4255,4.3262,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
0,drone_8,4.6066,2.7384,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
0,drone_9,4.7692,4.9125,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
1,drone_0,4.4197,4.1524,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
1,drone_1,2.6395,4.9000,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
1,drone_2,3.6077,2.8470,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
1,drone_3,2.1291,2.7965,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
1,drone_4,2.8440,3.2829,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
1,drone_5,2.0667,4.0986,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
1,drone_6,2.5176,2.0491,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
1,drone_7,3.4777,4.4262,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
1,drone_8,4.7003,2.8089,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
1,drone_9,4.8579,4.9519,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
2,drone_0,4.5632,4.2918,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
2,drone_1,2.7967,4.9967,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
2,drone_2,3.7622,2.9359,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
2,drone_3,2.2768,2.8894,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
2,drone_4,3.0215,3.3722,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
2,drone_5,2.1514,4.2496,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
2,drone_6,2.6893,2.1093,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
2,drone_7,3.5451,4.6024,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
2,drone_8,4.8708,2.9134,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
2,drone_9,5.0396,5.0277,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
3,drone_0,4.7122,4.4252,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
3,drone_1,2.9672,5.1012,17.0000,17.0000,"13.639,6.954,1.029;8.851,14.447,1.228;14.341,5.582,0.758;10.809,13.335,0.725;12.575,7.056,0.709;8.359,11.851,0.655;7.002,12.953,0.923"
