Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,3.0383,2.1724,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
0,drone_1,2.4233,3.6768,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
0,drone_2,3.2768,4.4609,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
0,drone_3,3.2404,3.4431,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
0,drone_4,4.6445,3.7754,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
0,drone_5,4.0081,2.7472,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
0,drone_6,4.1131,4.4674,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
0,drone_7,2.0407,2.7178,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
0,drone_8,4.8016,4.9496,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
0,drone_9,4.9426,2.8028,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
1,drone_0,3.1161,2.2195,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
1,drone_1,2.4841,3.7768,17.0000,17.0000,"10.328,12.890,0.700;12.976,14.763,0.643;14.383,10.563,1.109;7.819,9.366,1.201;12.410,5.149,1.140;6.265,6.519,1.365;9.140,9.064,0.579"
