Width,Height,Density,Mean_Actual_Density,Std_Actual_Density,d_min,Mean_Actual_d_min,Std_Actual_d_min,Maps_Accepted,Maps_Rejected,Map_Acceptance_Rate,Density_Failure_Rate,Connectivity_Failure_Rate,Gen_Time,Reachability_Rate,Path_Found_Count,Path_Failure_Count,Mean_Path_Length,P10_Path_Length,P50_Path_Length,P90_Path_Length,Mean_Tortuosity,Mean_Stretch_Ratio,P10_Tortuosity,P50_Tortuosity,P90_Tortuosity,Min_Corridor_Width,Mean_Corridor_Width,P10_Corridor_Width
20,20,0.3,0.30578775,0.006331007517567797,12,12.328305962117094,0.27748510551422,100,12,1.0,0.0,0.12,0.4911946964263916,1.0,1000,0,20.120698399999974,14.113904,18.478689999999965,28.17004999999996,1.4208818180368,1.4208818180368,1.075892764774014,1.276665847083597,1.950837712736786,0.4,0.40220155876525293,0.4
20,20,0.35,0.35507850000000013,0.00500816960076232,6,6.825375584761049,0.8383497372598006,100,36,1.0,0.0,0.36,0.5576866936683654,1.0,1000,0,14.494197259999982,7.7321259999999965,13.370409999999989,22.93259399999997,1.3792462172350906,1.3792462172350906,1.0562409243222142,1.1626671195550893,1.977550444713184,0.4,0.4405461841546854,0.4
20,20,0.4,0.4038152500000001,0.004951499640260499,4,5.035908210528413,1.0166433084812774,100,49,1.0,0.0,0.49,0.5831490254402161,1.0,1000,0,12.191179079999987,5.586270000000002,11.29821999999999,20.59596999999997,1.2474568515976652,1.2474568515976652,1.037338654924158,1.0877647944418254,1.6248552768666547,0.4,0.6614853120414625,0.4
20,20,0.4,0.4049020000000001,0.004988527688607127,6,6.8181133642437315,0.7952113558700835,100,87,1.0,0.0,0.87,0.6543269896507263,1.0,1000,0,15.666824999999978,7.938163999999994,14.533129999999982,25.335435999999962,1.4764065714667662,1.4764065714667662,1.0615646490230466,1.2130650521600936,2.2852161178892394,0.4,0.43544521006087383,0.4
20,20,0.4,0.4054785,0.005067360037534353,10,10.524276188615008,0.5862597856234791,100,121,1.0,0.0,1.21,0.6306504559516907,1.0,1000,0,22.07611029999997,13.046677999999977,20.008869999999987,33.68886199999993,1.726224407746119,1.726224407746119,1.0819838195484952,1.5514454008851915,2.6560648679376295,0.4,0.40531141680516564,0.4
20,20,0.4,0.4047752500000001,0.0046725133694297954,12,12.345483417999366,0.35173435732553476,100,136,1.0,0.0,1.36,0.6425755047798156,1.0,1000,0,23.238196619999965,14.915731999999977,21.36655999999997,34.14809599999996,1.6432726808047173,1.6432726808047173,1.102630193623837,1.4888704348625061,2.4690159833714485,0.4,0.4000000000000001,0.4
20,20,0.4,0.40437075,0.004712161201349129,8,8.54898811674219,0.5215196187841017,100,150,1.0,0.0,1.5,0.7050742363929748,1.0,1000,0,20.18130157999997,11.042421999999995,18.123659999999973,32.013005999999955,1.7514852984240625,1.7514852984240625,1.0775371868737282,1.488297741789364,2.774923537012206,0.4,0.40262579804089843,0.4
30,30,0.1,0.10344522222222224,0.0034612751004489167,6,8.168483248906067,2.2635170870609085,100,0,1.0,0.0,0.0,1.2791459488868713,1.0,1000,0,16.645243259999972,8.736743999999993,16.363009999999967,25.07051799999993,1.0692738213270108,1.0692738213270108,1.0267322524674687,1.0691712076717272,1.102949906133596,0.4,1.276981031042642,0.4
30,30,0.1,0.10411055555555558,0.003935234749143209,9,10.409742969189772,1.425852930696252,100,0,1.0,0.0,0.0,1.280616762638092,1.0,1000,0,18.031114399999968,11.308217999999982,17.357089999999964,25.315795999999995,1.0734463944193302,1.0734463944193302,1.029261011937035,1.073440022541998,1.1084304381811247,0.4,1.0034249555697095,0.4
30,30,0.1,0.10368400000000003,0.003963159146407458,12,13.111024004912917,1.2437566665927435,100,0,1.0,0.0,0.0,1.265980179309845,1.0,1000,0,19.52368731999997,14.013489999999996,18.994669999999978,25.405253999999942,1.07263346556212,1.07263346556212,1.0294927830602885,1.0726002638879655,1.116339895949537,0.4,0.7993440256930306,0.4
30,30,0.1,0.10416422222222224,0.004261637249858641,15,15.874737612484623,0.9223610409835673,100,0,1.0,0.0,0.0,1.2922411203384399,1.0,1000,0,21.574719439999956,16.77159599999999,21.05294999999998,27.219579999999976,1.075906848719793,1.075906848719793,1.0334891192400022,1.0736863367319875,1.1174712189162808,0.4,0.6852088831049898,0.4
30,30,0.1,0.10428166666666668,0.004101880741475056,18,18.570263263989307,0.6784696327787472,100,0,1.0,0.0,0.0,1.2847559833526612,1.0,1000,0,22.930851459999953,19.689513999999942,22.31448999999997,26.94300199999993,1.0687487543896768,1.0687487543896768,1.029407957684758,1.0721228284362052,1.0972361131893351,0.4,0.5916755899409948,0.4
30,30,0.15,0.15363133333333337,0.003333569761985594,6,7.822580119776712,1.8405568563896477,100,0,1.0,0.0,0.0,1.1586833167076112,1.0,1000,0,16.411755839999977,8.419401999999993,15.79466999999999,25.1071,1.0850286945167098,1.0850286945167098,1.0323889522039897,1.075861625426492,1.1458606273205472,0.4,0.9386580941083706,0.4
30,30,0.15,0.15383477777777782,0.0038687123116894215,9,10.38785988909423,1.221721321265068,100,0,1.0,0.0,0.0,1.1626670265197754,1.0,1000,0,18.03768077999997,11.367329999999985,17.652359999999977,25.02555199999997,1.0887326170336487,1.0887326170336487,1.0343904697261987,1.0767982088421557,1.1515712880620521,0.4,0.6866219285736748,0.4
30,30,0.15,0.15381822222222227,0.003739508622899634,12,13.02604875405196,0.9790898559303538,100,0,1.0,0.0,0.0,1.1559767317771912,1.0,1000,0,19.79629637999997,14.26614999999998,18.973659999999967,26.240755999999948,1.0952074597404935,1.0952074597404935,1.0378831075096493,1.078413634299626,1.1729890226978723,0.4,0.5863124035161706,0.4
30,30,0.2,0.20320877777777785,0.0033440621025451972,6,8.186217510501868,2.0012316552300513,100,0,1.0,0.0,0.0,1.0261700177192687,1.0,1000,0,17.394793999999973,8.86780799999999,16.915969999999984,25.700525999999968,1.1101038261769334,1.1101038261769334,1.038667766940731,1.0786008684147927,1.1951128781477374,0.4,0.7235028302054511,0.4
30,30,0.2,0.20326777777777777,0.003192938775593946,9,10.46585358392863,1.5315021894334113,100,1,1.0,0.0,0.01,1.0400158953666687,1.0,1000,0,18.557860779999974,11.60330799999998,17.650289999999988,26.254959999999947,1.1214720985555555,1.1214720985555555,1.0406670605213757,1.082487056546824,1.2304224178552747,0.4,0.49457111122291986,0.4
30,30,0.2,0.203746,0.004061231954426435,12,13.196392019958212,1.061971036433365,100,0,1.0,0.0,0.0,1.0388938117027282,1.0,1000,0,20.706784319999965,14.545615999999997,20.287859999999966,27.137443999999945,1.124418739916848,1.124418739916848,1.0466094416923033,1.0861962719051617,1.2437512117627183,0.4,0.45224431401992526,0.4
30,30,0.15,0.1538268888888889,0.0036459313294766307,15,15.78173707209588,0.7874122356693003,100,0,1.0,0.0,0.0,1.0850459051132202,1.0,1000,0,21.927450119999964,16.972719999999995,21.39525999999998,27.596555999999943,1.0954198790941208,1.0954198790941208,1.0424489356588702,1.0797810157341674,1.16204284805502,0.4,0.4725635476011685,0.4
30,30,0.15,0.15400733333333333,0.004055646945697834,18,18.58405935289496,0.7091782044746949,100,0,1.0,0.0,0.0,1.096798641681671,1.0,1000,0,23.362999699999957,19.888389999999944,22.75826999999995,27.80490199999997,1.088720933783947,1.088720933783947,1.0408632326356997,1.0790623433161846,1.1438313588717115,0.4,0.48683125018862045,0.4
30,30,0.25,0.25346122222222234,0.0035294134423319717,6,7.92043772634359,1.699777408107611,100,0,1.0,0.0,0.0,0.9714534974098206,1.0,1000,0,17.462811599999977,8.717747999999993,16.721589999999978,26.623417999999944,1.1389275080008925,1.1389275080008925,1.0437122170576925,1.0835194816935343,1.2703038244161842,0.4,0.59842735042869,0.4
30,30,0.2,0.20334055555555558,0.0033430378640532635,15,15.933362625150533,0.8671537466727229,100,0,1.0,0.0,0.0,1.0305801773071288,1.0,1000,0,22.287319979999964,17.44578999999997,21.63164999999998,28.317619999999952,1.1183794174631314,1.1183794174631314,1.049355165920186,1.0875365581068057,1.2209315413362287,0.4,0.43737081512090753,0.4
30,30,0.2,0.20430211111111116,0.004214234753256579,18,18.581294862451905,0.5758979816077721,100,1,1.0,0.0,0.01,1.0388586473464967,1.0,1000,0,24.507304239999954,20.276623999999988,23.78578999999997,29.697385999999966,1.126935463341087,1.126935463341087,1.051069724496663,1.0903165460615973,1.2209403481411747,0.4,0.42712897233151104,0.4
30,30,0.25,0.2537521111111112,0.003422121100598356,9,10.536227572835573,1.6223286011334062,100,0,1.0,0.0,0.0,0.9520124101638794,1.0,1000,0,19.36885173999997,11.677571999999996,19.122179999999968,27.449627999999915,1.151371655119286,1.151371655119286,1.0482141416880826,1.093113631365377,1.3275485338242223,0.4,0.4687123257496212,0.4
30,30,0.3,0.30326633333333336,0.0032704311094984726,6,7.828766189616846,1.7094896929879935,100,1,1.0,0.0,0.01,0.9147835230827331,1.0,1000,0,17.774709739999977,8.965205999999997,16.990819999999967,27.404545999999954,1.1837587763524475,1.1837587763524475,1.0492889084321162,1.104110980792676,1.3754699645840487,0.4,0.5134200778638206,0.4
30,30,0.25,0.2535220000000001,0.003471071268799654,12,13.087702298083888,1.0602282653167086,100,0,1.0,0.0,0.0,0.9580947160720825,1.0,1000,0,21.499081759999964,14.668221999999993,20.707979999999964,29.442997999999918,1.1798700632235521,1.1798700632235521,1.055423823255996,1.121050128848374,1.3482017324279005,0.4,0.4158562436504749,0.4
30,30,0.25,0.25415711111111117,0.004246075608614863,15,15.811564391680887,0.7795461977265356,100,0,1.0,0.0,0.0,0.9585683226585389,1.0,1000,0,23.138609419999963,17.519931999999972,22.179279999999963,29.757735999999937,1.165984330179098,1.165984330179098,1.0573433336038698,1.1101231007192616,1.3541621277264366,0.4,0.4102627510415927,0.4
30,30,0.25,0.2530913333333334,0.003079291076021272,18,18.63330129362585,0.5732652639358052,100,0,1.0,0.0,0.0,0.9661745572090149,1.0,1000,0,25.960551319999958,20.818279999999984,24.877209999999963,32.036727999999925,1.1827888371150717,1.1827888371150717,1.0617353346707985,1.1317024707363408,1.37500843394366,0.4,0.4030142135623731,0.4
30,30,0.3,0.30329088888888894,0.003280348664094205,9,10.336803542357437,1.3514182798415406,100,2,1.0,0.0,0.02,0.9211665844917297,1.0,1000,0,21.12384891999997,11.897391999999982,19.334309999999967,31.950993999999948,1.2788937779180625,1.2788937779180625,1.0592363872788717,1.1332271384875416,1.5968989820308537,0.4,0.42199073519630453,0.4
30,30,0.3,0.30318888888888895,0.003022733616863798,12,13.12331146732716,1.0566967637975526,100,1,1.0,0.0,0.01,0.9163454508781433,1.0,1000,0,23.211280439999967,15.189107999999981,22.327209999999965,32.22501799999996,1.2932100782442466,1.2932100782442466,1.0703157581808505,1.1625815586219084,1.6825708776968147,0.4,0.4061211102550929,0.4
30,30,0.3,0.30348555555555556,0.003043243274802326,15,15.927777747424473,0.790026623244548,100,1,1.0,0.0,0.01,0.9202320313453675,1.0,1000,0,26.760598079999955,18.440291999999992,25.08548999999995,37.54223399999993,1.3134711550865834,1.3134711550865834,1.0742882700112821,1.1896777813205843,1.712030211203685,0.4,0.40060000000000007,0.4
30,30,0.35,0.3533226666666667,0.003248145499386574,6,7.889154528809175,1.6757872544564156,100,10,1.0,0.0,0.1,0.7910631728172303,1.0,1000,0,20.75444733999997,9.08893199999999,18.900879999999965,34.09589799999992,1.3706444404967428,1.3706444404967428,1.0530103320599038,1.141135327454545,1.883101855739171,0.4,0.5046114734830522,0.4
30,30,0.35,0.3530805555555556,0.003142942466173871,9,10.36586349617393,1.4055428898725386,100,20,1.0,0.0,0.2,0.813625693321228,1.0,1000,0,22.51329709999997,12.315261999999981,20.82631999999996,34.78003799999993,1.4165044850956834,1.4165044850956834,1.066600564089025,1.190117246587751,2.0173109188763134,0.4,0.41647980009196944,0.4
30,30,0.35,0.3530771111111112,0.002603517478193537,12,13.035731339268409,0.8892149233025071,100,20,1.0,0.0,0.2,0.8153701424598694,1.0,1000,0,26.435563919999964,15.622477999999974,24.145849999999975,40.28844799999995,1.458207818565361,1.458207818565361,1.0775260908721376,1.236351714688138,2.1581607298708305,0.4,0.40489747683550326,0.4
30,30,0.3,0.30356366666666673,0.0033786664967552357,18,18.583213444490454,0.549236411760816,100,4,1.0,0.0,0.04,0.8028113651275635,1.0,1000,0,27.952986999999954,21.463425999999977,26.863599999999956,36.66010599999994,1.2701993667395373,1.2701993667395373,1.0765256283882114,1.187545943829075,1.5894880051408233,0.4,0.4000000000000001,0.4
30,30,0.35,0.35276544444444446,0.0027133269155443316,15,15.870370065294807,0.872274177291719,100,13,1.0,0.0,0.13,0.7751789760589599,1.0,1000,0,28.226240199999957,18.795201999999982,26.202059999999957,40.89134599999994,1.3964270882974916,1.3964270882974916,1.081208320060726,1.2478545484386858,1.9388110458990113,0.4,0.4006,0.4
30,30,0.35,0.3536904444444445,0.003568131931624929,18,18.515153808994704,0.47339003556074716,100,15,1.0,0.0,0.15,0.729042158126831,1.0,1000,0,31.364943919999952,22.207565999999968,29.391999999999946,43.53731999999994,1.4364723182052779,1.4364723182052779,1.0857183429445931,1.3193561794343913,1.9644611838863686,0.4,0.4000000000000001,0.4
30,30,0.4,0.40278555555555556,0.0028338995077019117,6,7.616025646881529,1.4404784299819482,100,39,1.0,0.0,0.39,0.7986236119270325,1.0,1000,0,21.171652439999974,8.679225999999991,19.62217999999997,35.345549999999946,1.4213082929809633,1.4213082929809633,1.0622864497770352,1.1771409011457092,2.002485249386087,0.4,0.4587302435057274,0.4
30,30,0.4,0.40287655555555557,0.0028320070512397426,9,10.612962804029566,1.4191196566195465,100,48,1.0,0.0,0.48,0.7942186188697815,1.0,1000,0,25.501943199999964,13.333009999999984,23.03282999999997,40.29856599999993,1.5138221410792005,1.5138221410792005,1.0752332410409893,1.2719032739774112,2.1978859279342466,0.4,0.4071562655677328,0.4
30,30,0.4,0.4028371111111111,0.002853575283961268,12,13.104609252196935,1.1107413094351823,100,50,1.0,0.0,0.5,0.6694286322593689,1.0,1000,0,28.696905659999967,16.694435999999996,25.587859999999967,45.529977999999915,1.60838312774287,1.60838312774287,1.0854917371899477,1.344274311243826,2.5843454031302233,0.4,0.403422154055255,0.4
30,30,0.4,0.40265344444444456,0.0028514218653719085,15,15.837026621979827,1.005174372328331,100,54,1.0,0.0,0.54,0.6605272722244263,1.0,1000,0,32.123034519999955,19.99200399999997,30.250279999999925,46.978499999999904,1.618671220624913,1.618671220624913,1.1110849063588437,1.4598061459937381,2.3565461505668783,0.4,0.4000000000000001,0.4
30,30,0.4,0.4027832222222223,0.002922725134164453,18,18.705924347926317,0.7143295209820049,100,45,1.0,0.0,0.45,0.6450633764266968,1.0,1000,0,35.30969717999996,23.162175999999945,32.74613999999993,51.81476999999992,1.604918193271148,1.604918193271148,1.1083513411522785,1.4365499611541388,2.3853028819405573,0.4,0.4000000000000001,0.4
40,40,0.1,0.10219506250000004,0.0022402138386700392,8,10.218875804336811,2.0000902687621105,100,0,1.0,0.0,0.0,1.3435315799713134,1.0,1000,0,21.660606339999962,11.298275999999984,20.80679999999999,32.88074799999992,1.0667454361895177,1.0667454361895177,1.026806471949358,1.0693239433060693,1.0926832360909453,0.4,1.1099125393760496,0.4
40,40,0.1,0.10226862500000003,0.0022008868915450847,12,14.231617303753968,2.1068897512312663,100,0,1.0,0.0,0.0,1.3365089511871338,1.0,1000,0,24.247860619999955,15.156501999999966,23.16181999999995,34.431295999999975,1.0672679332787296,1.0672679332787296,1.0260790033295843,1.0689632822392485,1.0965733602178316,0.4,0.7189789957396726,0.4
40,40,0.1,0.10246731250000002,0.002513669170598779,16,17.518663266238423,1.44629882984963,100,0,1.0,0.0,0.0,1.3768236494064332,1.0,1000,0,25.80125555999995,18.52034999999999,24.931939999999944,34.66530799999992,1.070645686446975,1.070645686446975,1.028934934556271,1.0715388545662607,1.102627339367807,0.4,0.6783565785116884,0.4
40,40,0.1,0.101999875,0.0021911931288969063,20,21.141562706563324,1.116646732307575,100,0,1.0,0.0,0.0,1.3552997422218322,1.0,1000,0,28.582574459999947,22.49259399999995,27.653539999999957,36.004949999999916,1.0685664814270663,1.0685664814270663,1.0336476044104281,1.0716826561485746,1.096433213631653,0.4,0.5827765356290452,0.4
40,40,0.1,0.10215368750000002,0.002470790943547987,24,25.004629371388205,0.9650212951616534,100,0,1.0,0.0,0.0,1.385174114704132,1.0,1000,0,31.451866459999934,26.484727999999972,30.561819999999926,37.68803199999992,1.0677945095636747,1.0677945095636747,1.034565879200404,1.0707813438218052,1.0931996563102349,0.4,0.47694524645605507,0.4
40,40,0.15,0.15223587500000002,0.00207790546208797,8,10.719714908811703,2.4916586250890225,100,0,1.0,0.0,0.0,1.2730475378036499,1.0,1000,0,23.062079799999964,11.367393999999997,22.749399999999966,34.89762199999995,1.077352445420232,1.077352445420232,1.0372070135003997,1.0742598806848598,1.1202610467753569,0.4,0.6773079756432173,0.4
40,40,0.15,0.15212175000000003,0.001966118177399314,16,17.580044060381354,1.626285987869485,100,0,1.0,0.0,0.0,1.2815891599655151,1.0,1000,0,26.440212119999952,18.94360199999997,25.69672999999994,35.13601199999991,1.0831985982252805,1.0831985982252805,1.0422332781575188,1.077300889967236,1.129306836669133,0.4,0.46712804322427975,0.4
40,40,0.15,0.1523326875,0.002003625981619014,12,14.092118722511527,2.1554425645291393,100,0,1.0,0.0,0.0,1.3015890169143676,1.0,1000,0,24.917015279999955,15.559167999999987,24.09258999999995,35.83738999999997,1.083259565797819,1.083259565797819,1.037040924604124,1.0777643428728347,1.1339351180724746,0.4,0.5340648089169652,0.4
