Width,Height,Density,Mean_Actual_Density,Std_Actual_Density,d_min,Mean_Actual_d_min,Std_Actual_d_min,Maps_Accepted,Maps_Rejected,Map_Acceptance_Rate,Density_Failure_Rate,Connectivity_Failure_Rate,Gen_Time,Reachability_Rate,Path_Found_Count,Path_Failure_Count,Mean_Path_Length,P10_Path_Length,P50_Path_Length,P90_Path_Length,Mean_Tortuosity,Mean_Stretch_Ratio,P10_Tortuosity,P50_Tortuosity,P90_Tortuosity,Min_Corridor_Width,Mean_Corridor_Width,P10_Corridor_Width
20,20,0.15,0.15732850000000004,0.007874570639088838,4,5.098190263665106,0.9723617717630919,100,0,1.0,0.0,0.0,0.6656237411499023,1.0,1000,0,10.477835619999986,5.558044000000001,10.128989999999988,15.57288999999996,1.0858138334001386,1.0858138334001386,1.024991733374092,1.0714686953480603,1.146809267232748,0.4,1.433970977543798,0.4
20,20,0.15,0.15813475000000005,0.007699045310134237,8,8.662121577196832,0.5806063433273098,100,0,1.0,0.0,0.0,0.6678057551383972,1.0,1000,0,13.024883059999985,9.422361999999989,12.763899999999984,16.924079999999996,1.1235906279956123,1.1235906279956123,1.035425747106762,1.0799833548161222,1.2690414468717872,0.4,0.6718791596223309,0.4
20,20,0.15,0.15673075000000003,0.00726440969298263,6,6.724310139248637,0.7386579162984368,100,0,1.0,0.0,0.0,0.6953794932365418,1.0,1000,0,11.627993739999985,7.220293999999996,11.386679999999984,16.59460399999997,1.0997050022196926,1.0997050022196926,1.0317696382019614,1.074214481970376,1.1892137076311289,0.4,0.9451156508389,0.4
20,20,0.1,0.10755250000000002,0.007299333445596251,4,5.197867826754484,1.0271956407010538,100,0,1.0,0.0,0.0,0.7081869888305664,1.0,1000,0,10.245722719999987,5.48556,9.990529999999987,15.379515999999969,1.0728643254692984,1.0728643254692984,1.02129174831873,1.0683839311512977,1.1069999660103174,0.4,1.800476804330056,0.4
20,20,0.1,0.10789125000000002,0.007812898289847377,6,6.723725410364839,0.6328553962151201,100,0,1.0,0.0,0.0,0.71965585231781,1.0,1000,0,11.195017659999987,7.296089999999998,10.82691999999999,15.887507999999986,1.076052493687103,1.076052493687103,1.0221933697866583,1.0687094040782652,1.132497580206767,0.4,1.350573232364254,0.4
20,20,0.1,0.10904650000000002,0.008557133004108328,12,12.271732452330347,0.2646822183135896,100,0,1.0,0.0,0.0,0.7384350299835205,1.0,1000,0,14.990828859999976,13.108749999999977,14.60797999999997,17.489101999999967,1.0783724124817282,1.0783724124817282,1.0311322003296737,1.0740820415084107,1.1322461021715253,0.4,0.7736305268059934,0.4
20,20,0.1,0.10834175000000004,0.008411719544034978,8,8.627874261120487,0.6586279327893921,100,0,1.0,0.0,0.0,0.7344016432762146,1.0,1000,0,12.660667899999982,9.19525999999999,12.36803999999998,16.35880799999996,1.0896005289380342,1.0896005289380342,1.028099793779727,1.0730935190260582,1.1624327872549476,0.4,1.1501888749697304,0.4
20,20,0.1,0.10771975000000003,0.007824306914193745,10,10.383726935598613,0.3433467137417494,100,0,1.0,0.0,0.0,0.7461646056175232,1.0,1000,0,13.692788499999981,11.182247999999998,13.318929999999995,16.91915999999996,1.0868982444056883,1.0868982444056883,1.030676694675857,1.0749731101724223,1.1556483842539456,0.4,0.7782756521403913,0.4
20,20,0.2,0.20588425000000007,0.0062124216846170385,4,4.9425320043069005,0.8796242098453723,100,1,1.0,0.0,0.01,1.00288170337677,1.0,1000,0,10.509007419999987,5.369820000000001,10.01685999999999,16.017565999999974,1.0988354336163466,1.0988354336163466,1.0261045318580364,1.0733883113084284,1.1904790011982218,0.4,1.2497326149276693,0.4
20,20,0.25,0.25564975000000006,0.006419167094530255,4,5.163712323516198,0.975507709111905,100,4,1.0,0.0,0.04,0.9843985104560852,1.0,1000,0,11.273140359999987,5.517630000000001,10.820409999999985,17.47099399999996,1.165969487475506,1.165969487475506,1.0291873553374533,1.0789561342322473,1.3568094346388249,0.4,0.8701379766303284,0.4
20,20,0.2,0.20628900000000006,0.005862871864538744,6,6.718749780862939,0.738518703499805,100,0,1.0,0.0,0.0,1.000032238960266,1.0,1000,0,11.919626199999986,7.321003999999996,11.461239999999993,16.73431199999997,1.1256486576372304,1.1256486576372304,1.0365344114628612,1.0800542466889558,1.2763916595486355,0.4,0.7218452641998007,0.4
20,20,0.15,0.15843275,0.008132319545338839,10,10.455067473628997,0.4837221835459599,100,0,1.0,0.0,0.0,1.0136334848403932,1.0,1000,0,14.32529075999998,11.44526399999999,14.04377999999998,17.557979999999965,1.1181044990219455,1.1181044990219455,1.0421023879216382,1.082309511259425,1.226506577033685,0.4,0.5394410365713693,0.4
20,20,0.2,0.20699724999999997,0.007398809781816261,8,8.608715323100105,0.6158893360229287,100,0,1.0,0.0,0.0,0.9800339245796204,1.0,1000,0,13.421020479999985,9.374907999999989,12.886679999999982,18.16010999999997,1.1672949929462129,1.1672949929462129,1.0408622412170054,1.0843438864614665,1.3380670652359756,0.4,0.572518044008855,0.4
20,20,0.2,0.20680250000000006,0.007019630955399299,10,10.478727225215438,0.46126557929138584,100,0,1.0,0.0,0.0,0.981130051612854,1.0,1000,0,15.33051977999998,11.688693999999984,14.645259999999979,19.51591399999999,1.1930376961236837,1.1930376961236837,1.0485274605269916,1.1081640888895308,1.4350920375824512,0.4,0.45391360222627253,0.4
20,20,0.2,0.2066675000000001,0.00765262087457624,12,12.29075898677926,0.3161856818961696,100,0,1.0,0.0,0.0,0.9785888242721558,1.0,1000,0,16.511007619999976,13.40874999999998,15.960939999999983,20.414253999999968,1.1690632802789065,1.1690632802789065,1.0497924307432958,1.1071471531152026,1.3505438157863647,0.4,0.43579605180414727,0.4
20,20,0.15,0.15817175000000006,0.008641031951537967,12,12.31812448516479,0.3094762908238639,100,0,1.0,0.0,0.0,1.0119668579101562,1.0,1000,0,15.438630839999977,13.215435999999972,15.012419999999981,18.398577999999997,1.1035397550002002,1.1035397550002002,1.0324716465864165,1.0793688477457017,1.2076164879880213,0.4,0.559397342644648,0.4
20,20,0.3,0.306041,0.005899769614145966,6,6.838891577573835,0.8812282377073531,100,6,1.0,0.0,0.06,0.9383555483818055,1.0,1000,0,13.504154179999983,7.576505999999997,12.677509999999977,20.09235199999995,1.2849517134559796,1.2849517134559796,1.0456027343845307,1.1074734452734663,1.7771904980936264,0.4,0.5057266836821203,0.4
20,20,0.3,0.3053320000000001,0.005773309362921766,10,10.46598097573724,0.43645545980785,100,16,1.0,0.0,0.16,0.9316415429115296,1.0,1000,0,18.272641319999973,12.102063999999984,16.23312999999999,27.709099999999964,1.4252750816594348,1.4252750816594348,1.0604301235230795,1.1993914738018159,2.125653091149669,0.4,0.41130891630809335,0.4
20,20,0.3,0.30541,0.006459867452200536,4,5.160431124723588,0.9856452935572357,100,8,1.0,0.0,0.08,0.9598640871047973,1.0,1000,0,11.134904819999988,5.317334000000001,10.324549999999988,17.14785999999997,1.1740927582879666,1.1740927582879666,1.0324876287110942,1.0793139247139578,1.399739480393233,0.4,0.829063639380811,0.4
20,20,0.25,0.25579700000000005,0.005989050717768217,8,8.68888656955256,0.6728332156125456,100,3,1.0,0.0,0.03,0.9199268269538879,1.0,1000,0,15.00461283999998,9.835203999999989,14.149989999999972,21.150229999999983,1.2875989000273922,1.2875989000273922,1.0548843841769684,1.1425879716832976,1.7042899506927187,0.4,0.46149017245107643,0.4
20,20,0.25,0.25624325000000003,0.00650377568705287,6,6.829414996647555,0.7656022583956126,100,3,1.0,0.0,0.03,0.9484051156044007,1.0,1000,0,12.735889339999986,7.507451999999997,12.334609999999994,18.090523999999967,1.1857952965537861,1.1857952965537861,1.0442039414161552,1.0874027148391665,1.4027804390410663,0.4,0.5730363342515147,0.4
20,20,0.3,0.30618375000000003,0.0067683291651263544,8,8.618970710782635,0.6877129471237327,100,21,1.0,0.0,0.21,0.9311719989776611,1.0,1000,0,17.075787299999977,10.338163999999997,15.482539999999979,26.53922399999998,1.4876578013637267,1.4876578013637267,1.0629858333697257,1.2389777996184053,2.3020848523045774,0.4,0.4366306165861955,0.4
20,20,0.25,0.25818300000000005,0.0074791124807693544,12,12.390510279966886,0.36398514491802714,100,2,1.0,0.0,0.02,0.9030465984344482,1.0,1000,0,17.856068959999973,13.903429999999997,16.947919999999968,22.61354399999997,1.245228181358907,1.245228181358907,1.063524154681629,1.1513144580641033,1.538505170934691,0.4,0.4079459018900712,0.4
20,20,0.25,0.2567615000000001,0.007299044817645664,10,10.531646981886402,0.5060998493418266,100,3,1.0,0.0,0.03,0.9026046919822693,1.0,1000,0,16.751859619999976,12.154317999999996,15.918929999999985,22.078683999999946,1.2991801259995295,1.2991801259995295,1.059574843656183,1.1740536365827734,1.6977629526310356,0.4,0.4296235574901283,0.4
20,20,0.35,0.35400700000000007,0.003929952417014739,4,5.034722858465389,0.9090639103328404,100,12,1.0,0.0,0.12,0.5131003665924072,1.0,1000,0,11.716494679999988,5.378578,11.03667999999999,18.38608799999997,1.2355456022008566,1.2355456022008566,1.038707673075673,1.0881062468713774,1.5882111088913198,0.4,0.7206086850116854,0.4
20,20,0.35,0.3544952500000001,0.0053306972984310495,8,8.64344499480473,0.5993561746892244,100,42,1.0,0.0,0.42,0.5098499417304992,1.0,1000,0,18.163883939999973,10.302541999999992,16.498809999999974,28.87820999999995,1.5435056851575195,1.5435056851575195,1.0669883084179805,1.2763461243262357,2.461607933614537,0.4,0.4192124849134403,0.4
20,20,0.35,0.3555715000000001,0.006814978008034959,10,10.534996455688743,0.573403141394637,100,52,1.0,0.0,0.52,0.5256161546707153,1.0,1000,0,20.911490059999974,12.877271999999984,19.100879999999975,31.933655999999957,1.618986998102727,1.618986998102727,1.080231009427046,1.4193428964336405,2.441716013067958,0.4,0.40580000000000005,0.4
20,20,0.35,0.35545675000000004,0.005255589708824311,12,12.360575262099808,0.30305567895908897,100,51,1.0,0.0,0.51,0.5269960761070251,1.0,1000,0,22.364425899999965,14.61922399999999,20.44643999999996,32.363181999999945,1.580072681259786,1.580072681259786,1.0823003965625662,1.4113089845488154,2.3278099758231603,0.4,0.40064721359550004,0.4
