Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,9.908,10.338,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
0,drone_1,10.260,9.668,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
0,drone_2,11.072,9.137,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
0,drone_3,8.519,8.665,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
0,drone_4,8.723,9.540,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
0,drone_5,9.061,11.438,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
0,drone_6,11.408,10.377,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
0,drone_7,9.811,9.018,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
0,drone_8,10.880,11.261,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
0,drone_9,8.940,10.284,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
1,drone_0,10.008,10.238,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
1,drone_1,10.350,9.577,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
1,drone_2,11.172,9.037,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
1,drone_3,8.619,8.565,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
1,drone_4,8.823,9.440,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
1,drone_5,9.161,11.338,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
1,drone_6,11.508,10.277,15.283,2.539,"4.504006273240735,16.885693189105506,2.472554712381342;5.5031690435836085,4.187454131128701,0.6960281878309375;2.6160800496183128,6.073606656761756,1.789476820938842;3.6797714405509936,17.002019368964646,2.4674613146301967;3.3983064905688973,7.786026905042776,0.33758345690852776;18.35207745239984,11.624551525649135,1.397420768740977;4.4342014289659675,11.231527613240731,0.9734498425804714;16.859202294469952,5.7705910196098005,0.20654195276157367;4.925911532935359,13.127173993616935,1.598636616583133;14.87082827123834,9.90343413583898,1.1640684495975275;13.918725202113983,17.347422391779066,0.24541580308932298;14.907389240516022,17.195270098382714,1.125644784817301;9.487048152203862,12.098825170666824,0.40627736969996464;9.849393811778135,5.55975314206202,1.0886796357574098"
