Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,1.7257,1.3756,17.0000,17.0000,"18.946,19.426,0.472;13.326,2.141,0.440;8.635,5.945,0.219;0.779,12.069,1.202;11.472,12.197,1.659;14.006,19.108,0.333;11.773,18.942,0.677;9.436,16.432,0.328;16.180,8.692,0.799;8.843,15.961,0.440;9.011,7.404,0.971;7.753,2.434,1.348;3.920,3.487,1.368;13.024,12.510,2.302;8.033,16.973,0.307;15.431,13.047,0.275;8.169,16.312,1.942;14.323,2.435,0.235;1.884,9.283,0.235;2.835,9.840,0.319;15.507,4.779,0.298;14.743,6.102,0.735;9.948,4.012,0.418;17.778,1.101,0.295;15.827,12.092,0.207;12.503,6.110,0.215;5.826,3.860,0.645;5.954,1.993,1.147;8.392,0.860,0.891;0.637,11.162,1.185;9.098,7.034,0.878;16.497,10.060,0.661;18.751,10.349,0.499;17.837,2.005,0.471;16.718,1.405,0.233;18.231,0.427,0.742;13.768,9.765,0.238;0.767,13.582,1.285;10.439,14.913,0.265;4.402,14.373,0.931;9.668,3.463,0.402;12.132,6.489,0.448;7.933,7.906,1.840;15.745,3.410,1.364;9.281,19.715,0.466;16.619,7.817,0.388;14.001,7.380,0.238;15.406,1.594,1.391;11.090,1.385,0.663;14.280,9.186,0.263;14.393,19.889,0.210;16.071,13.305,1.047;12.786,15.843,0.676;1.199,14.907,0.232;16.825,9.882,0.477;9.641,19.036,0.295;5.770,3.640,1.793;4.432,14.924,0.682;13.694,0.626,1.179;15.496,2.804,1.323;5.878,13.645,0.714;12.001,13.958,1.776;4.170,2.039,0.463;13.477,17.132,0.724;8.186,14.244,0.967;5.633,14.166,1.318;19.051,10.970,1.223;10.252,3.043,0.737;6.537,8.023,0.987;17.955,13.022,2.076;18.115,11.063,1.659"
0,drone_1,1.6206,16.8702,17.0000,17.0000,"18.946,19.426,0.472;13.326,2.141,0.440;8.635,5.945,0.219;0.779,12.069,1.202;11.472,12.197,1.659;14.006,19.108,0.333;11.773,18.942,0.677;9.436,16.432,0.328;16.180,8.692,0.799;8.843,15.961,0.440;9.011,7.404,0.971;7.753,2.434,1.348;3.920,3.487,1.368;13.024,12.510,2.302;8.033,16.973,0.307;15.431,13.047,0.275;8.169,16.312,1.942;14.323,2.435,0.235;1.884,9.283,0.235;2.835,9.840,0.319;15.507,4.779,0.298;14.743,6.102,0.735;9.948,4.012,0.418;17.778,1.101,0.295;15.827,12.092,0.207;12.503,6.110,0.215;5.826,3.860,0.645;5.954,1.993,1.147;8.392,0.860,0.891;0.637,11.162,1.185;9.098,7.034,0.878;16.497,10.060,0.661;18.751,10.349,0.499;17.837,2.005,0.471;16.718,1.405,0.233;18.231,0.427,0.742;13.768,9.765,0.238;0.767,13.582,1.285;10.439,14.913,0.265;4.402,14.373,0.931;9.668,3.463,0.402;12.132,6.489,0.448;7.933,7.906,1.840;15.745,3.410,1.364;9.281,19.715,0.466;16.619,7.817,0.388;14.001,7.380,0.238;15.406,1.594,1.391;11.090,1.385,0.663;14.280,9.186,0.263;14.393,19.889,0.210;16.071,13.305,1.047;12.786,15.843,0.676;1.199,14.907,0.232;16.825,9.882,0.477;9.641,19.036,0.295;5.770,3.640,1.793;4.432,14.924,0.682;13.694,0.626,1.179;15.496,2.804,1.323;5.878,13.645,0.714;12.001,13.958,1.776;4.170,2.039,0.463;13.477,17.132,0.724;8.186,14.244,0.967;5.633,14.166,1.318;19.051,10.970,1.223;10.252,3.043,0.737;6.537,8.023,0.987;17.955,13.022,2.076;18.115,11.063,1.659"
0,drone_2,1.6852,6.3897,17.0000,17.0000,"18.946,19.426,0.472;13.326,2.141,0.440;8.635,5.945,0.219;0.779,12.069,1.202;11.472,12.197,1.659;14.006,19.108,0.333;11.773,18.942,0.677;9.436,16.432,0.328;16.180,8.692,0.799;8.843,15.961,0.440;9.011,7.404,0.971;7.753,2.434,1.348;3.920,3.487,1.368;13.024,12.510,2.302;8.033,16.973,0.307;15.431,13.047,0.275;8.169,16.312,1.942;14.323,2.435,0.235;1.884,9.283,0.235;2.835,9.840,0.319;15.507,4.779,0.298;14.743,6.102,0.735;9.948,4.012,0.418;17.778,1.101,0.295;15.827,12.092,0.207;12.503,6.110,0.215;5.826,3.860,0.645;5.954,1.993,1.147;8.392,0.860,0.891;0.637,11.162,1.185;9.098,7.034,0.878;16.497,10.060,0.661;18.751,10.349,0.499;17.837,2.005,0.471;16.718,1.405,0.233;18.231,0.427,0.742;13.768,9.765,0.238;0.767,13.582,1.285;10.439,14.913,0.265;4.402,14.373,0.931;9.668,3.463,0.402;12.132,6.489,0.448;7.933,7.906,1.840;15.745,3.410,1.364;9.281,19.715,0.466;16.619,7.817,0.388;14.001,7.380,0.238;15.406,1.594,1.391;11.090,1.385,0.663;14.280,9.186,0.263;14.393,19.889,0.210;16.071,13.305,1.047;12.786,15.843,0.676;1.199,14.907,0.232;16.825,9.882,0.477;9.641,19.036,0.295;5.770,3.640,1.793;4.432,14.924,0.682;13.694,0.626,1.179;15.496,2.804,1.323;5.878,13.645,0.714;12.001,13.958,1.776;4.170,2.039,0.463;13.477,17.132,0.724;8.186,14.244,0.967;5.633,14.166,1.318;19.051,10.970,1.223;10.252,3.043,0.737;6.537,8.023,0.987;17.955,13.022,2.076;18.115,11.063,1.659"
0,drone_3,12.7880,4.1738,17.0000,17.0000,"18.946,19.426,0.472;13.326,2.141,0.440;8.635,5.945,0.219;0.779,12.069,1.202;11.472,12.197,1.659;14.006,19.108,0.333;11.773,18.942,0.677;9.436,16.432,0.328;16.180,8.692,0.799;8.843,15.961,0.440;9.011,7.404,0.971;7.753,2.434,1.348;3.920,3.487,1.368;13.024,12.510,2.302;8.033,16.973,0.307;15.431,13.047,0.275;8.169,16.312,1.942;14.323,2.435,0.235;1.884,9.283,0.235;2.835,9.840,0.319;15.507,4.779,0.298;14.743,6.102,0.735;9.948,4.012,0.418;17.778,1.101,0.295;15.827,12.092,0.207;12.503,6.110,0.215;5.826,3.860,0.645;5.954,1.993,1.147;8.392,0.860,0.891;0.637,11.162,1.185;9.098,7.034,0.878;16.497,10.060,0.661;18.751,10.349,0.499;17.837,2.005,0.471;16.718,1.405,0.233;18.231,0.427,0.742;13.768,9.765,0.238;0.767,13.582,1.285;10.439,14.913,0.265;4.402,14.373,0.931;9.668,3.463,0.402;12.132,6.489,0.448;7.933,7.906,1.840;15.745,3.410,1.364;9.281,19.715,0.466;16.619,7.817,0.388;14.001,7.380,0.238;15.406,1.594,1.391;11.090,1.385,0.663;14.280,9.186,0.263;14.393,19.889,0.210;16.071,13.305,1.047;12.786,15.843,0.676;1.199,14.907,0.232;16.825,9.882,0.477;9.641,19.036,0.295;5.770,3.640,1.793;4.432,14.924,0.682;13.694,0.626,1.179;15.496,2.804,1.323;5.878,13.645,0.714;12.001,13.958,1.776;4.170,2.039,0.463;13.477,17.132,0.724;8.186,14.244,0.967;5.633,14.166,1.318;19.051,10.970,1.223;10.252,3.043,0.737;6.537,8.023,0.987;17.955,13.022,2.076;18.115,11.063,1.659"
0,drone_4,7.2829,11.5751,17.0000,17.0000,"18.946,19.426,0.472;13.326,2.141,0.440;8.635,5.945,0.219;0.779,12.069,1.202;11.472,12.197,1.659;14.006,19.108,0.333;11.773,18.942,0.677;9.436,16.432,0.328;16.180,8.692,0.799;8.843,15.961,0.440;9.011,7.404,0.971;7.753,2.434,1.348;3.920,3.487,1.368;13.024,12.510,2.302;8.033,16.973,0.307;15.431,13.047,0.275;8.169,16.312,1.942;14.323,2.435,0.235;1.884,9.283,0.235;2.835,9.840,0.319;15.507,4.779,0.298;14.743,6.102,0.735;9.948,4.012,0.418;17.778,1.101,0.295;15.827,12.092,0.207;12.503,6.110,0.215;5.826,3.860,0.645;5.954,1.993,1.147;8.392,0.860,0.891;0.637,11.162,1.185;9.098,7.034,0.878;16.497,10.060,0.661;18.751,10.349,0.499;17.837,2.005,0.471;16.718,1.405,0.233;18.231,0.427,0.742;13.768,9.765,0.238;0.767,13.582,1.285;10.439,14.913,0.265;4.402,14.373,0.931;9.668,3.463,0.402;12.132,6.489,0.448;7.933,7.906,1.840;15.745,3.410,1.364;9.281,19.715,0.466;16.619,7.817,0.388;14.001,7.380,0.238;15.406,1.594,1.391;11.090,1.385,0.663;14.280,9.186,0.263;14.393,19.889,0.210;16.071,13.305,1.047;12.786,15.843,0.676;1.199,14.907,0.232;16.825,9.882,0.477;9.641,19.036,0.295;5.770,3.640,1.793;4.432,14.924,0.682;13.694,0.626,1.179;15.496,2.804,1.323;5.878,13.645,0.714;12.001,13.958,1.776;4.170,2.039,0.463;13.477,17.132,0.724;8.186,14.244,0.967;5.633,14.166,1.318;19.051,10.970,1.223;10.252,3.043,0.737;6.537,8.023,0.987;17.955,13.022,2.076;18.115,11.063,1.659"
0,drone_5,18.7787,6.8709,17.0000,17.0000,"18.946,19.426,0.472;13.326,2.141,0.440;8.635,5.945,0.219;0.779,12.069,1.202;11.472,12.197,1.659;14.006,19.108,0.333;11.773,18.942,0.677;9.436,16.432,0.328;16.180,8.692,0.799;8.843,15.961,0.440;9.011,7.404,0.971;7.753,2.434,1.348;3.920,3.487,1.368;13.024,12.510,2.302;8.033,16.973,0.307;15.431,13.047,0.275;8.169,16.312,1.942;14.323,2.435,0.235;1.884,9.283,0.235;2.835,9.840,0.319;15.507,4.779,0.298;14.743,6.102,0.735;9.948,4.012,0.418;17.778,1.101,0.295;15.827,12.092,0.207;12.503,6.110,0.215;5.826,3.860,0.645;5.954,1.993,1.147;8.392,0.860,0.891;0.637,11.162,1.185;9.098,7.034,0.878;16.497,10.060,0.661;18.751,10.349,0.499;17.837,2.005,0.471;16.718,1.405,0.233;18.231,0.427,0.742;13.768,9.765,0.238;0.767,13.582,1.285;10.439,14.913,0.265;4.402,14.373,0.931;9.668,3.463,0.402;12.132,6.489,0.448;7.933,7.906,1.840;15.745,3.410,1.364;9.281,19.715,0.466;16.619,7.817,0.388;14.001,7.380,0.238;15.406,1.594,1.391;11.090,1.385,0.663;14.280,9.186,0.263;14.393,19.889,0.210;16.071,13.305,1.047;12.786,15.843,0.676;1.199,14.907,0.232;16.825,9.882,0.477;9.641,19.036,0.295;5.770,3.640,1.793;4.432,14.924,0.682;13.694,0.626,1.179;15.496,2.804,1.323;5.878,13.645,0.714;12.001,13.958,1.776;4.170,2.039,0.463;13.477,17.132,0.724;8.186,14.244,0.967;5.633,14.166,1.318;19.051,10.970,1.223;10.252,3.043,0.737;6.537,8.023,0.987;17.955,13.022,2.076;18.115,11.063,1.659"
0,drone_6,3.4309,17.3776,17.0000,17.0000,"18.946,19.426,0.472;13.326,2.141,0.440;8.635,5.945,0.219;0.779,12.069,1.202;11.472,12.197,1.659;14.006,19.108,0.333;11.773,18.942,0.677;9.436,16.432,0.328;16.180,8.692,0.799;8.843,15.961,0.440;9.011,7.404,0.971;7.753,2.434,1.348;3.920,3.487,1.368;13.024,12.510,2.302;8.033,16.973,0.307;15.431,13.047,0.275;8.169,16.312,1.942;14.323,2.435,0.235;1.884,9.283,0.235;2.835,9.840,0.319;15.507,4.779,0.298;14.743,6.102,0.735;9.948,4.012,0.418;17.778,1.101,0.295;15.827,12.092,0.207;12.503,6.110,0.215;5.826,3.860,0.645;5.954,1.993,1.147;8.392,0.860,0.891;0.637,11.162,1.185;9.098,7.034,0.878;16.497,10.060,0.661;18.751,10.349,0.499;17.837,2.005,0.471;16.718,1.405,0.233;18.231,0.427,0.742;13.768,9.765,0.238;0.767,13.582,1.285;10.439,14.913,0.265;4.402,14.373,0.931;9.668,3.463,0.402;12.132,6.489,0.448;7.933,7.906,1.840;15.745,3.410,1.364;9.281,19.715,0.466;16.619,7.817,0.388;14.001,7.380,0.238;15.406,1.594,1.391;11.090,1.385,0.663;14.280,9.186,0.263;14.393,19.889,0.210;16.071,13.305,1.047;12.786,15.843,0.676;1.199,14.907,0.232;16.825,9.882,0.477;9.641,19.036,0.295;5.770,3.640,1.793;4.432,14.924,0.682;13.694,0.626,1.179;15.496,2.804,1.323;5.878,13.645,0.714;12.001,13.958,1.776;4.170,2.039,0.463;13.477,17.132,0.724;8.186,14.244,0.967;5.633,14.166,1.318;19.051,10.970,1.223;10.252,3.043,0.737;6.537,8.023,0.987;17.955,13.022,2.076;18.115,11.063,1.659"
0,drone_7,4.2898,11.2318,17.0000,17.0000,"18.946,19.426,0.472;13.326,2.141,0.440;8.635,5.945,0.219;0.779,12.069,1.202;11.472,12.197,1.659;14.006,19.108,0.333;11.773,18.942,0.677;9.436,16.432,0.328;16.180,8.692,0.799;8.843,15.961,0.440;9.011,7.404,0.971;7.753,2.434,1.348;3.920,3.487,1.368;13.024,12.510,2.302;8.033,16.973,0.307;15.431,13.047,0.275;8.169,16.312,1.942;14.323,2.435,0.235;1.884,9.283,0.235;2.835,9.840,0.319;15.507,4.779,0.298;14.743,6.102,0.735;9.948,4.012,0.418;17.778,1.101,0.295;15.827,12.092,0.207;12.503,6.110,0.215;5.826,3.860,0.645;5.954,1.993,1.147;8.392,0.860,0.891;0.637,11.162,1.185;9.098,7.034,0.878;16.497,10.060,0.661;18.751,10.349,0.499;17.837,2.005,0.471;16.718,1.405,0.233;18.231,0.427,0.742;13.768,9.765,0.238;0.767,13.582,1.285;10.439,14.913,0.265;4.402,14.373,0.931;9.668,3.463,0.402;12.132,6.489,0.448;7.933,7.906,1.840;15.745,3.410,1.364;9.281,19.715,0.466;16.619,7.817,0.388;14.001,7.380,0.238;15.406,1.594,1.391;11.090,1.385,0.663;14.280,9.186,0.263;14.393,19.889,0.210;16.071,13.305,1.047;12.786,15.843,0.676;1.199,14.907,0.232;16.825,9.882,0.477;9.641,19.036,0.295;5.770,3.640,1.793;4.432,14.924,0.682;13.694,0.626,1.179;15.496,2.804,1.323;5.878,13.645,0.714;12.001,13.958,1.776;4.170,2.039,0.463;13.477,17.132,0.724;8.186,14.244,0.967;5.633,14.166,1.318;19.051,10.970,1.223;10.252,3.043,0.737;6.537,8.023,0.987;17.955,13.022,2.076;18.115,11.063,1.659"
0,drone_8,3.4576,6.8348,17.0000,17.0000,"18.946,19.426,0.472;13.326,2.141,0.440;8.635,5.945,0.219;0.779,12.069,1.202;11.472,12.197,1.659;14.006,19.108,0.333;11.773,18.942,0.677;9.436,16.432,0.328;16.180,8.692,0.799;8.843,15.961,0.440;9.011,7.404,0.971;7.753,2.434,1.348;3.920,3.487,1.368;13.024,12.510,2.302;8.033,16.973,0.307;15.431,13.047,0.275;8.169,16.312,1.942;14.323,2.435,0.235;1.884,9.283,0.235;2.835,9.840,0.319;15.507,4.779,0.298;14.743,6.102,0.735;9.948,4.012,0.418;17.778,1.101,0.295;15.827,12.092,0.207;12.503,6.110,0.215;5.826,3.860,0.645;5.954,1.993,1.147;8.392,0.860,0.891;0.637,11.162,1.185;9.098,7.034,0.878;16.497,10.060,0.661;18.751,10.349,0.499;17.837,2.005,0.471;16.718,1.405,0.233;18.231,0.427,0.742;13.768,9.765,0.238;0.767,13.582,1.285;10.439,14.913,0.265;4.402,14.373,0.931;9.668,3.463,0.402;12.132,6.489,0.448;7.933,7.906,1.840;15.745,3.410,1.364;9.281,19.715,0.466;16.619,7.817,0.388;14.001,7.380,0.238;15.406,1.594,1.391;11.090,1.385,0.663;14.280,9.186,0.263;14.393,19.889,0.210;16.071,13.305,1.047;12.786,15.843,0.676;1.199,14.907,0.232;16.825,9.882,0.477;9.641,19.036,0.295;5.770,3.640,1.793;4.432,14.924,0.682;13.694,0.626,1.179;15.496,2.804,1.323;5.878,13.645,0.714;12.001,13.958,1.776;4.170,2.039,0.463;13.477,17.132,0.724;8.186,14.244,0.967;5.633,14.166,1.318;19.051,10.970,1.223;10.252,3.043,0.737;6.537,8.023,0.987;17.955,13.022,2.076;18.115,11.063,1.659"
0,drone_9,11.8532,8.6380,17.0000,17.0000,"18.946,19.426,0.472;13.326,2.141,0.440;8.635,5.945,0.219;0.779,12.069,1.202;11.472,12.197,1.659;14.006,19.108,0.333;11.773,18.942,0.677;9.436,16.432,0.328;16.180,8.692,0.799;8.843,15.961,0.440;9.011,7.404,0.971;7.753,2.434,1.348;3.920,3.487,1.368;13.024,12.510,2.302;8.033,16.973,0.307;15.431,13.047,0.275;8.169,16.312,1.942;14.323,2.435,0.235;1.884,9.283,0.235;2.835,9.840,0.319;15.507,4.779,0.298;14.743,6.102,0.735;9.948,4.012,0.418;17.778,1.101,0.295;15.827,12.092,0.207;12.503,6.110,0.215;5.826,3.860,0.645;5.954,1.993,1.147;8.392,0.860,0.891;0.637,11.162,1.185;9.098,7.034,0.878;16.497,10.060,0.661;18.751,10.349,0.499;17.837,2.005,0.471;16.718,1.405,0.233;18.231,0.427,0.742;13.768,9.765,0.238;0.767,13.582,1.285;10.439,14.913,0.265;4.402,14.373,0.931;9.668,3.463,0.402;12.132,6.489,0.448;7.933,7.906,1.840;15.745,3.410,1.364;9.281,19.715,0.466;16.619,7.817,0.388;14.001,7.380,0.238;15.406,1.594,1.391;11.090,1.385,0.663;14.280,9.186,0.263;14.393,19.889,0.210;16.071,13.305,1.047;12.786,15.843,0.676;1.199,14.907,0.232;16.825,9.882,0.477;9.641,19.036,0.295;5.770,3.640,1.793;4.432,14.924,0.682;13.694,0.626,1.179;15.496,2.804,1.323;5.878,13.645,0.714;12.001,13.958,1.776;4.170,2.039,0.463;13.477,17.132,0.724;8.186,14.244,0.967;5.633,14.166,1.318;19.051,10.970,1.223;10.252,3.043,0.737;6.537,8.023,0.987;17.955,13.022,2.076;18.115,11.063,1.659"
