Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,16.834,7.840,2.963,13.854,"16.647648413510424,18.233216321647784,1.1271700934651032;3.5824870928535555,7.88651343788052,1.9831674486830644;7.761768156779177,5.2691101272911816,2.207419868202086;7.477287707737523,2.3597482823601172,1.3225341405111803;14.780641980452552,2.611067058306358,1.7023297125291972;10.351662416643993,5.567658259911385,0.3117218404926081;16.77266951337541,15.177589797521126,2.1813924462072096;5.866212842407737,17.006432460267614,0.22416781634102803;13.119278884686423,2.739406734536079,1.0489552299466924;18.531231082597444,13.987443823726835,1.3995302736889406;15.147776039596923,7.979158563914259,1.2976353658440845;4.254572255355104,1.7583774824516782,1.000366218401105;11.684956277559577,17.212644657332138,0.49693486389860336"
0,drone_1,18.761,18.463,2.963,13.854,"16.647648413510424,18.233216321647784,1.1271700934651032;3.5824870928535555,7.88651343788052,1.9831674486830644;7.761768156779177,5.2691101272911816,2.207419868202086;7.477287707737523,2.3597482823601172,1.3225341405111803;14.780641980452552,2.611067058306358,1.7023297125291972;10.351662416643993,5.567658259911385,0.3117218404926081;16.77266951337541,15.177589797521126,2.1813924462072096;5.866212842407737,17.006432460267614,0.22416781634102803;13.119278884686423,2.739406734536079,1.0489552299466924;18.531231082597444,13.987443823726835,1.3995302736889406;15.147776039596923,7.979158563914259,1.2976353658440845;4.254572255355104,1.7583774824516782,1.000366218401105;11.684956277559577,17.212644657332138,0.49693486389860336"
0,drone_2,9.109,11.388,2.963,13.854,"16.647648413510424,18.233216321647784,1.1271700934651032;3.5824870928535555,7.88651343788052,1.9831674486830644;7.761768156779177,5.2691101272911816,2.207419868202086;7.477287707737523,2.3597482823601172,1.3225341405111803;14.780641980452552,2.611067058306358,1.7023297125291972;10.351662416643993,5.567658259911385,0.3117218404926081;16.77266951337541,15.177589797521126,2.1813924462072096;5.866212842407737,17.006432460267614,0.22416781634102803;13.119278884686423,2.739406734536079,1.0489552299466924;18.531231082597444,13.987443823726835,1.3995302736889406;15.147776039596923,7.979158563914259,1.2976353658440845;4.254572255355104,1.7583774824516782,1.000366218401105;11.684956277559577,17.212644657332138,0.49693486389860336"
0,drone_3,18.556,10.498,2.963,13.854,"16.647648413510424,18.233216321647784,1.1271700934651032;3.5824870928535555,7.88651343788052,1.9831674486830644;7.761768156779177,5.2691101272911816,2.207419868202086;7.477287707737523,2.3597482823601172,1.3225341405111803;14.780641980452552,2.611067058306358,1.7023297125291972;10.351662416643993,5.567658259911385,0.3117218404926081;16.77266951337541,15.177589797521126,2.1813924462072096;5.866212842407737,17.006432460267614,0.22416781634102803;13.119278884686423,2.739406734536079,1.0489552299466924;18.531231082597444,13.987443823726835,1.3995302736889406;15.147776039596923,7.979158563914259,1.2976353658440845;4.254572255355104,1.7583774824516782,1.000366218401105;11.684956277559577,17.212644657332138,0.49693486389860336"
0,drone_4,6.889,9.844,2.963,13.854,"16.647648413510424,18.233216321647784,1.1271700934651032;3.5824870928535555,7.88651343788052,1.9831674486830644;7.761768156779177,5.2691101272911816,2.207419868202086;7.477287707737523,2.3597482823601172,1.3225341405111803;14.780641980452552,2.611067058306358,1.7023297125291972;10.351662416643993,5.567658259911385,0.3117218404926081;16.77266951337541,15.177589797521126,2.1813924462072096;5.866212842407737,17.006432460267614,0.22416781634102803;13.119278884686423,2.739406734536079,1.0489552299466924;18.531231082597444,13.987443823726835,1.3995302736889406;15.147776039596923,7.979158563914259,1.2976353658440845;4.254572255355104,1.7583774824516782,1.000366218401105;11.684956277559577,17.212644657332138,0.49693486389860336"
0,drone_5,18.765,11.583,2.963,13.854,"16.647648413510424,18.233216321647784,1.1271700934651032;3.5824870928535555,7.88651343788052,1.9831674486830644;7.761768156779177,5.2691101272911816,2.207419868202086;7.477287707737523,2.3597482823601172,1.3225341405111803;14.780641980452552,2.611067058306358,1.7023297125291972;10.351662416643993,5.567658259911385,0.3117218404926081;16.77266951337541,15.177589797521126,2.1813924462072096;5.866212842407737,17.006432460267614,0.22416781634102803;13.119278884686423,2.739406734536079,1.0489552299466924;18.531231082597444,13.987443823726835,1.3995302736889406;15.147776039596923,7.979158563914259,1.2976353658440845;4.254572255355104,1.7583774824516782,1.000366218401105;11.684956277559577,17.212644657332138,0.49693486389860336"
0,drone_6,16.534,12.321,2.963,13.854,"16.647648413510424,18.233216321647784,1.1271700934651032;3.5824870928535555,7.88651343788052,1.9831674486830644;7.761768156779177,5.2691101272911816,2.207419868202086;7.477287707737523,2.3597482823601172,1.3225341405111803;14.780641980452552,2.611067058306358,1.7023297125291972;10.351662416643993,5.567658259911385,0.3117218404926081;16.77266951337541,15.177589797521126,2.1813924462072096;5.866212842407737,17.006432460267614,0.22416781634102803;13.119278884686423,2.739406734536079,1.0489552299466924;18.531231082597444,13.987443823726835,1.3995302736889406;15.147776039596923,7.979158563914259,1.2976353658440845;4.254572255355104,1.7583774824516782,1.000366218401105;11.684956277559577,17.212644657332138,0.49693486389860336"
0,drone_7,11.086,9.943,2.963,13.854,"16.647648413510424,18.233216321647784,1.1271700934651032;3.5824870928535555,7.88651343788052,1.9831674486830644;7.761768156779177,5.2691101272911816,2.207419868202086;7.477287707737523,2.3597482823601172,1.3225341405111803;14.780641980452552,2.611067058306358,1.7023297125291972;10.351662416643993,5.567658259911385,0.3117218404926081;16.77266951337541,15.177589797521126,2.1813924462072096;5.866212842407737,17.006432460267614,0.22416781634102803;13.119278884686423,2.739406734536079,1.0489552299466924;18.531231082597444,13.987443823726835,1.3995302736889406;15.147776039596923,7.979158563914259,1.2976353658440845;4.254572255355104,1.7583774824516782,1.000366218401105;11.684956277559577,17.212644657332138,0.49693486389860336"
0,drone_8,4.888,15.550,2.963,13.854,"16.647648413510424,18.233216321647784,1.1271700934651032;3.5824870928535555,7.88651343788052,1.9831674486830644;7.761768156779177,5.2691101272911816,2.207419868202086;7.477287707737523,2.3597482823601172,1.3225341405111803;14.780641980452552,2.611067058306358,1.7023297125291972;10.351662416643993,5.567658259911385,0.3117218404926081;16.77266951337541,15.177589797521126,2.1813924462072096;5.866212842407737,17.006432460267614,0.22416781634102803;13.119278884686423,2.739406734536079,1.0489552299466924;18.531231082597444,13.987443823726835,1.3995302736889406;15.147776039596923,7.979158563914259,1.2976353658440845;4.254572255355104,1.7583774824516782,1.000366218401105;11.684956277559577,17.212644657332138,0.49693486389860336"
0,drone_9,13.553,18.525,2.963,13.854,"16.647648413510424,18.233216321647784,1.1271700934651032;3.5824870928535555,7.88651343788052,1.9831674486830644;7.761768156779177,5.2691101272911816,2.207419868202086;7.477287707737523,2.3597482823601172,1.3225341405111803;14.780641980452552,2.611067058306358,1.7023297125291972;10.351662416643993,5.567658259911385,0.3117218404926081;16.77266951337541,15.177589797521126,2.1813924462072096;5.866212842407737,17.006432460267614,0.22416781634102803;13.119278884686423,2.739406734536079,1.0489552299466924;18.531231082597444,13.987443823726835,1.3995302736889406;15.147776039596923,7.979158563914259,1.2976353658440845;4.254572255355104,1.7583774824516782,1.000366218401105;11.684956277559577,17.212644657332138,0.49693486389860336"
