Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,10.745,16.189,12.873,14.935,"14.055710724253341,7.9132488143126025,2.394829693425714;5.759989636173049,4.696262748693589,0.4982691601393044;14.322601377190713,7.2090248190873485,1.3499493061008327;18.332740275370078,9.030261546190879,0.821606737306647;16.098793873468754,9.033322170139042,2.4778603400183963;13.059048994372954,5.781526155297571,2.3398570169290647;1.0586460699406524,2.2806080930411134,0.4681551560825796;14.651927833941562,18.732165794889518,0.8026792956088689;13.384144579812062,5.67413342919521,2.2632991478152347"
0,drone_1,8.256,5.532,12.873,14.935,"14.055710724253341,7.9132488143126025,2.394829693425714;5.759989636173049,4.696262748693589,0.4982691601393044;14.322601377190713,7.2090248190873485,1.3499493061008327;18.332740275370078,9.030261546190879,0.821606737306647;16.098793873468754,9.033322170139042,2.4778603400183963;13.059048994372954,5.781526155297571,2.3398570169290647;1.0586460699406524,2.2806080930411134,0.4681551560825796;14.651927833941562,18.732165794889518,0.8026792956088689;13.384144579812062,5.67413342919521,2.2632991478152347"
0,drone_2,7.867,10.928,12.873,14.935,"14.055710724253341,7.9132488143126025,2.394829693425714;5.759989636173049,4.696262748693589,0.4982691601393044;14.322601377190713,7.2090248190873485,1.3499493061008327;18.332740275370078,9.030261546190879,0.821606737306647;16.098793873468754,9.033322170139042,2.4778603400183963;13.059048994372954,5.781526155297571,2.3398570169290647;1.0586460699406524,2.2806080930411134,0.4681551560825796;14.651927833941562,18.732165794889518,0.8026792956088689;13.384144579812062,5.67413342919521,2.2632991478152347"
0,drone_3,1.337,12.105,12.873,14.935,"14.055710724253341,7.9132488143126025,2.394829693425714;5.759989636173049,4.696262748693589,0.4982691601393044;14.322601377190713,7.2090248190873485,1.3499493061008327;18.332740275370078,9.030261546190879,0.821606737306647;16.098793873468754,9.033322170139042,2.4778603400183963;13.059048994372954,5.781526155297571,2.3398570169290647;1.0586460699406524,2.2806080930411134,0.4681551560825796;14.651927833941562,18.732165794889518,0.8026792956088689;13.384144579812062,5.67413342919521,2.2632991478152347"
0,drone_4,5.790,9.506,12.873,14.935,"14.055710724253341,7.9132488143126025,2.394829693425714;5.759989636173049,4.696262748693589,0.4982691601393044;14.322601377190713,7.2090248190873485,1.3499493061008327;18.332740275370078,9.030261546190879,0.821606737306647;16.098793873468754,9.033322170139042,2.4778603400183963;13.059048994372954,5.781526155297571,2.3398570169290647;1.0586460699406524,2.2806080930411134,0.4681551560825796;14.651927833941562,18.732165794889518,0.8026792956088689;13.384144579812062,5.67413342919521,2.2632991478152347"
0,drone_5,1.918,3.181,12.873,14.935,"14.055710724253341,7.9132488143126025,2.394829693425714;5.759989636173049,4.696262748693589,0.4982691601393044;14.322601377190713,7.2090248190873485,1.3499493061008327;18.332740275370078,9.030261546190879,0.821606737306647;16.098793873468754,9.033322170139042,2.4778603400183963;13.059048994372954,5.781526155297571,2.3398570169290647;1.0586460699406524,2.2806080930411134,0.4681551560825796;14.651927833941562,18.732165794889518,0.8026792956088689;13.384144579812062,5.67413342919521,2.2632991478152347"
0,drone_6,3.104,3.788,12.873,14.935,"14.055710724253341,7.9132488143126025,2.394829693425714;5.759989636173049,4.696262748693589,0.4982691601393044;14.322601377190713,7.2090248190873485,1.3499493061008327;18.332740275370078,9.030261546190879,0.821606737306647;16.098793873468754,9.033322170139042,2.4778603400183963;13.059048994372954,5.781526155297571,2.3398570169290647;1.0586460699406524,2.2806080930411134,0.4681551560825796;14.651927833941562,18.732165794889518,0.8026792956088689;13.384144579812062,5.67413342919521,2.2632991478152347"
0,drone_7,8.415,10.367,12.873,14.935,"14.055710724253341,7.9132488143126025,2.394829693425714;5.759989636173049,4.696262748693589,0.4982691601393044;14.322601377190713,7.2090248190873485,1.3499493061008327;18.332740275370078,9.030261546190879,0.821606737306647;16.098793873468754,9.033322170139042,2.4778603400183963;13.059048994372954,5.781526155297571,2.3398570169290647;1.0586460699406524,2.2806080930411134,0.4681551560825796;14.651927833941562,18.732165794889518,0.8026792956088689;13.384144579812062,5.67413342919521,2.2632991478152347"
0,drone_8,8.807,3.963,12.873,14.935,"14.055710724253341,7.9132488143126025,2.394829693425714;5.759989636173049,4.696262748693589,0.4982691601393044;14.322601377190713,7.2090248190873485,1.3499493061008327;18.332740275370078,9.030261546190879,0.821606737306647;16.098793873468754,9.033322170139042,2.4778603400183963;13.059048994372954,5.781526155297571,2.3398570169290647;1.0586460699406524,2.2806080930411134,0.4681551560825796;14.651927833941562,18.732165794889518,0.8026792956088689;13.384144579812062,5.67413342919521,2.2632991478152347"
0,drone_9,10.602,18.872,12.873,14.935,"14.055710724253341,7.9132488143126025,2.394829693425714;5.759989636173049,4.696262748693589,0.4982691601393044;14.322601377190713,7.2090248190873485,1.3499493061008327;18.332740275370078,9.030261546190879,0.821606737306647;16.098793873468754,9.033322170139042,2.4778603400183963;13.059048994372954,5.781526155297571,2.3398570169290647;1.0586460699406524,2.2806080930411134,0.4681551560825796;14.651927833941562,18.732165794889518,0.8026792956088689;13.384144579812062,5.67413342919521,2.2632991478152347"
