Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,13.926,15.503,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
0,drone_1,11.360,7.222,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
0,drone_2,12.559,10.096,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
0,drone_3,16.461,17.064,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
0,drone_4,8.981,17.558,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
0,drone_5,12.656,18.381,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
0,drone_6,17.423,9.636,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
0,drone_7,17.045,2.847,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
0,drone_8,16.318,13.434,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
0,drone_9,9.789,16.596,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
