Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,1.563,17.346,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
0,drone_1,18.581,14.095,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
0,drone_2,8.583,16.997,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
0,drone_3,13.240,15.478,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
0,drone_4,18.679,10.810,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
0,drone_5,12.568,2.065,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
0,drone_6,10.256,14.724,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
0,drone_7,18.108,16.923,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
0,drone_8,11.764,18.639,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
0,drone_9,14.604,1.674,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
1,drone_0,1.663,17.246,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
1,drone_1,18.481,13.995,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
1,drone_2,8.483,16.897,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
1,drone_3,13.140,15.378,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
1,drone_4,18.579,10.710,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
1,drone_5,12.468,2.165,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
1,drone_6,10.156,14.624,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
1,drone_7,18.008,16.823,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
1,drone_8,11.664,18.539,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
1,drone_9,14.504,1.774,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
2,drone_0,1.804,17.105,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
2,drone_1,18.340,13.853,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
2,drone_2,8.342,16.756,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
2,drone_3,12.999,15.237,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
2,drone_4,18.438,10.569,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
2,drone_5,12.327,2.306,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
2,drone_6,10.015,14.483,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
2,drone_7,17.867,16.682,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
2,drone_8,11.523,18.397,3.089,9.182,"15.040188640866653,8.46954774007503,2.4100251902813223;19.205418555378735,17.314179197050247,0.39252241892224793;7.068587893338614,3.30482125657099,2.3476819809925233;12.980062603162457,10.089915710715765,0.7190578455703259;17.017764382226567,0.5276457097793077,0.4433613350621417;17.010527324361405,4.109596278081067,0.3056194894687021;14.309600177659217,16.199752966810664,0.726816991638815;12.934244035801946,9.912542411568118,0.9722877960960351;12.379704583290144,4.9455418663406165,1.6976080278948351;8.77980768261763,18.796144358611063,0.7249240956405827;15.373856754999572,9.595261294905427,1.2774851306735497;12.82587202788676,9.562023051741363,0.36720984577653737;2.065754955593552,14.989609979893672,0.2692914783163276;7.8874990405736565,0.8054125975147586,0.28612447233681726;16.382195708642286,12.082553662090675,0.4078495050658306;6.2380504046815535,2.8473040914362997,2.32081738303483;5.538616672134201,1.2186659184020396,0.9840646774466386"
