Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,11.450,2.498,7.466,12.706,"4.158467566208186,3.4301942895554136,1.5414033442993391;17.856537574498937,11.72106132873095,1.0798594520452858;15.245797527625419,5.666068575186677,0.44764134264417466;13.853543677454136,7.538828044333937,2.1019457475618726;9.10614976396079,10.506006090931923,0.4117909410144698;14.963824079451978,7.937073977215825,1.2923457874698139;8.533230875578154,8.781674976265037,1.8998213910124502;3.4121431358114864,8.029062046264535,2.2614052336783956;12.978332087196295,13.888587190530426,1.6284037883096558;15.110374653499896,13.365757423627485,1.7293367480304775;8.047912715451229,16.12080751810865,0.26092177525527926;13.67074056612051,17.175440625037496,1.1636902178956108"
0,drone_1,10.338,3.842,7.466,12.706,"4.158467566208186,3.4301942895554136,1.5414033442993391;17.856537574498937,11.72106132873095,1.0798594520452858;15.245797527625419,5.666068575186677,0.44764134264417466;13.853543677454136,7.538828044333937,2.1019457475618726;9.10614976396079,10.506006090931923,0.4117909410144698;14.963824079451978,7.937073977215825,1.2923457874698139;8.533230875578154,8.781674976265037,1.8998213910124502;3.4121431358114864,8.029062046264535,2.2614052336783956;12.978332087196295,13.888587190530426,1.6284037883096558;15.110374653499896,13.365757423627485,1.7293367480304775;8.047912715451229,16.12080751810865,0.26092177525527926;13.67074056612051,17.175440625037496,1.1636902178956108"
0,drone_2,10.436,2.958,7.466,12.706,"4.158467566208186,3.4301942895554136,1.5414033442993391;17.856537574498937,11.72106132873095,1.0798594520452858;15.245797527625419,5.666068575186677,0.44764134264417466;13.853543677454136,7.538828044333937,2.1019457475618726;9.10614976396079,10.506006090931923,0.4117909410144698;14.963824079451978,7.937073977215825,1.2923457874698139;8.533230875578154,8.781674976265037,1.8998213910124502;3.4121431358114864,8.029062046264535,2.2614052336783956;12.978332087196295,13.888587190530426,1.6284037883096558;15.110374653499896,13.365757423627485,1.7293367480304775;8.047912715451229,16.12080751810865,0.26092177525527926;13.67074056612051,17.175440625037496,1.1636902178956108"
0,drone_3,9.781,2.372,7.466,12.706,"4.158467566208186,3.4301942895554136,1.5414033442993391;17.856537574498937,11.72106132873095,1.0798594520452858;15.245797527625419,5.666068575186677,0.44764134264417466;13.853543677454136,7.538828044333937,2.1019457475618726;9.10614976396079,10.506006090931923,0.4117909410144698;14.963824079451978,7.937073977215825,1.2923457874698139;8.533230875578154,8.781674976265037,1.8998213910124502;3.4121431358114864,8.029062046264535,2.2614052336783956;12.978332087196295,13.888587190530426,1.6284037883096558;15.110374653499896,13.365757423627485,1.7293367480304775;8.047912715451229,16.12080751810865,0.26092177525527926;13.67074056612051,17.175440625037496,1.1636902178956108"
0,drone_4,9.027,3.293,7.466,12.706,"4.158467566208186,3.4301942895554136,1.5414033442993391;17.856537574498937,11.72106132873095,1.0798594520452858;15.245797527625419,5.666068575186677,0.44764134264417466;13.853543677454136,7.538828044333937,2.1019457475618726;9.10614976396079,10.506006090931923,0.4117909410144698;14.963824079451978,7.937073977215825,1.2923457874698139;8.533230875578154,8.781674976265037,1.8998213910124502;3.4121431358114864,8.029062046264535,2.2614052336783956;12.978332087196295,13.888587190530426,1.6284037883096558;15.110374653499896,13.365757423627485,1.7293367480304775;8.047912715451229,16.12080751810865,0.26092177525527926;13.67074056612051,17.175440625037496,1.1636902178956108"
0,drone_5,9.398,4.144,7.466,12.706,"4.158467566208186,3.4301942895554136,1.5414033442993391;17.856537574498937,11.72106132873095,1.0798594520452858;15.245797527625419,5.666068575186677,0.44764134264417466;13.853543677454136,7.538828044333937,2.1019457475618726;9.10614976396079,10.506006090931923,0.4117909410144698;14.963824079451978,7.937073977215825,1.2923457874698139;8.533230875578154,8.781674976265037,1.8998213910124502;3.4121431358114864,8.029062046264535,2.2614052336783956;12.978332087196295,13.888587190530426,1.6284037883096558;15.110374653499896,13.365757423627485,1.7293367480304775;8.047912715451229,16.12080751810865,0.26092177525527926;13.67074056612051,17.175440625037496,1.1636902178956108"
0,drone_6,9.756,4.765,7.466,12.706,"4.158467566208186,3.4301942895554136,1.5414033442993391;17.856537574498937,11.72106132873095,1.0798594520452858;15.245797527625419,5.666068575186677,0.44764134264417466;13.853543677454136,7.538828044333937,2.1019457475618726;9.10614976396079,10.506006090931923,0.4117909410144698;14.963824079451978,7.937073977215825,1.2923457874698139;8.533230875578154,8.781674976265037,1.8998213910124502;3.4121431358114864,8.029062046264535,2.2614052336783956;12.978332087196295,13.888587190530426,1.6284037883096558;15.110374653499896,13.365757423627485,1.7293367480304775;8.047912715451229,16.12080751810865,0.26092177525527926;13.67074056612051,17.175440625037496,1.1636902178956108"
0,drone_7,11.221,4.775,7.466,12.706,"4.158467566208186,3.4301942895554136,1.5414033442993391;17.856537574498937,11.72106132873095,1.0798594520452858;15.245797527625419,5.666068575186677,0.44764134264417466;13.853543677454136,7.538828044333937,2.1019457475618726;9.10614976396079,10.506006090931923,0.4117909410144698;14.963824079451978,7.937073977215825,1.2923457874698139;8.533230875578154,8.781674976265037,1.8998213910124502;3.4121431358114864,8.029062046264535,2.2614052336783956;12.978332087196295,13.888587190530426,1.6284037883096558;15.110374653499896,13.365757423627485,1.7293367480304775;8.047912715451229,16.12080751810865,0.26092177525527926;13.67074056612051,17.175440625037496,1.1636902178956108"
0,drone_8,8.749,4.769,7.466,12.706,"4.158467566208186,3.4301942895554136,1.5414033442993391;17.856537574498937,11.72106132873095,1.0798594520452858;15.245797527625419,5.666068575186677,0.44764134264417466;13.853543677454136,7.538828044333937,2.1019457475618726;9.10614976396079,10.506006090931923,0.4117909410144698;14.963824079451978,7.937073977215825,1.2923457874698139;8.533230875578154,8.781674976265037,1.8998213910124502;3.4121431358114864,8.029062046264535,2.2614052336783956;12.978332087196295,13.888587190530426,1.6284037883096558;15.110374653499896,13.365757423627485,1.7293367480304775;8.047912715451229,16.12080751810865,0.26092177525527926;13.67074056612051,17.175440625037496,1.1636902178956108"
0,drone_9,10.596,4.750,7.466,12.706,"4.158467566208186,3.4301942895554136,1.5414033442993391;17.856537574498937,11.72106132873095,1.0798594520452858;15.245797527625419,5.666068575186677,0.44764134264417466;13.853543677454136,7.538828044333937,2.1019457475618726;9.10614976396079,10.506006090931923,0.4117909410144698;14.963824079451978,7.937073977215825,1.2923457874698139;8.533230875578154,8.781674976265037,1.8998213910124502;3.4121431358114864,8.029062046264535,2.2614052336783956;12.978332087196295,13.888587190530426,1.6284037883096558;15.110374653499896,13.365757423627485,1.7293367480304775;8.047912715451229,16.12080751810865,0.26092177525527926;13.67074056612051,17.175440625037496,1.1636902178956108"
1,drone_0,11.350,2.598,7.466,12.706,"4.158467566208186,3.4301942895554136,1.5414033442993391;17.856537574498937,11.72106132873095,1.0798594520452858;15.245797527625419,5.666068575186677,0.44764134264417466;13.853543677454136,7.538828044333937,2.1019457475618726;9.10614976396079,10.506006090931923,0.4117909410144698;14.963824079451978,7.937073977215825,1.2923457874698139;8.533230875578154,8.781674976265037,1.8998213910124502;3.4121431358114864,8.029062046264535,2.2614052336783956;12.978332087196295,13.888587190530426,1.6284037883096558;15.110374653499896,13.365757423627485,1.7293367480304775;8.047912715451229,16.12080751810865,0.26092177525527926;13.67074056612051,17.175440625037496,1.1636902178956108"
