Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,10.2602,11.5489,10.1727,11.3697,"2.435,6.795,2.314;6.810,7.865,0.452;18.089,2.684,0.499;15.019,10.223,0.419;7.227,13.011,0.894;6.144,7.310,0.344;5.868,18.116,0.311;2.928,2.485,0.890;0.701,3.109,0.277;11.165,14.236,1.030;17.782,18.700,1.391;19.429,9.276,0.248;16.576,0.390,0.488;8.818,5.658,0.409;4.623,13.532,2.120;14.781,8.638,0.460;8.993,0.466,0.702;17.445,10.250,0.328;11.901,1.972,0.383;2.653,2.045,0.808;6.538,9.293,1.151;2.153,13.025,1.930;1.346,0.622,0.733;2.419,17.421,0.968;0.436,0.910,0.388;13.605,15.124,0.414;6.847,16.401,0.406;7.620,13.272,1.028;1.528,2.305,0.697;8.733,14.249,0.427;6.477,4.792,0.210;9.288,4.366,0.493;8.527,17.376,0.384;18.809,18.906,0.779;13.525,8.506,0.433;14.404,1.330,0.495;8.427,7.940,0.725;5.118,15.655,0.914;5.938,13.278,0.989;17.421,11.817,1.229;15.262,19.046,1.072;17.772,7.504,0.463;6.735,10.798,1.343;2.124,1.396,0.253;2.865,15.430,0.988;8.062,6.105,0.386;19.305,12.990,0.237;6.798,17.200,0.781;5.010,7.145,1.620;3.498,4.846,0.290;9.867,18.694,0.456;16.977,16.226,0.376;15.894,14.384,0.923;8.780,3.547,0.948;10.496,0.344,0.665;9.904,0.924,1.345;2.780,4.847,0.988;4.854,3.756,1.846;18.001,10.720,0.365;5.650,7.477,0.910;19.269,4.505,0.270;9.656,16.003,0.333;12.943,17.146,1.617;13.944,19.077,0.462;16.325,1.980,0.820;19.199,15.554,0.214;14.270,9.348,0.862;1.671,10.144,1.792"
0,drone_1,15.4577,12.4011,10.1727,11.3697,"2.435,6.795,2.314;6.810,7.865,0.452;18.089,2.684,0.499;15.019,10.223,0.419;7.227,13.011,0.894;6.144,7.310,0.344;5.868,18.116,0.311;2.928,2.485,0.890;0.701,3.109,0.277;11.165,14.236,1.030;17.782,18.700,1.391;19.429,9.276,0.248;16.576,0.390,0.488;8.818,5.658,0.409;4.623,13.532,2.120;14.781,8.638,0.460;8.993,0.466,0.702;17.445,10.250,0.328;11.901,1.972,0.383;2.653,2.045,0.808;6.538,9.293,1.151;2.153,13.025,1.930;1.346,0.622,0.733;2.419,17.421,0.968;0.436,0.910,0.388;13.605,15.124,0.414;6.847,16.401,0.406;7.620,13.272,1.028;1.528,2.305,0.697;8.733,14.249,0.427;6.477,4.792,0.210;9.288,4.366,0.493;8.527,17.376,0.384;18.809,18.906,0.779;13.525,8.506,0.433;14.404,1.330,0.495;8.427,7.940,0.725;5.118,15.655,0.914;5.938,13.278,0.989;17.421,11.817,1.229;15.262,19.046,1.072;17.772,7.504,0.463;6.735,10.798,1.343;2.124,1.396,0.253;2.865,15.430,0.988;8.062,6.105,0.386;19.305,12.990,0.237;6.798,17.200,0.781;5.010,7.145,1.620;3.498,4.846,0.290;9.867,18.694,0.456;16.977,16.226,0.376;15.894,14.384,0.923;8.780,3.547,0.948;10.496,0.344,0.665;9.904,0.924,1.345;2.780,4.847,0.988;4.854,3.756,1.846;18.001,10.720,0.365;5.650,7.477,0.910;19.269,4.505,0.270;9.656,16.003,0.333;12.943,17.146,1.617;13.944,19.077,0.462;16.325,1.980,0.820;19.199,15.554,0.214;14.270,9.348,0.862;1.671,10.144,1.792"
0,drone_2,14.3596,15.4440,10.1727,11.3697,"2.435,6.795,2.314;6.810,7.865,0.452;18.089,2.684,0.499;15.019,10.223,0.419;7.227,13.011,0.894;6.144,7.310,0.344;5.868,18.116,0.311;2.928,2.485,0.890;0.701,3.109,0.277;11.165,14.236,1.030;17.782,18.700,1.391;19.429,9.276,0.248;16.576,0.390,0.488;8.818,5.658,0.409;4.623,13.532,2.120;14.781,8.638,0.460;8.993,0.466,0.702;17.445,10.250,0.328;11.901,1.972,0.383;2.653,2.045,0.808;6.538,9.293,1.151;2.153,13.025,1.930;1.346,0.622,0.733;2.419,17.421,0.968;0.436,0.910,0.388;13.605,15.124,0.414;6.847,16.401,0.406;7.620,13.272,1.028;1.528,2.305,0.697;8.733,14.249,0.427;6.477,4.792,0.210;9.288,4.366,0.493;8.527,17.376,0.384;18.809,18.906,0.779;13.525,8.506,0.433;14.404,1.330,0.495;8.427,7.940,0.725;5.118,15.655,0.914;5.938,13.278,0.989;17.421,11.817,1.229;15.262,19.046,1.072;17.772,7.504,0.463;6.735,10.798,1.343;2.124,1.396,0.253;2.865,15.430,0.988;8.062,6.105,0.386;19.305,12.990,0.237;6.798,17.200,0.781;5.010,7.145,1.620;3.498,4.846,0.290;9.867,18.694,0.456;16.977,16.226,0.376;15.894,14.384,0.923;8.780,3.547,0.948;10.496,0.344,0.665;9.904,0.924,1.345;2.780,4.847,0.988;4.854,3.756,1.846;18.001,10.720,0.365;5.650,7.477,0.910;19.269,4.505,0.270;9.656,16.003,0.333;12.943,17.146,1.617;13.944,19.077,0.462;16.325,1.980,0.820;19.199,15.554,0.214;14.270,9.348,0.862;1.671,10.144,1.792"
0,drone_3,15.4236,16.5010,10.1727,11.3697,"2.435,6.795,2.314;6.810,7.865,0.452;18.089,2.684,0.499;15.019,10.223,0.419;7.227,13.011,0.894;6.144,7.310,0.344;5.868,18.116,0.311;2.928,2.485,0.890;0.701,3.109,0.277;11.165,14.236,1.030;17.782,18.700,1.391;19.429,9.276,0.248;16.576,0.390,0.488;8.818,5.658,0.409;4.623,13.532,2.120;14.781,8.638,0.460;8.993,0.466,0.702;17.445,10.250,0.328;11.901,1.972,0.383;2.653,2.045,0.808;6.538,9.293,1.151;2.153,13.025,1.930;1.346,0.622,0.733;2.419,17.421,0.968;0.436,0.910,0.388;13.605,15.124,0.414;6.847,16.401,0.406;7.620,13.272,1.028;1.528,2.305,0.697;8.733,14.249,0.427;6.477,4.792,0.210;9.288,4.366,0.493;8.527,17.376,0.384;18.809,18.906,0.779;13.525,8.506,0.433;14.404,1.330,0.495;8.427,7.940,0.725;5.118,15.655,0.914;5.938,13.278,0.989;17.421,11.817,1.229;15.262,19.046,1.072;17.772,7.504,0.463;6.735,10.798,1.343;2.124,1.396,0.253;2.865,15.430,0.988;8.062,6.105,0.386;19.305,12.990,0.237;6.798,17.200,0.781;5.010,7.145,1.620;3.498,4.846,0.290;9.867,18.694,0.456;16.977,16.226,0.376;15.894,14.384,0.923;8.780,3.547,0.948;10.496,0.344,0.665;9.904,0.924,1.345;2.780,4.847,0.988;4.854,3.756,1.846;18.001,10.720,0.365;5.650,7.477,0.910;19.269,4.505,0.270;9.656,16.003,0.333;12.943,17.146,1.617;13.944,19.077,0.462;16.325,1.980,0.820;19.199,15.554,0.214;14.270,9.348,0.862;1.671,10.144,1.792"
0,drone_4,13.1733,13.8081,10.1727,11.3697,"2.435,6.795,2.314;6.810,7.865,0.452;18.089,2.684,0.499;15.019,10.223,0.419;7.227,13.011,0.894;6.144,7.310,0.344;5.868,18.116,0.311;2.928,2.485,0.890;0.701,3.109,0.277;11.165,14.236,1.030;17.782,18.700,1.391;19.429,9.276,0.248;16.576,0.390,0.488;8.818,5.658,0.409;4.623,13.532,2.120;14.781,8.638,0.460;8.993,0.466,0.702;17.445,10.250,0.328;11.901,1.972,0.383;2.653,2.045,0.808;6.538,9.293,1.151;2.153,13.025,1.930;1.346,0.622,0.733;2.419,17.421,0.968;0.436,0.910,0.388;13.605,15.124,0.414;6.847,16.401,0.406;7.620,13.272,1.028;1.528,2.305,0.697;8.733,14.249,0.427;6.477,4.792,0.210;9.288,4.366,0.493;8.527,17.376,0.384;18.809,18.906,0.779;13.525,8.506,0.433;14.404,1.330,0.495;8.427,7.940,0.725;5.118,15.655,0.914;5.938,13.278,0.989;17.421,11.817,1.229;15.262,19.046,1.072;17.772,7.504,0.463;6.735,10.798,1.343;2.124,1.396,0.253;2.865,15.430,0.988;8.062,6.105,0.386;19.305,12.990,0.237;6.798,17.200,0.781;5.010,7.145,1.620;3.498,4.846,0.290;9.867,18.694,0.456;16.977,16.226,0.376;15.894,14.384,0.923;8.780,3.547,0.948;10.496,0.344,0.665;9.904,0.924,1.345;2.780,4.847,0.988;4.854,3.756,1.846;18.001,10.720,0.365;5.650,7.477,0.910;19.269,4.505,0.270;9.656,16.003,0.333;12.943,17.146,1.617;13.944,19.077,0.462;16.325,1.980,0.820;19.199,15.554,0.214;14.270,9.348,0.862;1.671,10.144,1.792"
0,drone_5,6.9898,15.2251,10.1727,11.3697,"2.435,6.795,2.314;6.810,7.865,0.452;18.089,2.684,0.499;15.019,10.223,0.419;7.227,13.011,0.894;6.144,7.310,0.344;5.868,18.116,0.311;2.928,2.485,0.890;0.701,3.109,0.277;11.165,14.236,1.030;17.782,18.700,1.391;19.429,9.276,0.248;16.576,0.390,0.488;8.818,5.658,0.409;4.623,13.532,2.120;14.781,8.638,0.460;8.993,0.466,0.702;17.445,10.250,0.328;11.901,1.972,0.383;2.653,2.045,0.808;6.538,9.293,1.151;2.153,13.025,1.930;1.346,0.622,0.733;2.419,17.421,0.968;0.436,0.910,0.388;13.605,15.124,0.414;6.847,16.401,0.406;7.620,13.272,1.028;1.528,2.305,0.697;8.733,14.249,0.427;6.477,4.792,0.210;9.288,4.366,0.493;8.527,17.376,0.384;18.809,18.906,0.779;13.525,8.506,0.433;14.404,1.330,0.495;8.427,7.940,0.725;5.118,15.655,0.914;5.938,13.278,0.989;17.421,11.817,1.229;15.262,19.046,1.072;17.772,7.504,0.463;6.735,10.798,1.343;2.124,1.396,0.253;2.865,15.430,0.988;8.062,6.105,0.386;19.305,12.990,0.237;6.798,17.200,0.781;5.010,7.145,1.620;3.498,4.846,0.290;9.867,18.694,0.456;16.977,16.226,0.376;15.894,14.384,0.923;8.780,3.547,0.948;10.496,0.344,0.665;9.904,0.924,1.345;2.780,4.847,0.988;4.854,3.756,1.846;18.001,10.720,0.365;5.650,7.477,0.910;19.269,4.505,0.270;9.656,16.003,0.333;12.943,17.146,1.617;13.944,19.077,0.462;16.325,1.980,0.820;19.199,15.554,0.214;14.270,9.348,0.862;1.671,10.144,1.792"
0,drone_6,2.0058,18.5964,10.1727,11.3697,"2.435,6.795,2.314;6.810,7.865,0.452;18.089,2.684,0.499;15.019,10.223,0.419;7.227,13.011,0.894;6.144,7.310,0.344;5.868,18.116,0.311;2.928,2.485,0.890;0.701,3.109,0.277;11.165,14.236,1.030;17.782,18.700,1.391;19.429,9.276,0.248;16.576,0.390,0.488;8.818,5.658,0.409;4.623,13.532,2.120;14.781,8.638,0.460;8.993,0.466,0.702;17.445,10.250,0.328;11.901,1.972,0.383;2.653,2.045,0.808;6.538,9.293,1.151;2.153,13.025,1.930;1.346,0.622,0.733;2.419,17.421,0.968;0.436,0.910,0.388;13.605,15.124,0.414;6.847,16.401,0.406;7.620,13.272,1.028;1.528,2.305,0.697;8.733,14.249,0.427;6.477,4.792,0.210;9.288,4.366,0.493;8.527,17.376,0.384;18.809,18.906,0.779;13.525,8.506,0.433;14.404,1.330,0.495;8.427,7.940,0.725;5.118,15.655,0.914;5.938,13.278,0.989;17.421,11.817,1.229;15.262,19.046,1.072;17.772,7.504,0.463;6.735,10.798,1.343;2.124,1.396,0.253;2.865,15.430,0.988;8.062,6.105,0.386;19.305,12.990,0.237;6.798,17.200,0.781;5.010,7.145,1.620;3.498,4.846,0.290;9.867,18.694,0.456;16.977,16.226,0.376;15.894,14.384,0.923;8.780,3.547,0.948;10.496,0.344,0.665;9.904,0.924,1.345;2.780,4.847,0.988;4.854,3.756,1.846;18.001,10.720,0.365;5.650,7.477,0.910;19.269,4.505,0.270;9.656,16.003,0.333;12.943,17.146,1.617;13.944,19.077,0.462;16.325,1.980,0.820;19.199,15.554,0.214;14.270,9.348,0.862;1.671,10.144,1.792"
0,drone_7,17.7789,8.5278,10.1727,11.3697,"2.435,6.795,2.314;6.810,7.865,0.452;18.089,2.684,0.499;15.019,10.223,0.419;7.227,13.011,0.894;6.144,7.310,0.344;5.868,18.116,0.311;2.928,2.485,0.890;0.701,3.109,0.277;11.165,14.236,1.030;17.782,18.700,1.391;19.429,9.276,0.248;16.576,0.390,0.488;8.818,5.658,0.409;4.623,13.532,2.120;14.781,8.638,0.460;8.993,0.466,0.702;17.445,10.250,0.328;11.901,1.972,0.383;2.653,2.045,0.808;6.538,9.293,1.151;2.153,13.025,1.930;1.346,0.622,0.733;2.419,17.421,0.968;0.436,0.910,0.388;13.605,15.124,0.414;6.847,16.401,0.406;7.620,13.272,1.028;1.528,2.305,0.697;8.733,14.249,0.427;6.477,4.792,0.210;9.288,4.366,0.493;8.527,17.376,0.384;18.809,18.906,0.779;13.525,8.506,0.433;14.404,1.330,0.495;8.427,7.940,0.725;5.118,15.655,0.914;5.938,13.278,0.989;17.421,11.817,1.229;15.262,19.046,1.072;17.772,7.504,0.463;6.735,10.798,1.343;2.124,1.396,0.253;2.865,15.430,0.988;8.062,6.105,0.386;19.305,12.990,0.237;6.798,17.200,0.781;5.010,7.145,1.620;3.498,4.846,0.290;9.867,18.694,0.456;16.977,16.226,0.376;15.894,14.384,0.923;8.780,3.547,0.948;10.496,0.344,0.665;9.904,0.924,1.345;2.780,4.847,0.988;4.854,3.756,1.846;18.001,10.720,0.365;5.650,7.477,0.910;19.269,4.505,0.270;9.656,16.003,0.333;12.943,17.146,1.617;13.944,19.077,0.462;16.325,1.980,0.820;19.199,15.554,0.214;14.270,9.348,0.862;1.671,10.144,1.792"
0,drone_8,8.4870,16.5550,10.1727,11.3697,"2.435,6.795,2.314;6.810,7.865,0.452;18.089,2.684,0.499;15.019,10.223,0.419;7.227,13.011,0.894;6.144,7.310,0.344;5.868,18.116,0.311;2.928,2.485,0.890;0.701,3.109,0.277;11.165,14.236,1.030;17.782,18.700,1.391;19.429,9.276,0.248;16.576,0.390,0.488;8.818,5.658,0.409;4.623,13.532,2.120;14.781,8.638,0.460;8.993,0.466,0.702;17.445,10.250,0.328;11.901,1.972,0.383;2.653,2.045,0.808;6.538,9.293,1.151;2.153,13.025,1.930;1.346,0.622,0.733;2.419,17.421,0.968;0.436,0.910,0.388;13.605,15.124,0.414;6.847,16.401,0.406;7.620,13.272,1.028;1.528,2.305,0.697;8.733,14.249,0.427;6.477,4.792,0.210;9.288,4.366,0.493;8.527,17.376,0.384;18.809,18.906,0.779;13.525,8.506,0.433;14.404,1.330,0.495;8.427,7.940,0.725;5.118,15.655,0.914;5.938,13.278,0.989;17.421,11.817,1.229;15.262,19.046,1.072;17.772,7.504,0.463;6.735,10.798,1.343;2.124,1.396,0.253;2.865,15.430,0.988;8.062,6.105,0.386;19.305,12.990,0.237;6.798,17.200,0.781;5.010,7.145,1.620;3.498,4.846,0.290;9.867,18.694,0.456;16.977,16.226,0.376;15.894,14.384,0.923;8.780,3.547,0.948;10.496,0.344,0.665;9.904,0.924,1.345;2.780,4.847,0.988;4.854,3.756,1.846;18.001,10.720,0.365;5.650,7.477,0.910;19.269,4.505,0.270;9.656,16.003,0.333;12.943,17.146,1.617;13.944,19.077,0.462;16.325,1.980,0.820;19.199,15.554,0.214;14.270,9.348,0.862;1.671,10.144,1.792"
0,drone_9,11.9571,1.3243,10.1727,11.3697,"2.435,6.795,2.314;6.810,7.865,0.452;18.089,2.684,0.499;15.019,10.223,0.419;7.227,13.011,0.894;6.144,7.310,0.344;5.868,18.116,0.311;2.928,2.485,0.890;0.701,3.109,0.277;11.165,14.236,1.030;17.782,18.700,1.391;19.429,9.276,0.248;16.576,0.390,0.488;8.818,5.658,0.409;4.623,13.532,2.120;14.781,8.638,0.460;8.993,0.466,0.702;17.445,10.250,0.328;11.901,1.972,0.383;2.653,2.045,0.808;6.538,9.293,1.151;2.153,13.025,1.930;1.346,0.622,0.733;2.419,17.421,0.968;0.436,0.910,0.388;13.605,15.124,0.414;6.847,16.401,0.406;7.620,13.272,1.028;1.528,2.305,0.697;8.733,14.249,0.427;6.477,4.792,0.210;9.288,4.366,0.493;8.527,17.376,0.384;18.809,18.906,0.779;13.525,8.506,0.433;14.404,1.330,0.495;8.427,7.940,0.725;5.118,15.655,0.914;5.938,13.278,0.989;17.421,11.817,1.229;15.262,19.046,1.072;17.772,7.504,0.463;6.735,10.798,1.343;2.124,1.396,0.253;2.865,15.430,0.988;8.062,6.105,0.386;19.305,12.990,0.237;6.798,17.200,0.781;5.010,7.145,1.620;3.498,4.846,0.290;9.867,18.694,0.456;16.977,16.226,0.376;15.894,14.384,0.923;8.780,3.547,0.948;10.496,0.344,0.665;9.904,0.924,1.345;2.780,4.847,0.988;4.854,3.756,1.846;18.001,10.720,0.365;5.650,7.477,0.910;19.269,4.505,0.270;9.656,16.003,0.333;12.943,17.146,1.617;13.944,19.077,0.462;16.325,1.980,0.820;19.199,15.554,0.214;14.270,9.348,0.862;1.671,10.144,1.792"
