Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,13.3416,7.0918,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
0,drone_1,12.4855,7.7861,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
0,drone_2,11.5674,7.7411,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
0,drone_3,11.6172,6.2568,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
0,drone_4,12.9895,5.6972,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
0,drone_5,12.7144,6.5588,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
0,drone_6,11.0405,6.9153,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
0,drone_7,13.2828,8.1116,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
0,drone_8,11.9549,7.0110,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
0,drone_9,11.0286,5.6825,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
1,drone_0,13.4416,7.1405,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
1,drone_1,-100.0000,-100.0000,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
1,drone_2,-100.0000,-100.0000,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
1,drone_3,11.6789,6.3490,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
1,drone_4,13.0631,5.7459,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
1,drone_5,12.7567,6.6588,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
1,drone_6,11.0525,7.0068,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
1,drone_7,13.3828,8.2116,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
1,drone_8,12.0549,7.1110,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
1,drone_9,10.9902,5.7610,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
2,drone_0,13.6171,7.1847,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
2,drone_3,11.7786,6.4796,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
2,drone_4,13.2260,5.8263,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
2,drone_5,12.8093,6.8517,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
2,drone_6,11.1487,7.1743,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
2,drone_7,13.5289,8.3481,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
2,drone_8,12.1827,7.2648,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
2,drone_9,10.9294,5.9181,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
3,drone_0,13.8108,7.2348,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
3,drone_3,11.9021,6.6369,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
3,drone_4,13.3847,5.9479,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
3,drone_5,12.8655,7.0437,17.0000,17.0000,"10.567,13.696,1.481;13.337,12.846,0.642;13.783,10.744,0.914;11.609,9.209,1.458;11.118,12.972,0.664;5.111,14.053,1.011;12.070,8.091,0.583"
