Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,6.391,16.567,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
0,drone_1,5.155,14.789,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
0,drone_2,4.629,15.743,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
0,drone_3,5.242,15.858,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
0,drone_4,6.251,15.624,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
0,drone_5,4.412,16.518,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
0,drone_6,7.227,15.869,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
0,drone_7,5.693,17.111,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
0,drone_8,5.210,16.566,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
0,drone_9,7.076,16.476,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
1,drone_0,6.301,16.477,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
1,drone_1,5.055,14.889,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
1,drone_2,4.729,15.777,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
1,drone_3,5.332,15.768,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
1,drone_4,6.351,15.546,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
1,drone_5,4.312,16.517,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
1,drone_6,7.327,15.769,6.231,5.487,"15.482997431343463,17.378781202527765,2.4421833648857847;12.321045629836874,13.168906135104391,0.3244437121347623;13.219850320588053,9.069377388466119,0.3616255904317204;18.516106066610472,7.957025242340865,0.7834062267728803;6.720505179656017,12.648867310578522,2.4152191322591623;18.943866120160862,17.203160126123525,0.27243889512189834;15.17539358951814,7.628474381350203,1.8514961588170333;13.36832903398524,12.162484587579643,1.2416249571040225;2.4717629795635183,14.247455118338817,2.322749311339127;2.6422985740686955,7.703449273855607,0.373433429968049;11.764914759414756,3.4988610640637843,2.111197137246936"
