Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,10.370,11.278,17.095,18.106,"18.048056630313422,14.167223882870925,1.105440842629431;3.7267706467067603,6.060994081097416,2.396531463975648;7.306097447354139,1.6377266152506773,0.6564748054925833;12.39076448079496,14.821895027712976,0.7258236538992526;12.897270547930997,13.561024574468926,1.8282411887947823;1.8690149691586935,19.325257915191266,0.4461756695310552;5.325990433898001,13.941207816814996,0.45580318565627437;5.432386624973171,3.9779434278087233,2.3377058592618036;1.8201186252005095,4.4524602174159025,0.8809569994989838;11.027459173189161,14.444121801482426,2.009498561504022;6.9694707772427265,8.95395056099812,2.3117475613911664"
0,drone_1,10.925,10.748,17.095,18.106,"18.048056630313422,14.167223882870925,1.105440842629431;3.7267706467067603,6.060994081097416,2.396531463975648;7.306097447354139,1.6377266152506773,0.6564748054925833;12.39076448079496,14.821895027712976,0.7258236538992526;12.897270547930997,13.561024574468926,1.8282411887947823;1.8690149691586935,19.325257915191266,0.4461756695310552;5.325990433898001,13.941207816814996,0.45580318565627437;5.432386624973171,3.9779434278087233,2.3377058592618036;1.8201186252005095,4.4524602174159025,0.8809569994989838;11.027459173189161,14.444121801482426,2.009498561504022;6.9694707772427265,8.95395056099812,2.3117475613911664"
0,drone_2,9.220,11.365,17.095,18.106,"18.048056630313422,14.167223882870925,1.105440842629431;3.7267706467067603,6.060994081097416,2.396531463975648;7.306097447354139,1.6377266152506773,0.6564748054925833;12.39076448079496,14.821895027712976,0.7258236538992526;12.897270547930997,13.561024574468926,1.8282411887947823;1.8690149691586935,19.325257915191266,0.4461756695310552;5.325990433898001,13.941207816814996,0.45580318565627437;5.432386624973171,3.9779434278087233,2.3377058592618036;1.8201186252005095,4.4524602174159025,0.8809569994989838;11.027459173189161,14.444121801482426,2.009498561504022;6.9694707772427265,8.95395056099812,2.3117475613911664"
0,drone_3,9.152,10.640,17.095,18.106,"18.048056630313422,14.167223882870925,1.105440842629431;3.7267706467067603,6.060994081097416,2.396531463975648;7.306097447354139,1.6377266152506773,0.6564748054925833;12.39076448079496,14.821895027712976,0.7258236538992526;12.897270547930997,13.561024574468926,1.8282411887947823;1.8690149691586935,19.325257915191266,0.4461756695310552;5.325990433898001,13.941207816814996,0.45580318565627437;5.432386624973171,3.9779434278087233,2.3377058592618036;1.8201186252005095,4.4524602174159025,0.8809569994989838;11.027459173189161,14.444121801482426,2.009498561504022;6.9694707772427265,8.95395056099812,2.3117475613911664"
0,drone_4,10.236,10.613,17.095,18.106,"18.048056630313422,14.167223882870925,1.105440842629431;3.7267706467067603,6.060994081097416,2.396531463975648;7.306097447354139,1.6377266152506773,0.6564748054925833;12.39076448079496,14.821895027712976,0.7258236538992526;12.897270547930997,13.561024574468926,1.8282411887947823;1.8690149691586935,19.325257915191266,0.4461756695310552;5.325990433898001,13.941207816814996,0.45580318565627437;5.432386624973171,3.9779434278087233,2.3377058592618036;1.8201186252005095,4.4524602174159025,0.8809569994989838;11.027459173189161,14.444121801482426,2.009498561504022;6.9694707772427265,8.95395056099812,2.3117475613911664"
0,drone_5,9.482,8.725,17.095,18.106,"18.048056630313422,14.167223882870925,1.105440842629431;3.7267706467067603,6.060994081097416,2.396531463975648;7.306097447354139,1.6377266152506773,0.6564748054925833;12.39076448079496,14.821895027712976,0.7258236538992526;12.897270547930997,13.561024574468926,1.8282411887947823;1.8690149691586935,19.325257915191266,0.4461756695310552;5.325990433898001,13.941207816814996,0.45580318565627437;5.432386624973171,3.9779434278087233,2.3377058592618036;1.8201186252005095,4.4524602174159025,0.8809569994989838;11.027459173189161,14.444121801482426,2.009498561504022;6.9694707772427265,8.95395056099812,2.3117475613911664"
0,drone_6,9.727,10.049,17.095,18.106,"18.048056630313422,14.167223882870925,1.105440842629431;3.7267706467067603,6.060994081097416,2.396531463975648;7.306097447354139,1.6377266152506773,0.6564748054925833;12.39076448079496,14.821895027712976,0.7258236538992526;12.897270547930997,13.561024574468926,1.8282411887947823;1.8690149691586935,19.325257915191266,0.4461756695310552;5.325990433898001,13.941207816814996,0.45580318565627437;5.432386624973171,3.9779434278087233,2.3377058592618036;1.8201186252005095,4.4524602174159025,0.8809569994989838;11.027459173189161,14.444121801482426,2.009498561504022;6.9694707772427265,8.95395056099812,2.3117475613911664"
0,drone_7,10.511,8.673,17.095,18.106,"18.048056630313422,14.167223882870925,1.105440842629431;3.7267706467067603,6.060994081097416,2.396531463975648;7.306097447354139,1.6377266152506773,0.6564748054925833;12.39076448079496,14.821895027712976,0.7258236538992526;12.897270547930997,13.561024574468926,1.8282411887947823;1.8690149691586935,19.325257915191266,0.4461756695310552;5.325990433898001,13.941207816814996,0.45580318565627437;5.432386624973171,3.9779434278087233,2.3377058592618036;1.8201186252005095,4.4524602174159025,0.8809569994989838;11.027459173189161,14.444121801482426,2.009498561504022;6.9694707772427265,8.95395056099812,2.3117475613911664"
0,drone_8,11.343,9.182,17.095,18.106,"18.048056630313422,14.167223882870925,1.105440842629431;3.7267706467067603,6.060994081097416,2.396531463975648;7.306097447354139,1.6377266152506773,0.6564748054925833;12.39076448079496,14.821895027712976,0.7258236538992526;12.897270547930997,13.561024574468926,1.8282411887947823;1.8690149691586935,19.325257915191266,0.4461756695310552;5.325990433898001,13.941207816814996,0.45580318565627437;5.432386624973171,3.9779434278087233,2.3377058592618036;1.8201186252005095,4.4524602174159025,0.8809569994989838;11.027459173189161,14.444121801482426,2.009498561504022;6.9694707772427265,8.95395056099812,2.3117475613911664"
0,drone_9,11.122,11.364,17.095,18.106,"18.048056630313422,14.167223882870925,1.105440842629431;3.7267706467067603,6.060994081097416,2.396531463975648;7.306097447354139,1.6377266152506773,0.6564748054925833;12.39076448079496,14.821895027712976,0.7258236538992526;12.897270547930997,13.561024574468926,1.8282411887947823;1.8690149691586935,19.325257915191266,0.4461756695310552;5.325990433898001,13.941207816814996,0.45580318565627437;5.432386624973171,3.9779434278087233,2.3377058592618036;1.8201186252005095,4.4524602174159025,0.8809569994989838;11.027459173189161,14.444121801482426,2.009498561504022;6.9694707772427265,8.95395056099812,2.3117475613911664"
