Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,1.439,7.901,13.265,2.905,"17.087810118899355,9.641065697957876,2.3572440730067346;5.854527433551741,3.3040476827973486,0.41635877222157414;3.681699733836385,7.819772630527545,1.1465955560443089;7.907679429069992,5.310102629532849,1.7509097042168273;11.880962400565526,6.5256374550289875,1.7625772558279298;9.208803441567607,12.499570104057343,0.21870920995011345;15.916895790564972,6.374343541535352,2.2579562844438223;4.3108092397595605,17.400549261295588,2.440138081527739;6.206052286077467,5.797593473108564,1.1067173336179454"
0,drone_1,5.631,13.811,13.265,2.905,"17.087810118899355,9.641065697957876,2.3572440730067346;5.854527433551741,3.3040476827973486,0.41635877222157414;3.681699733836385,7.819772630527545,1.1465955560443089;7.907679429069992,5.310102629532849,1.7509097042168273;11.880962400565526,6.5256374550289875,1.7625772558279298;9.208803441567607,12.499570104057343,0.21870920995011345;15.916895790564972,6.374343541535352,2.2579562844438223;4.3108092397595605,17.400549261295588,2.440138081527739;6.206052286077467,5.797593473108564,1.1067173336179454"
0,drone_2,5.385,6.884,13.265,2.905,"17.087810118899355,9.641065697957876,2.3572440730067346;5.854527433551741,3.3040476827973486,0.41635877222157414;3.681699733836385,7.819772630527545,1.1465955560443089;7.907679429069992,5.310102629532849,1.7509097042168273;11.880962400565526,6.5256374550289875,1.7625772558279298;9.208803441567607,12.499570104057343,0.21870920995011345;15.916895790564972,6.374343541535352,2.2579562844438223;4.3108092397595605,17.400549261295588,2.440138081527739;6.206052286077467,5.797593473108564,1.1067173336179454"
0,drone_3,17.232,13.908,13.265,2.905,"17.087810118899355,9.641065697957876,2.3572440730067346;5.854527433551741,3.3040476827973486,0.41635877222157414;3.681699733836385,7.819772630527545,1.1465955560443089;7.907679429069992,5.310102629532849,1.7509097042168273;11.880962400565526,6.5256374550289875,1.7625772558279298;9.208803441567607,12.499570104057343,0.21870920995011345;15.916895790564972,6.374343541535352,2.2579562844438223;4.3108092397595605,17.400549261295588,2.440138081527739;6.206052286077467,5.797593473108564,1.1067173336179454"
0,drone_4,7.715,10.364,13.265,2.905,"17.087810118899355,9.641065697957876,2.3572440730067346;5.854527433551741,3.3040476827973486,0.41635877222157414;3.681699733836385,7.819772630527545,1.1465955560443089;7.907679429069992,5.310102629532849,1.7509097042168273;11.880962400565526,6.5256374550289875,1.7625772558279298;9.208803441567607,12.499570104057343,0.21870920995011345;15.916895790564972,6.374343541535352,2.2579562844438223;4.3108092397595605,17.400549261295588,2.440138081527739;6.206052286077467,5.797593473108564,1.1067173336179454"
0,drone_5,8.869,14.578,13.265,2.905,"17.087810118899355,9.641065697957876,2.3572440730067346;5.854527433551741,3.3040476827973486,0.41635877222157414;3.681699733836385,7.819772630527545,1.1465955560443089;7.907679429069992,5.310102629532849,1.7509097042168273;11.880962400565526,6.5256374550289875,1.7625772558279298;9.208803441567607,12.499570104057343,0.21870920995011345;15.916895790564972,6.374343541535352,2.2579562844438223;4.3108092397595605,17.400549261295588,2.440138081527739;6.206052286077467,5.797593473108564,1.1067173336179454"
0,drone_6,8.488,9.344,13.265,2.905,"17.087810118899355,9.641065697957876,2.3572440730067346;5.854527433551741,3.3040476827973486,0.41635877222157414;3.681699733836385,7.819772630527545,1.1465955560443089;7.907679429069992,5.310102629532849,1.7509097042168273;11.880962400565526,6.5256374550289875,1.7625772558279298;9.208803441567607,12.499570104057343,0.21870920995011345;15.916895790564972,6.374343541535352,2.2579562844438223;4.3108092397595605,17.400549261295588,2.440138081527739;6.206052286077467,5.797593473108564,1.1067173336179454"
0,drone_7,7.296,10.269,13.265,2.905,"17.087810118899355,9.641065697957876,2.3572440730067346;5.854527433551741,3.3040476827973486,0.41635877222157414;3.681699733836385,7.819772630527545,1.1465955560443089;7.907679429069992,5.310102629532849,1.7509097042168273;11.880962400565526,6.5256374550289875,1.7625772558279298;9.208803441567607,12.499570104057343,0.21870920995011345;15.916895790564972,6.374343541535352,2.2579562844438223;4.3108092397595605,17.400549261295588,2.440138081527739;6.206052286077467,5.797593473108564,1.1067173336179454"
0,drone_8,4.399,3.434,13.265,2.905,"17.087810118899355,9.641065697957876,2.3572440730067346;5.854527433551741,3.3040476827973486,0.41635877222157414;3.681699733836385,7.819772630527545,1.1465955560443089;7.907679429069992,5.310102629532849,1.7509097042168273;11.880962400565526,6.5256374550289875,1.7625772558279298;9.208803441567607,12.499570104057343,0.21870920995011345;15.916895790564972,6.374343541535352,2.2579562844438223;4.3108092397595605,17.400549261295588,2.440138081527739;6.206052286077467,5.797593473108564,1.1067173336179454"
0,drone_9,15.825,15.830,13.265,2.905,"17.087810118899355,9.641065697957876,2.3572440730067346;5.854527433551741,3.3040476827973486,0.41635877222157414;3.681699733836385,7.819772630527545,1.1465955560443089;7.907679429069992,5.310102629532849,1.7509097042168273;11.880962400565526,6.5256374550289875,1.7625772558279298;9.208803441567607,12.499570104057343,0.21870920995011345;15.916895790564972,6.374343541535352,2.2579562844438223;4.3108092397595605,17.400549261295588,2.440138081527739;6.206052286077467,5.797593473108564,1.1067173336179454"
1,drone_0,1.539,7.801,13.265,2.905,"17.087810118899355,9.641065697957876,2.3572440730067346;5.854527433551741,3.3040476827973486,0.41635877222157414;3.681699733836385,7.819772630527545,1.1465955560443089;7.907679429069992,5.310102629532849,1.7509097042168273;11.880962400565526,6.5256374550289875,1.7625772558279298;9.208803441567607,12.499570104057343,0.21870920995011345;15.916895790564972,6.374343541535352,2.2579562844438223;4.3108092397595605,17.400549261295588,2.440138081527739;6.206052286077467,5.797593473108564,1.1067173336179454"
