  (swarm_rl) PS D:\Swarm\BTP\Phase B\Phase_B5_Synchronization\v10_IEEE_Final\Claud> python validate_topology_regime.py

  --- Validating Regime: 30.0x30.0 | Density: 0.20 ---
    [INFO] Computational Raster Resolution: 0.1m
    Attempt 12 -> Valid: 10/500 (Rejects: 0 corridor, 2 reachability)
    Attempt 264 -> Valid: 230/500 (Rejects: 0 corridor, 34 reachability)
    Attempt 279 -> Valid: 240/500 (Rejects: 0 corridor, 39 reachability)
    Attempt 292 -> Valid: 250/500 (Rejects: 0 corridor, 42 reachability)
    Attempt 304 -> Valid: 260/500 (Rejects: 0 corridor, 44 reachability)
    Attempt 317 -> Valid: 270/500 (Rejects: 0 corridor, 47 reachability)
    Attempt 331 -> Valid: 280/500 (Rejects: 0 corridor, 51 reachability)
    Attempt 345 -> Valid: 290/500 (Rejects: 0 corridor, 55 reachability)
    Attempt 356 -> Valid: 300/500 (Rejects: 0 corridor, 56 reachability)
    Attempt 367 -> Valid: 310/500 (Rejects: 0 corridor, 57 reachability)
    Attempt 377 -> Valid: 320/500 (Rejects: 0 corridor, 57 reachability)
    Attempt 387 -> Valid: 330/500 (Rejects: 0 corridor, 57 reachability)
    Attempt 399 -> Valid: 340/500 (Rejects: 0 corridor, 59 reachability)
    Attempt 410 -> Valid: 350/500 (Rejects: 0 corridor, 60 reachability)
    Attempt 422 -> Valid: 360/500 (Rejects: 0 corridor, 62 reachability)
    Attempt 433 -> Valid: 370/500 (Rejects: 0 corridor, 63 reachability)
    Attempt 446 -> Valid: 380/500 (Rejects: 0 corridor, 66 reachability)
    Attempt 458 -> Valid: 390/500 (Rejects: 0 corridor, 68 reachability)
    Attempt 470 -> Valid: 400/500 (Rejects: 0 corridor, 70 reachability)
    Attempt 481 -> Valid: 410/500 (Rejects: 0 corridor, 71 reachability)
    Attempt 491 -> Valid: 420/500 (Rejects: 0 corridor, 71 reachability)
    Attempt 503 -> Valid: 430/500 (Rejects: 0 corridor, 73 reachability)
    Attempt 513 -> Valid: 440/500 (Rejects: 0 corridor, 73 reachability)
    Attempt 525 -> Valid: 450/500 (Rejects: 0 corridor, 75 reachability)
    Attempt 538 -> Valid: 460/500 (Rejects: 0 corridor, 78 reachability)
    Attempt 549 -> Valid: 470/500 (Rejects: 0 corridor, 79 reachability)
    Attempt 561 -> Valid: 480/500 (Rejects: 0 corridor, 81 reachability)
    Attempt 571 -> Valid: 490/500 (Rejects: 0 corridor, 81 reachability)
    Attempt 584 -> Valid: 500/500 (Rejects: 0 corridor, 84 reachability)
  Validation complete in 149.18s

  --- Validating Regime: 30.0x30.0 | Density: 0.25 ---
    [INFO] Computational Raster Resolution: 0.1m
    Attempt 10 -> Valid: 10/500 (Rejects: 0 corridor, 0 reachability)
    Attempt 21 -> Valid: 20/500 (Rejects: 0 corridor, 1 reachability)
    Attempt 33 -> Valid: 30/500 (Rejects: 0 corridor, 3 reachability)
    Attempt 45 -> Valid: 40/500 (Rejects: 0 corridor, 5 reachability)
    Attempt 61 -> Valid: 50/500 (Rejects: 0 corridor, 11 reachability)
    Attempt 73 -> Valid: 60/500 (Rejects: 0 corridor, 13 reachability)
    Attempt 84 -> Valid: 70/500 (Rejects: 0 corridor, 14 reachability)
    Attempt 96 -> Valid: 80/500 (Rejects: 0 corridor, 16 reachability)
    Attempt 109 -> Valid: 90/500 (Rejects: 0 corridor, 19 reachability)
    Attempt 124 -> Valid: 100/500 (Rejects: 0 corridor, 24 reachability)
    Attempt 136 -> Valid: 110/500 (Rejects: 0 corridor, 26 reachability)
    Attempt 149 -> Valid: 120/500 (Rejects: 0 corridor, 29 reachability)
    Attempt 160 -> Valid: 130/500 (Rejects: 0 corridor, 30 reachability)
    Attempt 174 -> Valid: 140/500 (Rejects: 0 corridor, 34 reachability)
    Attempt 186 -> Valid: 150/500 (Rejects: 0 corridor, 36 reachability)
    Attempt 196 -> Valid: 160/500 (Rejects: 0 corridor, 36 reachability)
    Attempt 206 -> Valid: 170/500 (Rejects: 0 corridor, 36 reachability)
    Attempt 218 -> Valid: 180/500 (Rejects: 0 corridor, 38 reachability)
    Attempt 228 -> Valid: 190/500 (Rejects: 0 corridor, 38 reachability)
    Attempt 239 -> Valid: 200/500 (Rejects: 0 corridor, 39 reachability)
    Attempt 251 -> Valid: 210/500 (Rejects: 0 corridor, 41 reachability)
    Attempt 264 -> Valid: 220/500 (Rejects: 0 corridor, 44 reachability)
    Attempt 275 -> Valid: 230/500 (Rejects: 0 corridor, 45 reachability)
    Attempt 286 -> Valid: 240/500 (Rejects: 0 corridor, 46 reachability)
    Attempt 301 -> Valid: 250/500 (Rejects: 0 corridor, 51 reachability)
    Attempt 314 -> Valid: 260/500 (Rejects: 0 corridor, 54 reachability)
    Attempt 326 -> Valid: 270/500 (Rejects: 0 corridor, 56 reachability)
    Attempt 337 -> Valid: 280/500 (Rejects: 0 corridor, 57 reachability)
    Attempt 348 -> Valid: 290/500 (Rejects: 0 corridor, 58 reachability)
    Attempt 367 -> Valid: 300/500 (Rejects: 0 corridor, 67 reachability)
    Attempt 379 -> Valid: 310/500 (Rejects: 0 corridor, 69 reachability)
    Attempt 390 -> Valid: 320/500 (Rejects: 0 corridor, 70 reachability)
    Attempt 403 -> Valid: 330/500 (Rejects: 0 corridor, 73 reachability)
    Attempt 415 -> Valid: 340/500 (Rejects: 0 corridor, 75 reachability)
    Attempt 428 -> Valid: 350/500 (Rejects: 0 corridor, 78 reachability)
    Attempt 439 -> Valid: 360/500 (Rejects: 0 corridor, 79 reachability)
    Attempt 451 -> Valid: 370/500 (Rejects: 0 corridor, 81 reachability)
    Attempt 463 -> Valid: 380/500 (Rejects: 0 corridor, 83 reachability)
    Attempt 474 -> Valid: 390/500 (Rejects: 0 corridor, 84 reachability)
    Attempt 484 -> Valid: 400/500 (Rejects: 0 corridor, 84 reachability)
    Attempt 494 -> Valid: 410/500 (Rejects: 0 corridor, 84 reachability)
    Attempt 505 -> Valid: 420/500 (Rejects: 0 corridor, 85 reachability)
    Attempt 516 -> Valid: 430/500 (Rejects: 0 corridor, 86 reachability)
    Attempt 528 -> Valid: 440/500 (Rejects: 0 corridor, 88 reachability)
    Attempt 539 -> Valid: 450/500 (Rejects: 0 corridor, 89 reachability)
    Attempt 549 -> Valid: 460/500 (Rejects: 0 corridor, 89 reachability)
    Attempt 560 -> Valid: 470/500 (Rejects: 0 corridor, 90 reachability)
    Attempt 574 -> Valid: 480/500 (Rejects: 0 corridor, 94 reachability)
    Attempt 585 -> Valid: 490/500 (Rejects: 0 corridor, 95 reachability)
    Attempt 598 -> Valid: 500/500 (Rejects: 0 corridor, 98 reachability)
  Validation complete in 146.14s

  --- Validating Regime: 30.0x30.0 | Density: 0.30 ---
    [INFO] Computational Raster Resolution: 0.1m
    Attempt 11 -> Valid: 10/500 (Rejects: 0 corridor, 1 reachability)
    Attempt 21 -> Valid: 20/500 (Rejects: 0 corridor, 1 reachability)
    Attempt 33 -> Valid: 30/500 (Rejects: 0 corridor, 3 reachability)
    Attempt 45 -> Valid: 40/500 (Rejects: 0 corridor, 5 reachability)
    Attempt 57 -> Valid: 50/500 (Rejects: 0 corridor, 7 reachability)
    Attempt 68 -> Valid: 60/500 (Rejects: 0 corridor, 8 reachability)
    Attempt 82 -> Valid: 70/500 (Rejects: 0 corridor, 12 reachability)
    Attempt 96 -> Valid: 80/500 (Rejects: 0 corridor, 16 reachability)
    Attempt 113 -> Valid: 90/500 (Rejects: 0 corridor, 23 reachability)
    Attempt 125 -> Valid: 100/500 (Rejects: 0 corridor, 25 reachability)
    Attempt 139 -> Valid: 110/500 (Rejects: 0 corridor, 29 reachability)
    Attempt 153 -> Valid: 120/500 (Rejects: 0 corridor, 33 reachability)
    Attempt 168 -> Valid: 130/500 (Rejects: 0 corridor, 38 reachability)
    Attempt 180 -> Valid: 140/500 (Rejects: 0 corridor, 40 reachability)
    Attempt 195 -> Valid: 150/500 (Rejects: 0 corridor, 45 reachability)
    Attempt 209 -> Valid: 160/500 (Rejects: 0 corridor, 49 reachability)
    Attempt 222 -> Valid: 170/500 (Rejects: 0 corridor, 52 reachability)
    Attempt 234 -> Valid: 180/500 (Rejects: 0 corridor, 54 reachability)
    Attempt 244 -> Valid: 190/500 (Rejects: 0 corridor, 54 reachability)
    Attempt 258 -> Valid: 200/500 (Rejects: 0 corridor, 58 reachability)
    Attempt 270 -> Valid: 210/500 (Rejects: 0 corridor, 60 reachability)
    Attempt 280 -> Valid: 220/500 (Rejects: 0 corridor, 60 reachability)
    Attempt 292 -> Valid: 230/500 (Rejects: 0 corridor, 62 reachability)
    Attempt 307 -> Valid: 240/500 (Rejects: 0 corridor, 67 reachability)
    Attempt 324 -> Valid: 250/500 (Rejects: 0 corridor, 74 reachability)
    Attempt 336 -> Valid: 260/500 (Rejects: 0 corridor, 76 reachability)
    Attempt 349 -> Valid: 270/500 (Rejects: 0 corridor, 79 reachability)
    Attempt 363 -> Valid: 280/500 (Rejects: 0 corridor, 83 reachability)
    Attempt 375 -> Valid: 290/500 (Rejects: 0 corridor, 85 reachability)
    Attempt 392 -> Valid: 300/500 (Rejects: 0 corridor, 92 reachability)
    Attempt 403 -> Valid: 310/500 (Rejects: 0 corridor, 93 reachability)
    Attempt 419 -> Valid: 320/500 (Rejects: 0 corridor, 99 reachability)
    Attempt 431 -> Valid: 330/500 (Rejects: 0 corridor, 101 reachability)
    Attempt 442 -> Valid: 340/500 (Rejects: 0 corridor, 102 reachability)
    Attempt 457 -> Valid: 350/500 (Rejects: 0 corridor, 107 reachability)
    Attempt 470 -> Valid: 360/500 (Rejects: 0 corridor, 110 reachability)
    Attempt 481 -> Valid: 370/500 (Rejects: 0 corridor, 111 reachability)
    Attempt 497 -> Valid: 380/500 (Rejects: 0 corridor, 117 reachability)
    Attempt 511 -> Valid: 390/500 (Rejects: 0 corridor, 121 reachability)
    Attempt 524 -> Valid: 400/500 (Rejects: 0 corridor, 124 reachability)
    Attempt 534 -> Valid: 410/500 (Rejects: 0 corridor, 124 reachability)
    Attempt 548 -> Valid: 420/500 (Rejects: 0 corridor, 128 reachability)
    Attempt 560 -> Valid: 430/500 (Rejects: 0 corridor, 130 reachability)
    Attempt 571 -> Valid: 440/500 (Rejects: 0 corridor, 131 reachability)
    Attempt 587 -> Valid: 450/500 (Rejects: 0 corridor, 137 reachability)
    Attempt 605 -> Valid: 460/500 (Rejects: 0 corridor, 145 reachability)
    Attempt 620 -> Valid: 470/500 (Rejects: 0 corridor, 150 reachability)
    Attempt 631 -> Valid: 480/500 (Rejects: 0 corridor, 151 reachability)
    Attempt 642 -> Valid: 490/500 (Rejects: 0 corridor, 152 reachability)
    Attempt 653 -> Valid: 500/500 (Rejects: 0 corridor, 153 reachability)
  Validation complete in 128.01s

  --- Validating Regime: 30.0x30.0 | Density: 0.35 ---
    [INFO] Computational Raster Resolution: 0.1m
    Attempt 16 -> Valid: 10/500 (Rejects: 0 corridor, 6 reachability)
    Attempt 28 -> Valid: 20/500 (Rejects: 0 corridor, 8 reachability)
    Attempt 43 -> Valid: 30/500 (Rejects: 0 corridor, 13 reachability)
    Attempt 60 -> Valid: 40/500 (Rejects: 0 corridor, 20 reachability)
    Attempt 72 -> Valid: 50/500 (Rejects: 0 corridor, 22 reachability)
    Attempt 87 -> Valid: 60/500 (Rejects: 0 corridor, 27 reachability)
    Attempt 100 -> Valid: 70/500 (Rejects: 0 corridor, 30 reachability)
    Attempt 116 -> Valid: 80/500 (Rejects: 0 corridor, 36 reachability)
    Attempt 132 -> Valid: 90/500 (Rejects: 0 corridor, 42 reachability)
    Attempt 149 -> Valid: 100/500 (Rejects: 0 corridor, 49 reachability)
    Attempt 166 -> Valid: 110/500 (Rejects: 0 corridor, 56 reachability)
    Attempt 179 -> Valid: 120/500 (Rejects: 0 corridor, 59 reachability)
    Attempt 202 -> Valid: 130/500 (Rejects: 0 corridor, 72 reachability)
    Attempt 220 -> Valid: 140/500 (Rejects: 0 corridor, 80 reachability)
    Attempt 236 -> Valid: 150/500 (Rejects: 0 corridor, 86 reachability)
    Attempt 249 -> Valid: 160/500 (Rejects: 0 corridor, 89 reachability)
    Attempt 264 -> Valid: 170/500 (Rejects: 0 corridor, 94 reachability)
    Attempt 275 -> Valid: 180/500 (Rejects: 0 corridor, 95 reachability)
    Attempt 289 -> Valid: 190/500 (Rejects: 0 corridor, 99 reachability)
    Attempt 302 -> Valid: 200/500 (Rejects: 0 corridor, 102 reachability)
    Attempt 316 -> Valid: 210/500 (Rejects: 0 corridor, 106 reachability)
    Attempt 338 -> Valid: 220/500 (Rejects: 0 corridor, 118 reachability)
    Attempt 356 -> Valid: 230/500 (Rejects: 0 corridor, 126 reachability)
    Attempt 371 -> Valid: 240/500 (Rejects: 0 corridor, 131 reachability)
    Attempt 384 -> Valid: 250/500 (Rejects: 0 corridor, 134 reachability)
    Attempt 399 -> Valid: 260/500 (Rejects: 0 corridor, 139 reachability)
    Attempt 412 -> Valid: 270/500 (Rejects: 0 corridor, 142 reachability)
    Attempt 426 -> Valid: 280/500 (Rejects: 0 corridor, 146 reachability)
    Attempt 442 -> Valid: 290/500 (Rejects: 0 corridor, 152 reachability)
    Attempt 457 -> Valid: 300/500 (Rejects: 0 corridor, 157 reachability)
    Attempt 471 -> Valid: 310/500 (Rejects: 0 corridor, 161 reachability)
    Attempt 483 -> Valid: 320/500 (Rejects: 0 corridor, 163 reachability)
    Attempt 497 -> Valid: 330/500 (Rejects: 0 corridor, 167 reachability)
    Attempt 511 -> Valid: 340/500 (Rejects: 0 corridor, 171 reachability)
    Attempt 527 -> Valid: 350/500 (Rejects: 0 corridor, 177 reachability)
    Attempt 543 -> Valid: 360/500 (Rejects: 0 corridor, 183 reachability)
    Attempt 558 -> Valid: 370/500 (Rejects: 0 corridor, 188 reachability)
    Attempt 571 -> Valid: 380/500 (Rejects: 0 corridor, 191 reachability)
    Attempt 596 -> Valid: 390/500 (Rejects: 0 corridor, 206 reachability)
    Attempt 609 -> Valid: 400/500 (Rejects: 0 corridor, 209 reachability)
    Attempt 626 -> Valid: 410/500 (Rejects: 0 corridor, 216 reachability)
    Attempt 650 -> Valid: 420/500 (Rejects: 0 corridor, 230 reachability)
    Attempt 663 -> Valid: 430/500 (Rejects: 0 corridor, 233 reachability)
    Attempt 683 -> Valid: 440/500 (Rejects: 0 corridor, 243 reachability)
    Attempt 700 -> Valid: 450/500 (Rejects: 0 corridor, 250 reachability)
    Attempt 716 -> Valid: 460/500 (Rejects: 0 corridor, 256 reachability)
    Attempt 729 -> Valid: 470/500 (Rejects: 0 corridor, 259 reachability)
    Attempt 740 -> Valid: 480/500 (Rejects: 0 corridor, 260 reachability)
    Attempt 756 -> Valid: 490/500 (Rejects: 0 corridor, 266 reachability)
    Attempt 766 -> Valid: 500/500 (Rejects: 0 corridor, 266 reachability)
  Validation complete in 186.72s

  --- Validating Regime: 40.0x40.0 | Density: 0.25 ---
    [INFO] Computational Raster Resolution: 0.1m
    Attempt 10 -> Valid: 10/500 (Rejects: 0 corridor, 0 reachability)
    Attempt 25 -> Valid: 20/500 (Rejects: 0 corridor, 5 reachability)
    Attempt 36 -> Valid: 30/500 (Rejects: 0 corridor, 6 reachability)
    Attempt 47 -> Valid: 40/500 (Rejects: 0 corridor, 7 reachability)
    Attempt 59 -> Valid: 50/500 (Rejects: 0 corridor, 9 reachability)
    Attempt 69 -> Valid: 60/500 (Rejects: 0 corridor, 9 reachability)
    Attempt 80 -> Valid: 70/500 (Rejects: 0 corridor, 10 reachability)
    Attempt 93 -> Valid: 80/500 (Rejects: 0 corridor, 13 reachability)
    Attempt 105 -> Valid: 90/500 (Rejects: 0 corridor, 15 reachability)
    Attempt 118 -> Valid: 100/500 (Rejects: 0 corridor, 18 reachability)
    Attempt 129 -> Valid: 110/500 (Rejects: 0 corridor, 19 reachability)
    Attempt 140 -> Valid: 120/500 (Rejects: 0 corridor, 20 reachability)
    Attempt 153 -> Valid: 130/500 (Rejects: 0 corridor, 23 reachability)
    Attempt 164 -> Valid: 140/500 (Rejects: 0 corridor, 24 reachability)
    Attempt 175 -> Valid: 150/500 (Rejects: 0 corridor, 25 reachability)
    Attempt 185 -> Valid: 160/500 (Rejects: 0 corridor, 25 reachability)
    Attempt 196 -> Valid: 170/500 (Rejects: 0 corridor, 26 reachability)
    Attempt 210 -> Valid: 180/500 (Rejects: 0 corridor, 30 reachability)
    Attempt 222 -> Valid: 190/500 (Rejects: 0 corridor, 32 reachability)
    Attempt 235 -> Valid: 200/500 (Rejects: 0 corridor, 35 reachability)
    Attempt 248 -> Valid: 210/500 (Rejects: 0 corridor, 38 reachability)
    Attempt 262 -> Valid: 220/500 (Rejects: 0 corridor, 42 reachability)
    Attempt 272 -> Valid: 230/500 (Rejects: 0 corridor, 42 reachability)
    Attempt 282 -> Valid: 240/500 (Rejects: 0 corridor, 42 reachability)
    Attempt 294 -> Valid: 250/500 (Rejects: 0 corridor, 44 reachability)
    Attempt 307 -> Valid: 260/500 (Rejects: 0 corridor, 47 reachability)
    Attempt 317 -> Valid: 270/500 (Rejects: 0 corridor, 47 reachability)
    Attempt 331 -> Valid: 280/500 (Rejects: 0 corridor, 51 reachability)
    Attempt 343 -> Valid: 290/500 (Rejects: 0 corridor, 53 reachability)
    Attempt 354 -> Valid: 300/500 (Rejects: 0 corridor, 54 reachability)
    Attempt 364 -> Valid: 310/500 (Rejects: 0 corridor, 54 reachability)
    Attempt 375 -> Valid: 320/500 (Rejects: 0 corridor, 55 reachability)
    Attempt 386 -> Valid: 330/500 (Rejects: 0 corridor, 56 reachability)
    Attempt 398 -> Valid: 340/500 (Rejects: 0 corridor, 58 reachability)
    Attempt 409 -> Valid: 350/500 (Rejects: 0 corridor, 59 reachability)
    Attempt 426 -> Valid: 360/500 (Rejects: 0 corridor, 66 reachability)
    Attempt 437 -> Valid: 370/500 (Rejects: 0 corridor, 67 reachability)
    Attempt 450 -> Valid: 380/500 (Rejects: 0 corridor, 70 reachability)
    Attempt 462 -> Valid: 390/500 (Rejects: 0 corridor, 72 reachability)
    Attempt 477 -> Valid: 400/500 (Rejects: 0 corridor, 77 reachability)
    Attempt 487 -> Valid: 410/500 (Rejects: 0 corridor, 77 reachability)
    Attempt 497 -> Valid: 420/500 (Rejects: 0 corridor, 77 reachability)
    Attempt 511 -> Valid: 430/500 (Rejects: 0 corridor, 81 reachability)
    Attempt 525 -> Valid: 440/500 (Rejects: 0 corridor, 85 reachability)
    Attempt 536 -> Valid: 450/500 (Rejects: 0 corridor, 86 reachability)
    Attempt 548 -> Valid: 460/500 (Rejects: 0 corridor, 88 reachability)
    Attempt 560 -> Valid: 470/500 (Rejects: 0 corridor, 90 reachability)
    Attempt 572 -> Valid: 480/500 (Rejects: 0 corridor, 92 reachability)
    Attempt 582 -> Valid: 490/500 (Rejects: 0 corridor, 92 reachability)
    Attempt 592 -> Valid: 500/500 (Rejects: 0 corridor, 92 reachability)
  Validation complete in 156.22s

  --- Validating Regime: 40.0x40.0 | Density: 0.30 ---
    [INFO] Computational Raster Resolution: 0.1m
    Attempt 14 -> Valid: 10/500 (Rejects: 0 corridor, 4 reachability)
    Attempt 26 -> Valid: 20/500 (Rejects: 0 corridor, 6 reachability)
    Attempt 37 -> Valid: 30/500 (Rejects: 0 corridor, 7 reachability)
    Attempt 49 -> Valid: 40/500 (Rejects: 0 corridor, 9 reachability)
    Attempt 61 -> Valid: 50/500 (Rejects: 0 corridor, 11 reachability)
    Attempt 71 -> Valid: 60/500 (Rejects: 0 corridor, 11 reachability)
    Attempt 83 -> Valid: 70/500 (Rejects: 0 corridor, 13 reachability)
    Attempt 95 -> Valid: 80/500 (Rejects: 0 corridor, 15 reachability)
    Attempt 106 -> Valid: 90/500 (Rejects: 0 corridor, 16 reachability)
    Attempt 119 -> Valid: 100/500 (Rejects: 0 corridor, 19 reachability)
    Attempt 130 -> Valid: 110/500 (Rejects: 0 corridor, 20 reachability)
    Attempt 149 -> Valid: 120/500 (Rejects: 0 corridor, 29 reachability)
    Attempt 161 -> Valid: 130/500 (Rejects: 0 corridor, 31 reachability)
    Attempt 178 -> Valid: 140/500 (Rejects: 0 corridor, 38 reachability)
    Attempt 196 -> Valid: 150/500 (Rejects: 0 corridor, 46 reachability)
    Attempt 212 -> Valid: 160/500 (Rejects: 0 corridor, 52 reachability)
    Attempt 223 -> Valid: 170/500 (Rejects: 0 corridor, 53 reachability)
    Attempt 235 -> Valid: 180/500 (Rejects: 0 corridor, 55 reachability)
    Attempt 248 -> Valid: 190/500 (Rejects: 0 corridor, 58 reachability)
    Attempt 260 -> Valid: 200/500 (Rejects: 0 corridor, 60 reachability)
    Attempt 272 -> Valid: 210/500 (Rejects: 0 corridor, 62 reachability)
    Attempt 282 -> Valid: 220/500 (Rejects: 0 corridor, 62 reachability)
    Attempt 293 -> Valid: 230/500 (Rejects: 0 corridor, 63 reachability)
    Attempt 306 -> Valid: 240/500 (Rejects: 0 corridor, 66 reachability)
    Attempt 317 -> Valid: 250/500 (Rejects: 0 corridor, 67 reachability)
    Attempt 330 -> Valid: 260/500 (Rejects: 0 corridor, 70 reachability)
    Attempt 344 -> Valid: 270/500 (Rejects: 0 corridor, 74 reachability)
    Attempt 355 -> Valid: 280/500 (Rejects: 0 corridor, 75 reachability)
    Attempt 368 -> Valid: 290/500 (Rejects: 0 corridor, 78 reachability)
    Attempt 379 -> Valid: 300/500 (Rejects: 0 corridor, 79 reachability)
    Attempt 390 -> Valid: 310/500 (Rejects: 0 corridor, 80 reachability)
    Attempt 403 -> Valid: 320/500 (Rejects: 0 corridor, 83 reachability)
    Attempt 414 -> Valid: 330/500 (Rejects: 0 corridor, 84 reachability)
    Attempt 425 -> Valid: 340/500 (Rejects: 0 corridor, 85 reachability)
    Attempt 436 -> Valid: 350/500 (Rejects: 0 corridor, 86 reachability)
    Attempt 449 -> Valid: 360/500 (Rejects: 0 corridor, 89 reachability)
    Attempt 461 -> Valid: 370/500 (Rejects: 0 corridor, 91 reachability)
    Attempt 475 -> Valid: 380/500 (Rejects: 0 corridor, 95 reachability)
    Attempt 488 -> Valid: 390/500 (Rejects: 0 corridor, 98 reachability)
    Attempt 500 -> Valid: 400/500 (Rejects: 0 corridor, 100 reachability)
    Attempt 514 -> Valid: 410/500 (Rejects: 0 corridor, 104 reachability)
    Attempt 524 -> Valid: 420/500 (Rejects: 0 corridor, 104 reachability)
    Attempt 541 -> Valid: 430/500 (Rejects: 0 corridor, 111 reachability)
    Attempt 554 -> Valid: 440/500 (Rejects: 0 corridor, 114 reachability)
    Attempt 567 -> Valid: 450/500 (Rejects: 0 corridor, 117 reachability)
    Attempt 578 -> Valid: 460/500 (Rejects: 0 corridor, 118 reachability)
    Attempt 589 -> Valid: 470/500 (Rejects: 0 corridor, 119 reachability)
    Attempt 600 -> Valid: 480/500 (Rejects: 0 corridor, 120 reachability)
    Attempt 614 -> Valid: 490/500 (Rejects: 0 corridor, 124 reachability)
    Attempt 626 -> Valid: 500/500 (Rejects: 0 corridor, 126 reachability)
  Validation complete in 298.59s

  --- Validating Regime: 40.0x40.0 | Density: 0.35 ---
    [INFO] Computational Raster Resolution: 0.1m
    Attempt 13 -> Valid: 10/500 (Rejects: 0 corridor, 3 reachability)
    Attempt 27 -> Valid: 20/500 (Rejects: 0 corridor, 7 reachability)
    Attempt 41 -> Valid: 30/500 (Rejects: 0 corridor, 11 reachability)
    Attempt 54 -> Valid: 40/500 (Rejects: 0 corridor, 14 reachability)
    Attempt 68 -> Valid: 50/500 (Rejects: 0 corridor, 18 reachability)
    Attempt 82 -> Valid: 60/500 (Rejects: 0 corridor, 22 reachability)
    Attempt 95 -> Valid: 70/500 (Rejects: 0 corridor, 25 reachability)
    Attempt 108 -> Valid: 80/500 (Rejects: 0 corridor, 28 reachability)
    Attempt 122 -> Valid: 90/500 (Rejects: 0 corridor, 32 reachability)
    Attempt 137 -> Valid: 100/500 (Rejects: 0 corridor, 37 reachability)
    Attempt 150 -> Valid: 110/500 (Rejects: 0 corridor, 40 reachability)
    Attempt 164 -> Valid: 120/500 (Rejects: 0 corridor, 44 reachability)
    Attempt 177 -> Valid: 130/500 (Rejects: 0 corridor, 47 reachability)
    Attempt 191 -> Valid: 140/500 (Rejects: 0 corridor, 51 reachability)
    Attempt 204 -> Valid: 150/500 (Rejects: 0 corridor, 54 reachability)
    Attempt 215 -> Valid: 160/500 (Rejects: 0 corridor, 55 reachability)
    Attempt 230 -> Valid: 170/500 (Rejects: 0 corridor, 60 reachability)
    Attempt 242 -> Valid: 180/500 (Rejects: 0 corridor, 62 reachability)
    Attempt 256 -> Valid: 190/500 (Rejects: 0 corridor, 66 reachability)
    Attempt 271 -> Valid: 200/500 (Rejects: 0 corridor, 71 reachability)
    Attempt 282 -> Valid: 210/500 (Rejects: 0 corridor, 72 reachability)
    Attempt 296 -> Valid: 220/500 (Rejects: 0 corridor, 76 reachability)
    Attempt 308 -> Valid: 230/500 (Rejects: 0 corridor, 78 reachability)
    Attempt 322 -> Valid: 240/500 (Rejects: 0 corridor, 82 reachability)
    Attempt 336 -> Valid: 250/500 (Rejects: 0 corridor, 86 reachability)
    Attempt 349 -> Valid: 260/500 (Rejects: 0 corridor, 89 reachability)
    Attempt 365 -> Valid: 270/500 (Rejects: 0 corridor, 95 reachability)
    Attempt 383 -> Valid: 280/500 (Rejects: 0 corridor, 103 reachability)
    Attempt 396 -> Valid: 290/500 (Rejects: 0 corridor, 106 reachability)
    Attempt 408 -> Valid: 300/500 (Rejects: 0 corridor, 108 reachability)
    Attempt 423 -> Valid: 310/500 (Rejects: 0 corridor, 113 reachability)
    Attempt 434 -> Valid: 320/500 (Rejects: 0 corridor, 114 reachability)
