Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,9.714,13.800,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
0,drone_1,15.410,2.710,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
0,drone_2,10.653,16.662,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
0,drone_3,14.714,2.740,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
0,drone_4,9.247,12.188,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
0,drone_5,7.071,15.779,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
0,drone_6,7.363,14.467,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
0,drone_7,18.098,6.294,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
0,drone_8,15.242,2.693,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
0,drone_9,10.334,14.860,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
1,drone_0,9.614,13.700,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
1,drone_1,15.510,2.810,4.134,5.873,"11.092797176348133,18.763714404722407,0.8260425256428174;15.599384773288442,16.47854489224745,0.4165335651004275;0.762833723830036,3.4245360068545545,0.20421665227136815;3.9385803218819833,13.664051032130855,0.20045911617236797;6.033494807363818,14.90856472187422,0.8225398071188958;13.78927984224579,5.986838158322612,1.9892968571464649;16.668528233895575,10.270520708792347,1.3310750972919756;10.523481748209615,5.999507216045965,1.0434420120026808;3.9968028993891602,17.708816729416196,1.5033093150348917;8.700088156366155,7.032490320666124,2.4364948185132467;9.27559341590102,6.1292105434332464,2.0527033878766066;3.955453120605802,16.45471701188548,1.3915339319573574;12.14888211848566,10.594997775455013,2.4956081272174067;7.187598587870562,9.442043467833187,1.9227625792509708"
