Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,10.385,7.987,3.528,16.371,"5.041806061416009,8.898565042530839,2.005152003935868;3.7682918267542216,3.8292587814173245,0.21509343436795525;5.535267188760058,5.957016457808287,2.1975716571635004;10.496437785481694,13.859382489993386,2.404059190660544;7.109683329479918,10.60523440058089,1.7107240912969859;17.118394859065948,10.795564573517202,1.1792920900428059;17.01929781026279,4.022886224046143,1.9568994482722433;5.633774168254359,6.973126046903255,0.8642915701771039;16.85568517410496,9.731034018735423,2.4644008231548216;14.145754699728913,16.124913301967663,1.9471178218245397"
0,drone_1,8.428,6.320,3.528,16.371,"5.041806061416009,8.898565042530839,2.005152003935868;3.7682918267542216,3.8292587814173245,0.21509343436795525;5.535267188760058,5.957016457808287,2.1975716571635004;10.496437785481694,13.859382489993386,2.404059190660544;7.109683329479918,10.60523440058089,1.7107240912969859;17.118394859065948,10.795564573517202,1.1792920900428059;17.01929781026279,4.022886224046143,1.9568994482722433;5.633774168254359,6.973126046903255,0.8642915701771039;16.85568517410496,9.731034018735423,2.4644008231548216;14.145754699728913,16.124913301967663,1.9471178218245397"
0,drone_2,18.476,12.461,3.528,16.371,"5.041806061416009,8.898565042530839,2.005152003935868;3.7682918267542216,3.8292587814173245,0.21509343436795525;5.535267188760058,5.957016457808287,2.1975716571635004;10.496437785481694,13.859382489993386,2.404059190660544;7.109683329479918,10.60523440058089,1.7107240912969859;17.118394859065948,10.795564573517202,1.1792920900428059;17.01929781026279,4.022886224046143,1.9568994482722433;5.633774168254359,6.973126046903255,0.8642915701771039;16.85568517410496,9.731034018735423,2.4644008231548216;14.145754699728913,16.124913301967663,1.9471178218245397"
0,drone_3,10.548,3.881,3.528,16.371,"5.041806061416009,8.898565042530839,2.005152003935868;3.7682918267542216,3.8292587814173245,0.21509343436795525;5.535267188760058,5.957016457808287,2.1975716571635004;10.496437785481694,13.859382489993386,2.404059190660544;7.109683329479918,10.60523440058089,1.7107240912969859;17.118394859065948,10.795564573517202,1.1792920900428059;17.01929781026279,4.022886224046143,1.9568994482722433;5.633774168254359,6.973126046903255,0.8642915701771039;16.85568517410496,9.731034018735423,2.4644008231548216;14.145754699728913,16.124913301967663,1.9471178218245397"
0,drone_4,10.073,3.875,3.528,16.371,"5.041806061416009,8.898565042530839,2.005152003935868;3.7682918267542216,3.8292587814173245,0.21509343436795525;5.535267188760058,5.957016457808287,2.1975716571635004;10.496437785481694,13.859382489993386,2.404059190660544;7.109683329479918,10.60523440058089,1.7107240912969859;17.118394859065948,10.795564573517202,1.1792920900428059;17.01929781026279,4.022886224046143,1.9568994482722433;5.633774168254359,6.973126046903255,0.8642915701771039;16.85568517410496,9.731034018735423,2.4644008231548216;14.145754699728913,16.124913301967663,1.9471178218245397"
0,drone_5,16.845,15.468,3.528,16.371,"5.041806061416009,8.898565042530839,2.005152003935868;3.7682918267542216,3.8292587814173245,0.21509343436795525;5.535267188760058,5.957016457808287,2.1975716571635004;10.496437785481694,13.859382489993386,2.404059190660544;7.109683329479918,10.60523440058089,1.7107240912969859;17.118394859065948,10.795564573517202,1.1792920900428059;17.01929781026279,4.022886224046143,1.9568994482722433;5.633774168254359,6.973126046903255,0.8642915701771039;16.85568517410496,9.731034018735423,2.4644008231548216;14.145754699728913,16.124913301967663,1.9471178218245397"
0,drone_6,9.131,4.208,3.528,16.371,"5.041806061416009,8.898565042530839,2.005152003935868;3.7682918267542216,3.8292587814173245,0.21509343436795525;5.535267188760058,5.957016457808287,2.1975716571635004;10.496437785481694,13.859382489993386,2.404059190660544;7.109683329479918,10.60523440058089,1.7107240912969859;17.118394859065948,10.795564573517202,1.1792920900428059;17.01929781026279,4.022886224046143,1.9568994482722433;5.633774168254359,6.973126046903255,0.8642915701771039;16.85568517410496,9.731034018735423,2.4644008231548216;14.145754699728913,16.124913301967663,1.9471178218245397"
0,drone_7,3.145,4.297,3.528,16.371,"5.041806061416009,8.898565042530839,2.005152003935868;3.7682918267542216,3.8292587814173245,0.21509343436795525;5.535267188760058,5.957016457808287,2.1975716571635004;10.496437785481694,13.859382489993386,2.404059190660544;7.109683329479918,10.60523440058089,1.7107240912969859;17.118394859065948,10.795564573517202,1.1792920900428059;17.01929781026279,4.022886224046143,1.9568994482722433;5.633774168254359,6.973126046903255,0.8642915701771039;16.85568517410496,9.731034018735423,2.4644008231548216;14.145754699728913,16.124913301967663,1.9471178218245397"
0,drone_8,12.050,10.970,3.528,16.371,"5.041806061416009,8.898565042530839,2.005152003935868;3.7682918267542216,3.8292587814173245,0.21509343436795525;5.535267188760058,5.957016457808287,2.1975716571635004;10.496437785481694,13.859382489993386,2.404059190660544;7.109683329479918,10.60523440058089,1.7107240912969859;17.118394859065948,10.795564573517202,1.1792920900428059;17.01929781026279,4.022886224046143,1.9568994482722433;5.633774168254359,6.973126046903255,0.8642915701771039;16.85568517410496,9.731034018735423,2.4644008231548216;14.145754699728913,16.124913301967663,1.9471178218245397"
0,drone_9,14.756,2.273,3.528,16.371,"5.041806061416009,8.898565042530839,2.005152003935868;3.7682918267542216,3.8292587814173245,0.21509343436795525;5.535267188760058,5.957016457808287,2.1975716571635004;10.496437785481694,13.859382489993386,2.404059190660544;7.109683329479918,10.60523440058089,1.7107240912969859;17.118394859065948,10.795564573517202,1.1792920900428059;17.01929781026279,4.022886224046143,1.9568994482722433;5.633774168254359,6.973126046903255,0.8642915701771039;16.85568517410496,9.731034018735423,2.4644008231548216;14.145754699728913,16.124913301967663,1.9471178218245397"
