Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,1.838,6.108,4.117,16.156,"8.015548755986211,9.192781840971701,2.497059535889303;11.359886019626293,14.99458494642113,2.3461064541862826;4.459114737850927,5.424166327506632,1.0983012149387308;5.495257119056949,3.9165874066416126,2.3483713171511194;10.133083065594528,8.725343527683789,0.7556310954364001;13.876949609496528,8.974781410631175,2.4857767249327374;13.334852242978485,3.284940185293317,0.850712992812661"
0,drone_1,3.059,5.739,4.117,16.156,"8.015548755986211,9.192781840971701,2.497059535889303;11.359886019626293,14.99458494642113,2.3461064541862826;4.459114737850927,5.424166327506632,1.0983012149387308;5.495257119056949,3.9165874066416126,2.3483713171511194;10.133083065594528,8.725343527683789,0.7556310954364001;13.876949609496528,8.974781410631175,2.4857767249327374;13.334852242978485,3.284940185293317,0.850712992812661"
0,drone_2,2.936,6.455,4.117,16.156,"8.015548755986211,9.192781840971701,2.497059535889303;11.359886019626293,14.99458494642113,2.3461064541862826;4.459114737850927,5.424166327506632,1.0983012149387308;5.495257119056949,3.9165874066416126,2.3483713171511194;10.133083065594528,8.725343527683789,0.7556310954364001;13.876949609496528,8.974781410631175,2.4857767249327374;13.334852242978485,3.284940185293317,0.850712992812661"
0,drone_3,2.297,4.595,4.117,16.156,"8.015548755986211,9.192781840971701,2.497059535889303;11.359886019626293,14.99458494642113,2.3461064541862826;4.459114737850927,5.424166327506632,1.0983012149387308;5.495257119056949,3.9165874066416126,2.3483713171511194;10.133083065594528,8.725343527683789,0.7556310954364001;13.876949609496528,8.974781410631175,2.4857767249327374;13.334852242978485,3.284940185293317,0.850712992812661"
0,drone_4,2.376,5.622,4.117,16.156,"8.015548755986211,9.192781840971701,2.497059535889303;11.359886019626293,14.99458494642113,2.3461064541862826;4.459114737850927,5.424166327506632,1.0983012149387308;5.495257119056949,3.9165874066416126,2.3483713171511194;10.133083065594528,8.725343527683789,0.7556310954364001;13.876949609496528,8.974781410631175,2.4857767249327374;13.334852242978485,3.284940185293317,0.850712992812661"
0,drone_5,1.697,3.766,4.117,16.156,"8.015548755986211,9.192781840971701,2.497059535889303;11.359886019626293,14.99458494642113,2.3461064541862826;4.459114737850927,5.424166327506632,1.0983012149387308;5.495257119056949,3.9165874066416126,2.3483713171511194;10.133083065594528,8.725343527683789,0.7556310954364001;13.876949609496528,8.974781410631175,2.4857767249327374;13.334852242978485,3.284940185293317,0.850712992812661"
0,drone_6,2.747,3.870,4.117,16.156,"8.015548755986211,9.192781840971701,2.497059535889303;11.359886019626293,14.99458494642113,2.3461064541862826;4.459114737850927,5.424166327506632,1.0983012149387308;5.495257119056949,3.9165874066416126,2.3483713171511194;10.133083065594528,8.725343527683789,0.7556310954364001;13.876949609496528,8.974781410631175,2.4857767249327374;13.334852242978485,3.284940185293317,0.850712992812661"
0,drone_7,3.628,6.518,4.117,16.156,"8.015548755986211,9.192781840971701,2.497059535889303;11.359886019626293,14.99458494642113,2.3461064541862826;4.459114737850927,5.424166327506632,1.0983012149387308;5.495257119056949,3.9165874066416126,2.3483713171511194;10.133083065594528,8.725343527683789,0.7556310954364001;13.876949609496528,8.974781410631175,2.4857767249327374;13.334852242978485,3.284940185293317,0.850712992812661"
0,drone_8,3.046,4.521,4.117,16.156,"8.015548755986211,9.192781840971701,2.497059535889303;11.359886019626293,14.99458494642113,2.3461064541862826;4.459114737850927,5.424166327506632,1.0983012149387308;5.495257119056949,3.9165874066416126,2.3483713171511194;10.133083065594528,8.725343527683789,0.7556310954364001;13.876949609496528,8.974781410631175,2.4857767249327374;13.334852242978485,3.284940185293317,0.850712992812661"
0,drone_9,2.325,6.494,4.117,16.156,"8.015548755986211,9.192781840971701,2.497059535889303;11.359886019626293,14.99458494642113,2.3461064541862826;4.459114737850927,5.424166327506632,1.0983012149387308;5.495257119056949,3.9165874066416126,2.3483713171511194;10.133083065594528,8.725343527683789,0.7556310954364001;13.876949609496528,8.974781410631175,2.4857767249327374;13.334852242978485,3.284940185293317,0.850712992812661"
