Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,17.441,11.766,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
0,drone_1,15.339,9.759,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
0,drone_2,15.677,10.968,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
0,drone_3,16.373,9.193,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
0,drone_4,16.045,10.021,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
0,drone_5,17.672,9.335,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
0,drone_6,15.754,9.135,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
0,drone_7,15.615,11.722,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
0,drone_8,16.879,11.387,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
0,drone_9,17.591,10.196,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
1,drone_0,17.341,11.666,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
1,drone_1,15.239,9.859,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
1,drone_2,15.577,10.996,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
1,drone_3,16.384,9.293,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
1,drone_4,15.950,10.105,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
1,drone_5,17.572,9.435,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
1,drone_6,15.664,9.225,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
1,drone_7,15.515,11.689,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
1,drone_8,16.779,11.287,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
1,drone_9,17.491,10.096,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
2,drone_0,17.169,11.666,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
2,drone_1,15.091,9.859,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
2,drone_2,15.438,10.945,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
2,drone_3,16.447,9.427,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
2,drone_4,15.840,10.097,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
2,drone_5,17.405,9.468,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
2,drone_6,15.537,9.218,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
2,drone_7,15.343,11.697,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
2,drone_8,16.624,11.211,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
2,drone_9,17.319,10.096,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
3,drone_0,16.997,11.672,5.971,7.504,"12.464530030466197,16.96101384250026,2.276772635325922;0.757783365966048,3.350785506845287,0.48553271438222056;16.699975717699118,5.709979006005648,1.9415558127668366;16.425774045758956,6.909250362567602,2.044248084352385;16.169962047383518,2.5918183671081625,2.497073236131176;2.6973007032594607,3.341019000278889,0.46900247586936517;4.548923420287792,4.5253474037789045,0.8120392311831923;13.319888415367808,0.9845328113872176,0.23334325419873994;3.4411627162650227,11.491533982263544,2.4184706658554083"
