Episode,Successes,Collisions,Timeouts,Throughput,Steps,Goal_X,Goal_Y,Num_Obstacles,Mode,Fold
58,0,10,0,0.0,51,17.0,17.0,66,random,3
59,0,10,0,0.0,54,17.0,17.0,90,random,3
60,0,10,0,0.0,46,17.0,17.0,70,random,3
61,0,10,0,0.0,57,17.0,17.0,86,random,3
62,1,9,0,1.7857142857142856,56,17.0,17.0,65,random,3
63,1,9,0,1.7857142857142856,56,17.0,17.0,64,random,3
64,0,10,0,0.0,48,17.0,17.0,81,random,3
65,0,10,0,0.0,56,17.0,17.0,67,random,3
66,0,10,0,0.0,57,17.0,17.0,67,random,3
67,0,10,0,0.0,43,17.0,17.0,80,random,3
68,1,9,0,1.25,80,17.0,17.0,81,random,3
69,0,10,0,0.0,30,17.0,17.0,75,random,3
70,1,9,0,1.4285714285714286,70,17.0,17.0,93,random,3
71,0,10,0,0.0,54,17.0,17.0,86,random,3
72,0,10,0,0.0,64,17.0,17.0,63,random,3
73,0,10,0,0.0,52,17.0,17.0,58,random,3
74,0,10,0,0.0,52,17.0,17.0,93,random,3
75,0,10,0,0.0,84,17.0,17.0,57,random,3
76,0,10,0,0.0,69,17.0,17.0,60,random,3
77,1,9,0,2.0,50,17.0,17.0,55,random,3
78,0,10,0,0.0,38,17.0,17.0,74,random,3
79,0,9,1,0.0,800,17.0,17.0,84,random,3
80,1,9,0,1.0526315789473684,95,17.0,17.0,96,random,3
81,0,10,0,0.0,41,17.0,17.0,76,random,3
82,0,10,0,0.0,52,17.0,17.0,53,random,3
83,0,10,0,0.0,71,17.0,17.0,61,random,3
84,0,10,0,0.0,49,17.0,17.0,67,random,3
85,1,9,0,1.639344262295082,61,17.0,17.0,63,random,3
86,0,10,0,0.0,56,17.0,17.0,69,random,3
87,0,10,0,0.0,64,17.0,17.0,77,random,3
88,2,7,1,0.25,800,17.0,17.0,88,random,3
89,0,10,0,0.0,49,17.0,17.0,74,random,3
90,0,10,0,0.0,57,17.0,17.0,82,random,3
91,2,8,0,3.389830508474576,59,17.0,17.0,70,random,3
92,0,10,0,0.0,59,17.0,17.0,66,random,3
93,0,10,0,0.0,55,17.0,17.0,72,random,3
94,0,10,0,0.0,50,17.0,17.0,89,random,3
95,0,10,0,0.0,68,17.0,17.0,63,random,3
96,0,10,0,0.0,59,17.0,17.0,59,random,3
97,2,7,1,0.25,800,17.0,17.0,66,random,3
98,0,10,0,0.0,43,17.0,17.0,87,random,3
99,1,9,0,1.8181818181818181,55,17.0,17.0,54,random,3
100,0,10,0,0.0,50,17.0,17.0,75,random,3
1,0,10,0,0.0,37,17.0,17.0,55,clustered,3
2,0,10,0,0.0,46,17.0,17.0,41,clustered,3
3,0,10,0,0.0,31,17.0,17.0,42,clustered,3
4,0,10,0,0.0,33,17.0,17.0,61,clustered,3
5,0,10,0,0.0,35,17.0,17.0,45,clustered,3
6,0,10,0,0.0,22,17.0,17.0,50,clustered,3
7,1,9,0,1.7543859649122806,57,17.0,17.0,47,clustered,3
8,0,10,0,0.0,35,17.0,17.0,39,clustered,3
9,2,8,0,2.1739130434782608,92,17.0,17.0,41,clustered,3
10,0,10,0,0.0,25,17.0,17.0,43,clustered,3
11,0,10,0,0.0,45,17.0,17.0,52,clustered,3
12,3,7,0,4.761904761904762,63,17.0,17.0,46,clustered,3
13,4,5,1,0.5,800,17.0,17.0,39,clustered,3
14,4,6,0,7.017543859649122,57,17.0,17.0,46,clustered,3
15,0,10,0,0.0,33,17.0,17.0,37,clustered,3
16,1,8,1,0.125,800,17.0,17.0,50,clustered,3
17,0,10,0,0.0,46,17.0,17.0,49,clustered,3
18,0,9,1,0.0,800,17.0,17.0,45,clustered,3
19,2,7,1,0.25,800,17.0,17.0,46,clustered,3
20,0,10,0,0.0,47,17.0,17.0,52,clustered,3
21,0,9,1,0.0,800,17.0,17.0,47,clustered,3
22,0,10,0,0.0,36,17.0,17.0,38,clustered,3
23,0,10,0,0.0,47,17.0,17.0,48,clustered,3
24,1,9,0,1.2195121951219512,82,17.0,17.0,42,clustered,3
25,5,5,0,5.263157894736842,95,17.0,17.0,37,clustered,3
26,0,9,1,0.0,800,17.0,17.0,48,clustered,3
27,0,10,0,0.0,36,17.0,17.0,48,clustered,3
28,0,10,0,0.0,32,17.0,17.0,50,clustered,3
29,0,9,1,0.0,800,17.0,17.0,57,clustered,3
30,0,10,0,0.0,56,17.0,17.0,58,clustered,3
31,3,7,0,3.061224489795918,98,17.0,17.0,45,clustered,3
32,0,10,0,0.0,25,17.0,17.0,43,clustered,3
33,0,10,0,0.0,43,17.0,17.0,49,clustered,3
34,0,10,0,0.0,57,17.0,17.0,42,clustered,3
35,3,7,0,4.166666666666666,72,17.0,17.0,36,clustered,3
36,1,9,0,1.7857142857142856,56,17.0,17.0,57,clustered,3
37,3,6,1,0.375,800,17.0,17.0,55,clustered,3
38,1,9,0,1.5151515151515151,66,17.0,17.0,39,clustered,3
39,1,9,0,1.1904761904761905,84,17.0,17.0,40,clustered,3
40,0,10,0,0.0,50,17.0,17.0,54,clustered,3
41,0,10,0,0.0,54,17.0,17.0,45,clustered,3
42,3,6,1,0.375,800,17.0,17.0,57,clustered,3
43,0,9,1,0.0,800,17.0,17.0,37,clustered,3
44,0,10,0,0.0,32,17.0,17.0,33,clustered,3
45,1,8,1,0.125,800,17.0,17.0,50,clustered,3
46,0,10,0,0.0,45,17.0,17.0,30,clustered,3
47,1,8,1,0.125,800,17.0,17.0,47,clustered,3
48,0,10,0,0.0,51,17.0,17.0,41,clustered,3
49,0,10,0,0.0,35,17.0,17.0,46,clustered,3
50,6,3,1,0.75,800,17.0,17.0,35,clustered,3
51,3,7,0,4.918032786885246,61,17.0,17.0,39,clustered,3
52,0,10,0,0.0,25,17.0,17.0,41,clustered,3
53,0,10,0,0.0,53,17.0,17.0,58,clustered,3
54,2,8,0,2.2988505747126435,87,17.0,17.0,57,clustered,3
55,3,6,1,0.375,800,17.0,17.0,52,clustered,3
56,1,9,0,1.4705882352941175,68,17.0,17.0,37,clustered,3
57,1,9,0,1.0101010101010102,99,17.0,17.0,54,clustered,3
58,0,10,0,0.0,57,17.0,17.0,56,clustered,3
59,0,10,0,0.0,41,17.0,17.0,45,clustered,3
60,4,6,0,5.0,80,17.0,17.0,38,clustered,3
61,0,9,1,0.0,800,17.0,17.0,57,clustered,3
62,1,8,1,0.125,800,17.0,17.0,31,clustered,3
63,1,9,0,1.3333333333333335,75,17.0,17.0,37,clustered,3
64,1,9,0,0.9615384615384616,104,17.0,17.0,39,clustered,3
65,0,10,0,0.0,62,17.0,17.0,57,clustered,3
66,0,10,0,0.0,39,17.0,17.0,44,clustered,3
67,0,10,0,0.0,31,17.0,17.0,48,clustered,3
68,0,10,0,0.0,39,17.0,17.0,38,clustered,3
69,2,8,0,2.564102564102564,78,17.0,17.0,45,clustered,3
70,0,10,0,0.0,53,17.0,17.0,45,clustered,3
71,1,8,1,0.125,800,17.0,17.0,40,clustered,3
72,1,9,0,1.0204081632653061,98,17.0,17.0,47,clustered,3
73,1,9,0,1.3157894736842104,76,17.0,17.0,51,clustered,3
74,0,10,0,0.0,43,17.0,17.0,38,clustered,3
75,3,6,1,0.375,800,17.0,17.0,42,clustered,3
76,0,10,0,0.0,50,17.0,17.0,46,clustered,3
77,0,10,0,0.0,28,17.0,17.0,62,clustered,3
78,1,9,0,1.282051282051282,78,17.0,17.0,59,clustered,3
79,2,8,0,3.4482758620689653,58,17.0,17.0,45,clustered,3
80,1,9,0,1.4925373134328357,67,17.0,17.0,30,clustered,3
81,0,10,0,0.0,46,17.0,17.0,51,clustered,3
82,4,6,0,6.666666666666667,60,17.0,17.0,58,clustered,3
83,4,5,1,0.5,800,17.0,17.0,50,clustered,3
84,0,10,0,0.0,38,17.0,17.0,45,clustered,3
85,3,7,0,4.0,75,17.0,17.0,39,clustered,3
86,0,10,0,0.0,44,17.0,17.0,59,clustered,3
87,0,10,0,0.0,42,17.0,17.0,43,clustered,3
88,0,9,1,0.0,800,17.0,17.0,50,clustered,3
89,0,9,1,0.0,800,17.0,17.0,60,clustered,3
90,1,9,0,1.9230769230769231,52,17.0,17.0,54,clustered,3
91,5,5,0,5.208333333333334,96,17.0,17.0,49,clustered,3
92,1,8,1,0.125,800,17.0,17.0,38,clustered,3
93,8,1,1,1.0,800,17.0,17.0,45,clustered,3
94,2,7,1,0.25,800,17.0,17.0,35,clustered,3
95,0,10,0,0.0,35,17.0,17.0,62,clustered,3
96,0,10,0,0.0,62,17.0,17.0,51,clustered,3
97,3,6,1,0.375,800,17.0,17.0,39,clustered,3
98,2,7,1,0.25,800,17.0,17.0,37,clustered,3
99,0,10,0,0.0,62,17.0,17.0,44,clustered,3
100,0,10,0,0.0,52,17.0,17.0,69,clustered,3
1,0,10,0,0.0,43,17.0,17.0,71,random,4
2,0,10,0,0.0,59,17.0,17.0,54,random,4
3,0,10,0,0.0,65,17.0,17.0,72,random,4
4,0,10,0,0.0,86,17.0,17.0,55,random,4
5,0,10,0,0.0,41,17.0,17.0,78,random,4
6,0,10,0,0.0,85,17.0,17.0,75,random,4
7,0,10,0,0.0,46,17.0,17.0,58,random,4
8,0,10,0,0.0,56,17.0,17.0,52,random,4
9,0,10,0,0.0,41,17.0,17.0,66,random,4
10,0,10,0,0.0,51,17.0,17.0,66,random,4
11,0,10,0,0.0,47,17.0,17.0,74,random,4
12,0,10,0,0.0,50,17.0,17.0,84,random,4
13,0,10,0,0.0,70,17.0,17.0,56,random,4
14,0,10,0,0.0,56,17.0,17.0,85,random,4
15,0,9,1,0.0,800,17.0,17.0,61,random,4
16,0,10,0,0.0,70,17.0,17.0,84,random,4
17,0,10,0,0.0,58,17.0,17.0,59,random,4
18,0,10,0,0.0,48,17.0,17.0,79,random,4
19,0,10,0,0.0,63,17.0,17.0,81,random,4
20,1,8,1,0.125,800,17.0,17.0,62,random,4
21,0,10,0,0.0,52,17.0,17.0,77,random,4
22,0,10,0,0.0,74,17.0,17.0,58,random,4
23,0,10,0,0.0,57,17.0,17.0,66,random,4
24,0,10,0,0.0,26,17.0,17.0,90,random,4
25,0,10,0,0.0,56,17.0,17.0,61,random,4
26,2,8,0,2.9850746268656714,67,17.0,17.0,98,random,4
27,0,10,0,0.0,51,17.0,17.0,88,random,4
28,0,10,0,0.0,67,17.0,17.0,101,random,4
29,0,10,0,0.0,56,17.0,17.0,94,random,4
30,0,10,0,0.0,28,17.0,17.0,75,random,4
31,0,10,0,0.0,50,17.0,17.0,100,random,4
32,0,9,1,0.0,800,17.0,17.0,86,random,4
33,1,9,0,1.3888888888888888,72,17.0,17.0,59,random,4
34,0,10,0,0.0,83,17.0,17.0,50,random,4
35,0,10,0,0.0,77,17.0,17.0,74,random,4
36,1,9,0,1.1627906976744187,86,17.0,17.0,48,random,4
37,0,10,0,0.0,55,17.0,17.0,96,random,4
38,0,10,0,0.0,43,17.0,17.0,67,random,4
39,0,10,0,0.0,57,17.0,17.0,66,random,4
40,0,10,0,0.0,34,17.0,17.0,67,random,4
41,0,10,0,0.0,57,17.0,17.0,102,random,4
42,0,10,0,0.0,61,17.0,17.0,58,random,4
43,0,10,0,0.0,32,17.0,17.0,77,random,4
44,0,10,0,0.0,66,17.0,17.0,71,random,4
45,0,10,0,0.0,50,17.0,17.0,58,random,4
46,0,10,0,0.0,61,17.0,17.0,60,random,4
47,0,9,1,0.0,800,17.0,17.0,64,random,4
48,0,9,1,0.0,800,17.0,17.0,90,random,4
49,0,10,0,0.0,54,17.0,17.0,97,random,4
50,0,10,0,0.0,73,17.0,17.0,59,random,4
51,0,10,0,0.0,49,17.0,17.0,61,random,4
52,0,10,0,0.0,44,17.0,17.0,61,random,4
53,0,10,0,0.0,52,17.0,17.0,51,random,4
54,0,10,0,0.0,33,17.0,17.0,79,random,4
55,0,10,0,0.0,47,17.0,17.0,53,random,4
56,0,9,1,0.0,800,17.0,17.0,66,random,4
57,0,10,0,0.0,49,17.0,17.0,82,random,4
58,0,10,0,0.0,63,17.0,17.0,59,random,4
59,0,10,0,0.0,68,17.0,17.0,42,random,4
60,0,10,0,0.0,46,17.0,17.0,84,random,4
61,0,10,0,0.0,49,17.0,17.0,90,random,4
62,0,10,0,0.0,51,17.0,17.0,66,random,4
63,2,8,0,2.857142857142857,70,17.0,17.0,79,random,4
64,2,8,0,3.7037037037037033,54,17.0,17.0,49,random,4
65,0,10,0,0.0,74,17.0,17.0,68,random,4
66,0,10,0,0.0,54,17.0,17.0,68,random,4
67,0,10,0,0.0,50,17.0,17.0,75,random,4
68,0,10,0,0.0,56,17.0,17.0,58,random,4
69,0,10,0,0.0,51,17.0,17.0,65,random,4
70,0,10,0,0.0,82,17.0,17.0,47,random,4
71,0,10,0,0.0,59,17.0,17.0,47,random,4
72,0,10,0,0.0,48,17.0,17.0,83,random,4
73,0,10,0,0.0,69,17.0,17.0,78,random,4
74,0,10,0,0.0,53,17.0,17.0,57,random,4
75,0,10,0,0.0,71,17.0,17.0,79,random,4
76,0,10,0,0.0,49,17.0,17.0,81,random,4
77,3,7,0,3.614457831325301,83,17.0,17.0,79,random,4
78,0,10,0,0.0,64,17.0,17.0,63,random,4
79,0,10,0,0.0,68,17.0,17.0,92,random,4
80,0,10,0,0.0,49,17.0,17.0,66,random,4
81,1,9,0,1.7543859649122806,57,17.0,17.0,66,random,4
82,0,10,0,0.0,39,17.0,17.0,70,random,4
83,0,10,0,0.0,90,17.0,17.0,64,random,4
84,0,10,0,0.0,45,17.0,17.0,62,random,4
85,0,10,0,0.0,81,17.0,17.0,81,random,4
86,0,10,0,0.0,52,17.0,17.0,91,random,4
87,0,10,0,0.0,74,17.0,17.0,72,random,4
88,0,10,0,0.0,50,17.0,17.0,83,random,4
89,0,10,0,0.0,74,17.0,17.0,43,random,4
90,0,10,0,0.0,64,17.0,17.0,77,random,4
91,0,10,0,0.0,48,17.0,17.0,68,random,4
92,0,10,0,0.0,63,17.0,17.0,80,random,4
93,0,10,0,0.0,50,17.0,17.0,56,random,4
94,0,9,1,0.0,800,17.0,17.0,67,random,4
95,0,10,0,0.0,86,17.0,17.0,69,random,4
96,1,9,0,1.4492753623188406,69,17.0,17.0,57,random,4
97,0,10,0,0.0,89,17.0,17.0,58,random,4
98,0,10,0,0.0,66,17.0,17.0,71,random,4
99,0,9,1,0.0,800,17.0,17.0,86,random,4
100,0,10,0,0.0,45,17.0,17.0,81,random,4
1,0,10,0,0.0,73,17.0,17.0,58,clustered,4
2,0,10,0,0.0,39,17.0,17.0,55,clustered,4
3,0,10,0,0.0,52,17.0,17.0,41,clustered,4
4,0,10,0,0.0,26,17.0,17.0,56,clustered,4
5,5,4,1,0.625,800,17.0,17.0,51,clustered,4
6,0,10,0,0.0,42,17.0,17.0,56,clustered,4
7,0,9,1,0.0,800,17.0,17.0,55,clustered,4
8,0,10,0,0.0,28,17.0,17.0,36,clustered,4
9,0,10,0,0.0,40,17.0,17.0,51,clustered,4
10,0,10,0,0.0,33,17.0,17.0,68,clustered,4
11,0,10,0,0.0,40,17.0,17.0,37,clustered,4
12,4,5,1,0.5,800,17.0,17.0,33,clustered,4
13,0,10,0,0.0,39,17.0,17.0,64,clustered,4
14,3,7,0,4.3478260869565215,69,17.0,17.0,58,clustered,4
15,0,10,0,0.0,37,17.0,17.0,49,clustered,4
16,2,8,0,3.571428571428571,56,17.0,17.0,43,clustered,4
17,0,10,0,0.0,43,17.0,17.0,49,clustered,4
18,0,10,0,0.0,25,17.0,17.0,43,clustered,4
19,0,10,0,0.0,31,17.0,17.0,36,clustered,4
20,0,10,0,0.0,32,17.0,17.0,48,clustered,4
21,0,10,0,0.0,31,17.0,17.0,43,clustered,4
22,0,10,0,0.0,50,17.0,17.0,35,clustered,4
23,5,5,0,7.042253521126761,71,17.0,17.0,51,clustered,4
24,0,10,0,0.0,34,17.0,17.0,41,clustered,4
25,0,10,0,0.0,36,17.0,17.0,52,clustered,4
26,1,9,0,1.5384615384615385,65,17.0,17.0,51,clustered,4
27,0,10,0,0.0,58,17.0,17.0,43,clustered,4
28,0,10,0,0.0,34,17.0,17.0,58,clustered,4
29,2,8,0,3.125,64,17.0,17.0,46,clustered,4
30,3,7,0,4.477611940298507,67,17.0,17.0,37,clustered,4
31,0,10,0,0.0,39,17.0,17.0,70,clustered,4
32,5,4,1,0.625,800,17.0,17.0,45,clustered,4
33,1,9,0,1.1764705882352942,85,17.0,17.0,45,clustered,4
34,3,6,1,0.375,800,17.0,17.0,32,clustered,4
35,6,4,0,8.21917808219178,73,17.0,17.0,39,clustered,4
36,2,8,0,3.571428571428571,56,17.0,17.0,52,clustered,4
37,0,9,1,0.0,800,17.0,17.0,45,clustered,4
38,0,10,0,0.0,49,17.0,17.0,65,clustered,4
39,0,10,0,0.0,30,17.0,17.0,61,clustered,4
40,0,9,1,0.0,800,17.0,17.0,54,clustered,4
41,0,10,0,0.0,24,17.0,17.0,46,clustered,4
42,0,10,0,0.0,29,17.0,17.0,61,clustered,4
43,0,10,0,0.0,34,17.0,17.0,55,clustered,4
44,6,3,1,0.75,800,17.0,17.0,51,clustered,4
45,7,3,0,9.58904109589041,73,17.0,17.0,49,clustered,4
46,0,10,0,0.0,26,17.0,17.0,43,clustered,4
47,0,10,0,0.0,28,17.0,17.0,42,clustered,4
48,2,8,0,3.1746031746031744,63,17.0,17.0,46,clustered,4
49,2,8,0,3.571428571428571,56,17.0,17.0,42,clustered,4
50,0,10,0,0.0,29,17.0,17.0,44,clustered,4
51,2,7,1,0.25,800,17.0,17.0,38,clustered,4
52,0,10,0,0.0,50,17.0,17.0,49,clustered,4
53,0,10,0,0.0,79,17.0,17.0,37,clustered,4
54,3,7,0,5.084745762711865,59,17.0,17.0,38,clustered,4
55,0,10,0,0.0,37,17.0,17.0,58,clustered,4
56,0,10,0,0.0,34,17.0,17.0,50,clustered,4
57,0,10,0,0.0,32,17.0,17.0,51,clustered,4
58,0,10,0,0.0,40,17.0,17.0,41,clustered,4
59,2,7,1,0.25,800,17.0,17.0,38,clustered,4
60,3,6,1,0.375,800,17.0,17.0,49,clustered,4
61,0,10,0,0.0,55,17.0,17.0,37,clustered,4
62,0,10,0,0.0,41,17.0,17.0,37,clustered,4
63,0,10,0,0.0,29,17.0,17.0,62,clustered,4
64,0,10,0,0.0,58,17.0,17.0,53,clustered,4
65,2,7,1,0.25,800,17.0,17.0,60,clustered,4
66,0,10,0,0.0,29,17.0,17.0,43,clustered,4
67,0,10,0,0.0,29,17.0,17.0,53,clustered,4
68,0,10,0,0.0,56,17.0,17.0,52,clustered,4
69,5,4,1,0.625,800,17.0,17.0,48,clustered,4
70,0,10,0,0.0,30,17.0,17.0,50,clustered,4
71,0,10,0,0.0,50,17.0,17.0,53,clustered,4
72,2,8,0,2.941176470588235,68,17.0,17.0,46,clustered,4
73,0,10,0,0.0,29,17.0,17.0,44,clustered,4
74,0,10,0,0.0,58,17.0,17.0,56,clustered,4
75,0,10,0,0.0,53,17.0,17.0,60,clustered,4
76,1,9,0,1.3513513513513513,74,17.0,17.0,42,clustered,4
77,2,8,0,3.0303030303030303,66,17.0,17.0,40,clustered,4
78,0,10,0,0.0,25,17.0,17.0,47,clustered,4
79,0,10,0,0.0,25,17.0,17.0,54,clustered,4
80,1,9,0,1.1111111111111112,90,17.0,17.0,35,clustered,4
81,1,9,0,1.3888888888888888,72,17.0,17.0,36,clustered,4
82,2,8,0,3.7735849056603774,53,17.0,17.0,44,clustered,4
83,0,10,0,0.0,42,17.0,17.0,31,clustered,4
84,2,8,0,3.125,64,17.0,17.0,44,clustered,4
85,0,10,0,0.0,31,17.0,17.0,63,clustered,4
86,0,9,1,0.0,800,17.0,17.0,53,clustered,4
87,0,10,0,0.0,40,17.0,17.0,67,clustered,4
88,2,8,0,3.225806451612903,62,17.0,17.0,67,clustered,4
89,2,8,0,3.278688524590164,61,17.0,17.0,57,clustered,4
90,0,10,0,0.0,30,17.0,17.0,64,clustered,4
91,0,10,0,0.0,26,17.0,17.0,54,clustered,4
92,2,8,0,2.197802197802198,91,17.0,17.0,49,clustered,4
93,0,10,0,0.0,27,17.0,17.0,36,clustered,4
94,0,10,0,0.0,54,17.0,17.0,51,clustered,4
95,0,10,0,0.0,45,17.0,17.0,45,clustered,4
96,7,3,0,9.333333333333334,75,17.0,17.0,29,clustered,4
97,2,7,1,0.25,800,17.0,17.0,53,clustered,4
98,2,8,0,1.9607843137254901,102,17.0,17.0,67,clustered,4
99,0,10,0,0.0,39,17.0,17.0,59,clustered,4
100,0,10,0,0.0,43,17.0,17.0,47,clustered,4
1,0,10,0,0.0,43,17.0,17.0,68,random,5
2,0,10,0,0.0,51,17.0,17.0,94,random,5
3,0,10,0,0.0,35,17.0,17.0,78,random,5
4,1,9,0,0.9803921568627451,102,17.0,17.0,66,random,5
5,1,9,0,1.5151515151515151,66,17.0,17.0,65,random,5
6,0,10,0,0.0,51,17.0,17.0,67,random,5
7,0,10,0,0.0,42,17.0,17.0,76,random,5
8,1,9,0,1.8181818181818181,55,17.0,17.0,34,random,5
9,0,10,0,0.0,46,17.0,17.0,79,random,5
10,0,10,0,0.0,46,17.0,17.0,110,random,5
11,0,10,0,0.0,58,17.0,17.0,72,random,5
12,1,8,1,0.125,800,17.0,17.0,92,random,5
13,0,10,0,0.0,41,17.0,17.0,86,random,5
14,1,9,0,1.9230769230769231,52,17.0,17.0,66,random,5
15,0,10,0,0.0,76,17.0,17.0,58,random,5
16,0,10,0,0.0,74,17.0,17.0,96,random,5
17,0,9,1,0.0,800,17.0,17.0,76,random,5
18,0,9,1,0.0,800,17.0,17.0,53,random,5
19,0,10,0,0.0,56,17.0,17.0,77,random,5
20,0,10,0,0.0,62,17.0,17.0,83,random,5
21,0,10,0,0.0,49,17.0,17.0,64,random,5
22,1,9,0,1.3333333333333335,75,17.0,17.0,66,random,5
23,0,10,0,0.0,43,17.0,17.0,67,random,5
24,0,10,0,0.0,37,17.0,17.0,79,random,5
25,2,8,0,2.7777777777777777,72,17.0,17.0,89,random,5
26,0,10,0,0.0,74,17.0,17.0,49,random,5
27,0,10,0,0.0,46,17.0,17.0,57,random,5
28,0,10,0,0.0,57,17.0,17.0,84,random,5
29,0,10,0,0.0,35,17.0,17.0,90,random,5
30,1,9,0,2.4390243902439024,41,17.0,17.0,96,random,5
31,0,10,0,0.0,60,17.0,17.0,69,random,5
32,0,10,0,0.0,57,17.0,17.0,63,random,5
33,0,9,1,0.0,800,17.0,17.0,105,random,5
34,0,10,0,0.0,67,17.0,17.0,69,random,5
35,0,10,0,0.0,60,17.0,17.0,92,random,5
36,0,10,0,0.0,30,17.0,17.0,80,random,5
37,0,10,0,0.0,57,17.0,17.0,71,random,5
38,0,10,0,0.0,57,17.0,17.0,87,random,5
39,0,10,0,0.0,48,17.0,17.0,91,random,5
40,0,10,0,0.0,51,17.0,17.0,81,random,5
41,0,10,0,0.0,33,17.0,17.0,90,random,5
42,0,10,0,0.0,71,17.0,17.0,70,random,5
43,0,10,0,0.0,44,17.0,17.0,73,random,5
44,0,10,0,0.0,52,17.0,17.0,81,random,5
45,0,10,0,0.0,48,17.0,17.0,55,random,5
46,1,9,0,1.1111111111111112,90,17.0,17.0,78,random,5
47,1,8,1,0.125,800,17.0,17.0,65,random,5
48,0,10,0,0.0,53,17.0,17.0,85,random,5
49,3,7,0,2.7027027027027026,111,17.0,17.0,92,random,5
50,0,10,0,0.0,55,17.0,17.0,93,random,5
51,0,10,0,0.0,68,17.0,17.0,63,random,5
52,3,7,0,3.9473684210526314,76,17.0,17.0,73,random,5
53,1,9,0,1.7241379310344827,58,17.0,17.0,94,random,5
54,0,10,0,0.0,46,17.0,17.0,79,random,5
55,0,10,0,0.0,55,17.0,17.0,78,random,5
56,0,10,0,0.0,46,17.0,17.0,71,random,5
57,0,9,1,0.0,800,17.0,17.0,76,random,5
58,0,10,0,0.0,43,17.0,17.0,68,random,5
59,0,10,0,0.0,49,17.0,17.0,59,random,5
60,0,10,0,0.0,54,17.0,17.0,75,random,5
61,2,7,1,0.25,800,17.0,17.0,83,random,5
62,0,10,0,0.0,84,17.0,17.0,96,random,5
63,4,6,0,4.49438202247191,89,17.0,17.0,80,random,5
64,0,10,0,0.0,56,17.0,17.0,69,random,5
65,1,9,0,1.1363636363636365,88,17.0,17.0,75,random,5
66,0,10,0,0.0,43,17.0,17.0,77,random,5
67,2,8,0,3.225806451612903,62,17.0,17.0,59,random,5
68,3,7,0,3.3707865168539324,89,17.0,17.0,52,random,5
69,0,10,0,0.0,43,17.0,17.0,53,random,5
70,0,9,1,0.0,800,17.0,17.0,76,random,5
71,0,10,0,0.0,53,17.0,17.0,89,random,5
72,0,10,0,0.0,46,17.0,17.0,114,random,5
73,1,9,0,1.4492753623188406,69,17.0,17.0,67,random,5
74,0,10,0,0.0,42,17.0,17.0,92,random,5
75,3,7,0,4.545454545454546,66,17.0,17.0,60,random,5
76,0,10,0,0.0,62,17.0,17.0,68,random,5
77,1,8,1,0.125,800,17.0,17.0,63,random,5
78,0,10,0,0.0,57,17.0,17.0,96,random,5
79,0,10,0,0.0,48,17.0,17.0,99,random,5
80,0,10,0,0.0,41,17.0,17.0,80,random,5
81,2,8,0,3.278688524590164,61,17.0,17.0,59,random,5
82,0,10,0,0.0,56,17.0,17.0,61,random,5
83,0,10,0,0.0,45,17.0,17.0,74,random,5
84,2,8,0,3.076923076923077,65,17.0,17.0,75,random,5
85,0,10,0,0.0,66,17.0,17.0,84,random,5
86,0,9,1,0.0,800,17.0,17.0,67,random,5
87,0,10,0,0.0,80,17.0,17.0,61,random,5
88,3,7,0,3.125,96,17.0,17.0,69,random,5
89,0,10,0,0.0,52,17.0,17.0,71,random,5
90,0,10,0,0.0,51,17.0,17.0,62,random,5
91,0,10,0,0.0,29,17.0,17.0,34,random,5
92,4,6,0,4.49438202247191,89,17.0,17.0,70,random,5
93,0,10,0,0.0,55,17.0,17.0,74,random,5
94,0,10,0,0.0,48,17.0,17.0,87,random,5
95,0,10,0,0.0,40,17.0,17.0,73,random,5
96,0,10,0,0.0,44,17.0,17.0,66,random,5
97,0,10,0,0.0,42,17.0,17.0,88,random,5
98,0,10,0,0.0,47,17.0,17.0,71,random,5
99,0,10,0,0.0,58,17.0,17.0,71,random,5
100,0,10,0,0.0,47,17.0,17.0,64,random,5
1,1,8,1,0.125,800,17.0,17.0,38,clustered,5
2,0,10,0,0.0,39,17.0,17.0,41,clustered,5
3,0,10,0,0.0,25,17.0,17.0,42,clustered,5
4,0,10,0,0.0,24,17.0,17.0,60,clustered,5
5,1,9,0,1.0,100,17.0,17.0,35,clustered,5
6,1,8,1,0.125,800,17.0,17.0,46,clustered,5
7,0,10,0,0.0,42,17.0,17.0,48,clustered,5
8,1,8,1,0.125,800,17.0,17.0,40,clustered,5
9,0,10,0,0.0,65,17.0,17.0,55,clustered,5
10,0,10,0,0.0,43,17.0,17.0,51,clustered,5
11,0,10,0,0.0,45,17.0,17.0,52,clustered,5
12,0,10,0,0.0,38,17.0,17.0,41,clustered,5
13,6,3,1,0.75,800,17.0,17.0,54,clustered,5
14,1,9,0,1.25,80,17.0,17.0,44,clustered,5
15,0,9,1,0.0,800,17.0,17.0,55,clustered,5
16,4,6,0,7.547169811320755,53,17.0,17.0,40,clustered,5
17,0,10,0,0.0,67,17.0,17.0,38,clustered,5
18,5,4,1,0.625,800,17.0,17.0,36,clustered,5
19,0,10,0,0.0,23,17.0,17.0,46,clustered,5
20,0,10,0,0.0,34,17.0,17.0,50,clustered,5
21,0,9,1,0.0,800,17.0,17.0,33,clustered,5
22,5,5,0,6.329113924050633,79,17.0,17.0,40,clustered,5
23,0,10,0,0.0,29,17.0,17.0,42,clustered,5
24,0,10,0,0.0,63,17.0,17.0,48,clustered,5
