Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,4.4134,4.9103,17.0000,17.0000,"8.085,8.061,1.436;10.204,12.924,0.903;6.858,14.155,1.466;9.460,11.823,1.039;13.206,9.463,1.192;7.230,10.451,0.870;9.039,10.382,0.988"
0,drone_1,3.3165,2.0551,17.0000,17.0000,"8.085,8.061,1.436;10.204,12.924,0.903;6.858,14.155,1.466;9.460,11.823,1.039;13.206,9.463,1.192;7.230,10.451,0.870;9.039,10.382,0.988"
0,drone_2,4.6666,2.5208,17.0000,17.0000,"8.085,8.061,1.436;10.204,12.924,0.903;6.858,14.155,1.466;9.460,11.823,1.039;13.206,9.463,1.192;7.230,10.451,0.870;9.039,10.382,0.988"
0,drone_3,4.8520,3.6211,17.0000,17.0000,"8.085,8.061,1.436;10.204,12.924,0.903;6.858,14.155,1.466;9.460,11.823,1.039;13.206,9.463,1.192;7.230,10.451,0.870;9.039,10.382,0.988"
0,drone_4,2.1281,4.3015,17.0000,17.0000,"8.085,8.061,1.436;10.204,12.924,0.903;6.858,14.155,1.466;9.460,11.823,1.039;13.206,9.463,1.192;7.230,10.451,0.870;9.039,10.382,0.988"
0,drone_5,2.7382,2.6123,17.0000,17.0000,"8.085,8.061,1.436;10.204,12.924,0.903;6.858,14.155,1.466;9.460,11.823,1.039;13.206,9.463,1.192;7.230,10.451,0.870;9.039,10.382,0.988"
0,drone_6,2.9934,4.2494,17.0000,17.0000,"8.085,8.061,1.436;10.204,12.924,0.903;6.858,14.155,1.466;9.460,11.823,1.039;13.206,9.463,1.192;7.230,10.451,0.870;9.039,10.382,0.988"
0,drone_7,2.9191,3.4140,17.0000,17.0000,"8.085,8.061,1.436;10.204,12.924,0.903;6.858,14.155,1.466;9.460,11.823,1.039;13.206,9.463,1.192;7.230,10.451,0.870;9.039,10.382,0.988"
0,drone_8,3.5991,4.8905,17.0000,17.0000,"8.085,8.061,1.436;10.204,12.924,0.903;6.858,14.155,1.466;9.460,11.823,1.039;13.206,9.463,1.192;7.230,10.451,0.870;9.039,10.382,0.988"
0,drone_9,3.9558,4.1013,17.0000,17.0000,"8.085,8.061,1.436;10.204,12.924,0.903;6.858,14.155,1.466;9.460,11.823,1.039;13.206,9.463,1.192;7.230,10.451,0.870;9.039,10.382,0.988"
