Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,4.4475,4.3495,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
0,drone_1,4.6160,2.1089,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
0,drone_2,4.6648,2.9457,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
0,drone_3,3.4334,2.7692,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
0,drone_4,2.5127,2.5182,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
0,drone_5,3.4773,4.0190,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
0,drone_6,2.4861,3.9017,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
0,drone_7,2.1597,4.7835,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
0,drone_8,3.2946,4.8575,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
0,drone_9,4.9993,3.7555,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
1,drone_0,4.5470,4.4126,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
1,drone_1,4.7160,2.1765,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
1,drone_2,4.7595,3.0457,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
1,drone_3,3.5165,2.8530,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
1,drone_4,2.5796,2.5886,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
1,drone_5,3.5629,4.1080,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
1,drone_6,2.5861,3.9709,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
1,drone_7,2.1879,4.8835,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
1,drone_8,3.3812,4.9389,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
1,drone_9,5.0722,3.8033,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
2,drone_0,4.7227,4.5081,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
2,drone_1,4.8938,2.2681,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
2,drone_2,4.9097,3.1778,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
2,drone_3,3.6685,2.9741,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
2,drone_4,2.7110,2.6972,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
2,drone_5,3.7133,4.2308,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
2,drone_6,2.7668,4.0535,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
2,drone_7,2.2422,5.0457,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
2,drone_8,3.5357,5.0659,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
2,drone_9,5.2192,3.8813,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
3,drone_0,4.9021,4.5965,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
3,drone_1,5.0771,2.3481,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
3,drone_2,5.0733,3.2929,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
3,drone_3,3.8318,3.0896,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
3,drone_4,2.8659,2.8237,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
3,drone_5,3.8722,4.3522,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
3,drone_6,2.9409,4.1520,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
3,drone_7,2.3078,5.2346,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
3,drone_8,3.6991,5.1811,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
3,drone_9,5.4034,3.9592,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
4,drone_0,5.0836,4.6805,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
4,drone_1,5.2654,2.4156,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
4,drone_2,5.2479,3.3905,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
4,drone_3,4.0000,3.1979,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
4,drone_4,3.0205,2.9506,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
4,drone_5,4.0355,4.4677,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
4,drone_6,3.1078,4.2623,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
4,drone_7,2.3993,5.4125,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
4,drone_8,3.8700,5.2850,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
4,drone_9,5.5908,4.0289,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
5,drone_0,5.2664,4.7617,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
5,drone_1,5.4574,2.4715,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
5,drone_2,5.4294,3.4743,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
5,drone_3,4.1710,3.3015,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
5,drone_4,3.1710,3.0823,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
5,drone_5,4.2028,4.5773,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
5,drone_6,3.2666,4.3839,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
5,drone_7,2.5092,5.5796,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
5,drone_8,4.0454,5.3811,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
5,drone_9,5.7806,4.0919,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
6,drone_0,5.4500,4.8410,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
6,drone_1,5.6527,2.5148,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
6,drone_2,5.6163,3.5456,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
6,drone_3,4.3438,3.4023,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
6,drone_4,3.3147,3.2215,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
6,drone_5,4.3738,4.6810,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
6,drone_6,3.4175,4.5151,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
6,drone_7,2.6324,5.7371,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
6,drone_8,4.2234,5.4723,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
6,drone_9,5.9720,4.1499,17.0000,17.0000,"10.951,11.242,0.934;6.845,13.125,1.069;8.714,11.722,0.913;13.376,5.014,1.283;7.940,11.598,1.373;10.652,14.431,0.617;13.838,13.191,1.089"
