Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,5.442,16.146,12.920,9.185,"19.69509310185909,13.584322304016217,0.28951173132777014;11.101093981244233,14.073412344378289,1.8702581670520986;3.065982194140072,1.5527631605905243,0.22543808060937973;18.929947200152426,3.984253148607346,0.2729461184047112;2.232380074668104,13.547314198962919,0.9679636028512215;19.462153058393213,8.89753492236418,0.29490029982689825;2.5548107328482055,8.97970448914831,1.2760139926765939;15.719198361152344,9.037930047190233,0.43886917431123;2.9998122610818783,2.7221564598390864,0.4264957091776785;9.779113657592834,14.13445413432428,0.473768923607201;8.487910151251706,16.72031233376728,0.3169555361114006;6.473685576987031,6.90031031927241,0.3624625717823873;14.380980861628125,3.73742251561746,1.3933982725082936;15.964562206723107,2.268875753849387,0.33146497518385465;17.90427930564302,14.855213966836315,0.9494750905873597;3.2413505851156463,6.82200599004541,0.6627929938220751;18.42684447506207,19.578152668140607,0.3116927188260489;2.1997753419896466,15.699362220058077,0.27413877560524424;3.650738233780442,4.385419106444477,1.1103303930474562;17.76680916540757,5.830920377985593,0.2766388064950213;5.039994316487362,8.51754852445366,0.24657394754583067;18.44303034319279,7.6177452144927456,0.25741434624666454;10.536059864422693,12.76960214752301,1.185373625959472;16.912582764864197,16.875624228432738,0.7148105643625771;7.812797618353757,2.8499135362243955,1.3676466637760063;0.8105230761092136,15.743501379869652,0.6126224829735891;7.045085955564162,10.973071412524838,2.135874102134374;15.92241198521585,12.922768990553799,1.9314577433513733;9.129184548823266,2.054345642338641,0.48799007900280694;8.547961403677785,15.389015990172593,0.2800276188769006;5.221069568255748,1.4685213564291173,0.6711463587201547;18.465127234028675,4.4800714023115304,0.23149739353949678"
0,drone_1,4.561,18.874,12.920,9.185,"19.69509310185909,13.584322304016217,0.28951173132777014;11.101093981244233,14.073412344378289,1.8702581670520986;3.065982194140072,1.5527631605905243,0.22543808060937973;18.929947200152426,3.984253148607346,0.2729461184047112;2.232380074668104,13.547314198962919,0.9679636028512215;19.462153058393213,8.89753492236418,0.29490029982689825;2.5548107328482055,8.97970448914831,1.2760139926765939;15.719198361152344,9.037930047190233,0.43886917431123;2.9998122610818783,2.7221564598390864,0.4264957091776785;9.779113657592834,14.13445413432428,0.473768923607201;8.487910151251706,16.72031233376728,0.3169555361114006;6.473685576987031,6.90031031927241,0.3624625717823873;14.380980861628125,3.73742251561746,1.3933982725082936;15.964562206723107,2.268875753849387,0.33146497518385465;17.90427930564302,14.855213966836315,0.9494750905873597;3.2413505851156463,6.82200599004541,0.6627929938220751;18.42684447506207,19.578152668140607,0.3116927188260489;2.1997753419896466,15.699362220058077,0.27413877560524424;3.650738233780442,4.385419106444477,1.1103303930474562;17.76680916540757,5.830920377985593,0.2766388064950213;5.039994316487362,8.51754852445366,0.24657394754583067;18.44303034319279,7.6177452144927456,0.25741434624666454;10.536059864422693,12.76960214752301,1.185373625959472;16.912582764864197,16.875624228432738,0.7148105643625771;7.812797618353757,2.8499135362243955,1.3676466637760063;0.8105230761092136,15.743501379869652,0.6126224829735891;7.045085955564162,10.973071412524838,2.135874102134374;15.92241198521585,12.922768990553799,1.9314577433513733;9.129184548823266,2.054345642338641,0.48799007900280694;8.547961403677785,15.389015990172593,0.2800276188769006;5.221069568255748,1.4685213564291173,0.6711463587201547;18.465127234028675,4.4800714023115304,0.23149739353949678"
0,drone_2,4.869,16.553,12.920,9.185,"19.69509310185909,13.584322304016217,0.28951173132777014;11.101093981244233,14.073412344378289,1.8702581670520986;3.065982194140072,1.5527631605905243,0.22543808060937973;18.929947200152426,3.984253148607346,0.2729461184047112;2.232380074668104,13.547314198962919,0.9679636028512215;19.462153058393213,8.89753492236418,0.29490029982689825;2.5548107328482055,8.97970448914831,1.2760139926765939;15.719198361152344,9.037930047190233,0.43886917431123;2.9998122610818783,2.7221564598390864,0.4264957091776785;9.779113657592834,14.13445413432428,0.473768923607201;8.487910151251706,16.72031233376728,0.3169555361114006;6.473685576987031,6.90031031927241,0.3624625717823873;14.380980861628125,3.73742251561746,1.3933982725082936;15.964562206723107,2.268875753849387,0.33146497518385465;17.90427930564302,14.855213966836315,0.9494750905873597;3.2413505851156463,6.82200599004541,0.6627929938220751;18.42684447506207,19.578152668140607,0.3116927188260489;2.1997753419896466,15.699362220058077,0.27413877560524424;3.650738233780442,4.385419106444477,1.1103303930474562;17.76680916540757,5.830920377985593,0.2766388064950213;5.039994316487362,8.51754852445366,0.24657394754583067;18.44303034319279,7.6177452144927456,0.25741434624666454;10.536059864422693,12.76960214752301,1.185373625959472;16.912582764864197,16.875624228432738,0.7148105643625771;7.812797618353757,2.8499135362243955,1.3676466637760063;0.8105230761092136,15.743501379869652,0.6126224829735891;7.045085955564162,10.973071412524838,2.135874102134374;15.92241198521585,12.922768990553799,1.9314577433513733;9.129184548823266,2.054345642338641,0.48799007900280694;8.547961403677785,15.389015990172593,0.2800276188769006;5.221069568255748,1.4685213564291173,0.6711463587201547;18.465127234028675,4.4800714023115304,0.23149739353949678"
0,drone_3,6.360,18.033,12.920,9.185,"19.69509310185909,13.584322304016217,0.28951173132777014;11.101093981244233,14.073412344378289,1.8702581670520986;3.065982194140072,1.5527631605905243,0.22543808060937973;18.929947200152426,3.984253148607346,0.2729461184047112;2.232380074668104,13.547314198962919,0.9679636028512215;19.462153058393213,8.89753492236418,0.29490029982689825;2.5548107328482055,8.97970448914831,1.2760139926765939;15.719198361152344,9.037930047190233,0.43886917431123;2.9998122610818783,2.7221564598390864,0.4264957091776785;9.779113657592834,14.13445413432428,0.473768923607201;8.487910151251706,16.72031233376728,0.3169555361114006;6.473685576987031,6.90031031927241,0.3624625717823873;14.380980861628125,3.73742251561746,1.3933982725082936;15.964562206723107,2.268875753849387,0.33146497518385465;17.90427930564302,14.855213966836315,0.9494750905873597;3.2413505851156463,6.82200599004541,0.6627929938220751;18.42684447506207,19.578152668140607,0.3116927188260489;2.1997753419896466,15.699362220058077,0.27413877560524424;3.650738233780442,4.385419106444477,1.1103303930474562;17.76680916540757,5.830920377985593,0.2766388064950213;5.039994316487362,8.51754852445366,0.24657394754583067;18.44303034319279,7.6177452144927456,0.25741434624666454;10.536059864422693,12.76960214752301,1.185373625959472;16.912582764864197,16.875624228432738,0.7148105643625771;7.812797618353757,2.8499135362243955,1.3676466637760063;0.8105230761092136,15.743501379869652,0.6126224829735891;7.045085955564162,10.973071412524838,2.135874102134374;15.92241198521585,12.922768990553799,1.9314577433513733;9.129184548823266,2.054345642338641,0.48799007900280694;8.547961403677785,15.389015990172593,0.2800276188769006;5.221069568255748,1.4685213564291173,0.6711463587201547;18.465127234028675,4.4800714023115304,0.23149739353949678"
0,drone_4,6.263,2.209,12.920,9.185,"19.69509310185909,13.584322304016217,0.28951173132777014;11.101093981244233,14.073412344378289,1.8702581670520986;3.065982194140072,1.5527631605905243,0.22543808060937973;18.929947200152426,3.984253148607346,0.2729461184047112;2.232380074668104,13.547314198962919,0.9679636028512215;19.462153058393213,8.89753492236418,0.29490029982689825;2.5548107328482055,8.97970448914831,1.2760139926765939;15.719198361152344,9.037930047190233,0.43886917431123;2.9998122610818783,2.7221564598390864,0.4264957091776785;9.779113657592834,14.13445413432428,0.473768923607201;8.487910151251706,16.72031233376728,0.3169555361114006;6.473685576987031,6.90031031927241,0.3624625717823873;14.380980861628125,3.73742251561746,1.3933982725082936;15.964562206723107,2.268875753849387,0.33146497518385465;17.90427930564302,14.855213966836315,0.9494750905873597;3.2413505851156463,6.82200599004541,0.6627929938220751;18.42684447506207,19.578152668140607,0.3116927188260489;2.1997753419896466,15.699362220058077,0.27413877560524424;3.650738233780442,4.385419106444477,1.1103303930474562;17.76680916540757,5.830920377985593,0.2766388064950213;5.039994316487362,8.51754852445366,0.24657394754583067;18.44303034319279,7.6177452144927456,0.25741434624666454;10.536059864422693,12.76960214752301,1.185373625959472;16.912582764864197,16.875624228432738,0.7148105643625771;7.812797618353757,2.8499135362243955,1.3676466637760063;0.8105230761092136,15.743501379869652,0.6126224829735891;7.045085955564162,10.973071412524838,2.135874102134374;15.92241198521585,12.922768990553799,1.9314577433513733;9.129184548823266,2.054345642338641,0.48799007900280694;8.547961403677785,15.389015990172593,0.2800276188769006;5.221069568255748,1.4685213564291173,0.6711463587201547;18.465127234028675,4.4800714023115304,0.23149739353949678"
0,drone_5,1.175,2.258,12.920,9.185,"19.69509310185909,13.584322304016217,0.28951173132777014;11.101093981244233,14.073412344378289,1.8702581670520986;3.065982194140072,1.5527631605905243,0.22543808060937973;18.929947200152426,3.984253148607346,0.2729461184047112;2.232380074668104,13.547314198962919,0.9679636028512215;19.462153058393213,8.89753492236418,0.29490029982689825;2.5548107328482055,8.97970448914831,1.2760139926765939;15.719198361152344,9.037930047190233,0.43886917431123;2.9998122610818783,2.7221564598390864,0.4264957091776785;9.779113657592834,14.13445413432428,0.473768923607201;8.487910151251706,16.72031233376728,0.3169555361114006;6.473685576987031,6.90031031927241,0.3624625717823873;14.380980861628125,3.73742251561746,1.3933982725082936;15.964562206723107,2.268875753849387,0.33146497518385465;17.90427930564302,14.855213966836315,0.9494750905873597;3.2413505851156463,6.82200599004541,0.6627929938220751;18.42684447506207,19.578152668140607,0.3116927188260489;2.1997753419896466,15.699362220058077,0.27413877560524424;3.650738233780442,4.385419106444477,1.1103303930474562;17.76680916540757,5.830920377985593,0.2766388064950213;5.039994316487362,8.51754852445366,0.24657394754583067;18.44303034319279,7.6177452144927456,0.25741434624666454;10.536059864422693,12.76960214752301,1.185373625959472;16.912582764864197,16.875624228432738,0.7148105643625771;7.812797618353757,2.8499135362243955,1.3676466637760063;0.8105230761092136,15.743501379869652,0.6126224829735891;7.045085955564162,10.973071412524838,2.135874102134374;15.92241198521585,12.922768990553799,1.9314577433513733;9.129184548823266,2.054345642338641,0.48799007900280694;8.547961403677785,15.389015990172593,0.2800276188769006;5.221069568255748,1.4685213564291173,0.6711463587201547;18.465127234028675,4.4800714023115304,0.23149739353949678"
0,drone_6,2.305,12.089,12.920,9.185,"19.69509310185909,13.584322304016217,0.28951173132777014;11.101093981244233,14.073412344378289,1.8702581670520986;3.065982194140072,1.5527631605905243,0.22543808060937973;18.929947200152426,3.984253148607346,0.2729461184047112;2.232380074668104,13.547314198962919,0.9679636028512215;19.462153058393213,8.89753492236418,0.29490029982689825;2.5548107328482055,8.97970448914831,1.2760139926765939;15.719198361152344,9.037930047190233,0.43886917431123;2.9998122610818783,2.7221564598390864,0.4264957091776785;9.779113657592834,14.13445413432428,0.473768923607201;8.487910151251706,16.72031233376728,0.3169555361114006;6.473685576987031,6.90031031927241,0.3624625717823873;14.380980861628125,3.73742251561746,1.3933982725082936;15.964562206723107,2.268875753849387,0.33146497518385465;17.90427930564302,14.855213966836315,0.9494750905873597;3.2413505851156463,6.82200599004541,0.6627929938220751;18.42684447506207,19.578152668140607,0.3116927188260489;2.1997753419896466,15.699362220058077,0.27413877560524424;3.650738233780442,4.385419106444477,1.1103303930474562;17.76680916540757,5.830920377985593,0.2766388064950213;5.039994316487362,8.51754852445366,0.24657394754583067;18.44303034319279,7.6177452144927456,0.25741434624666454;10.536059864422693,12.76960214752301,1.185373625959472;16.912582764864197,16.875624228432738,0.7148105643625771;7.812797618353757,2.8499135362243955,1.3676466637760063;0.8105230761092136,15.743501379869652,0.6126224829735891;7.045085955564162,10.973071412524838,2.135874102134374;15.92241198521585,12.922768990553799,1.9314577433513733;9.129184548823266,2.054345642338641,0.48799007900280694;8.547961403677785,15.389015990172593,0.2800276188769006;5.221069568255748,1.4685213564291173,0.6711463587201547;18.465127234028675,4.4800714023115304,0.23149739353949678"
0,drone_7,5.318,16.107,12.920,9.185,"19.69509310185909,13.584322304016217,0.28951173132777014;11.101093981244233,14.073412344378289,1.8702581670520986;3.065982194140072,1.5527631605905243,0.22543808060937973;18.929947200152426,3.984253148607346,0.2729461184047112;2.232380074668104,13.547314198962919,0.9679636028512215;19.462153058393213,8.89753492236418,0.29490029982689825;2.5548107328482055,8.97970448914831,1.2760139926765939;15.719198361152344,9.037930047190233,0.43886917431123;2.9998122610818783,2.7221564598390864,0.4264957091776785;9.779113657592834,14.13445413432428,0.473768923607201;8.487910151251706,16.72031233376728,0.3169555361114006;6.473685576987031,6.90031031927241,0.3624625717823873;14.380980861628125,3.73742251561746,1.3933982725082936;15.964562206723107,2.268875753849387,0.33146497518385465;17.90427930564302,14.855213966836315,0.9494750905873597;3.2413505851156463,6.82200599004541,0.6627929938220751;18.42684447506207,19.578152668140607,0.3116927188260489;2.1997753419896466,15.699362220058077,0.27413877560524424;3.650738233780442,4.385419106444477,1.1103303930474562;17.76680916540757,5.830920377985593,0.2766388064950213;5.039994316487362,8.51754852445366,0.24657394754583067;18.44303034319279,7.6177452144927456,0.25741434624666454;10.536059864422693,12.76960214752301,1.185373625959472;16.912582764864197,16.875624228432738,0.7148105643625771;7.812797618353757,2.8499135362243955,1.3676466637760063;0.8105230761092136,15.743501379869652,0.6126224829735891;7.045085955564162,10.973071412524838,2.135874102134374;15.92241198521585,12.922768990553799,1.9314577433513733;9.129184548823266,2.054345642338641,0.48799007900280694;8.547961403677785,15.389015990172593,0.2800276188769006;5.221069568255748,1.4685213564291173,0.6711463587201547;18.465127234028675,4.4800714023115304,0.23149739353949678"
0,drone_8,2.034,16.288,12.920,9.185,"19.69509310185909,13.584322304016217,0.28951173132777014;11.101093981244233,14.073412344378289,1.8702581670520986;3.065982194140072,1.5527631605905243,0.22543808060937973;18.929947200152426,3.984253148607346,0.2729461184047112;2.232380074668104,13.547314198962919,0.9679636028512215;19.462153058393213,8.89753492236418,0.29490029982689825;2.5548107328482055,8.97970448914831,1.2760139926765939;15.719198361152344,9.037930047190233,0.43886917431123;2.9998122610818783,2.7221564598390864,0.4264957091776785;9.779113657592834,14.13445413432428,0.473768923607201;8.487910151251706,16.72031233376728,0.3169555361114006;6.473685576987031,6.90031031927241,0.3624625717823873;14.380980861628125,3.73742251561746,1.3933982725082936;15.964562206723107,2.268875753849387,0.33146497518385465;17.90427930564302,14.855213966836315,0.9494750905873597;3.2413505851156463,6.82200599004541,0.6627929938220751;18.42684447506207,19.578152668140607,0.3116927188260489;2.1997753419896466,15.699362220058077,0.27413877560524424;3.650738233780442,4.385419106444477,1.1103303930474562;17.76680916540757,5.830920377985593,0.2766388064950213;5.039994316487362,8.51754852445366,0.24657394754583067;18.44303034319279,7.6177452144927456,0.25741434624666454;10.536059864422693,12.76960214752301,1.185373625959472;16.912582764864197,16.875624228432738,0.7148105643625771;7.812797618353757,2.8499135362243955,1.3676466637760063;0.8105230761092136,15.743501379869652,0.6126224829735891;7.045085955564162,10.973071412524838,2.135874102134374;15.92241198521585,12.922768990553799,1.9314577433513733;9.129184548823266,2.054345642338641,0.48799007900280694;8.547961403677785,15.389015990172593,0.2800276188769006;5.221069568255748,1.4685213564291173,0.6711463587201547;18.465127234028675,4.4800714023115304,0.23149739353949678"
0,drone_9,2.170,11.286,12.920,9.185,"19.69509310185909,13.584322304016217,0.28951173132777014;11.101093981244233,14.073412344378289,1.8702581670520986;3.065982194140072,1.5527631605905243,0.22543808060937973;18.929947200152426,3.984253148607346,0.2729461184047112;2.232380074668104,13.547314198962919,0.9679636028512215;19.462153058393213,8.89753492236418,0.29490029982689825;2.5548107328482055,8.97970448914831,1.2760139926765939;15.719198361152344,9.037930047190233,0.43886917431123;2.9998122610818783,2.7221564598390864,0.4264957091776785;9.779113657592834,14.13445413432428,0.473768923607201;8.487910151251706,16.72031233376728,0.3169555361114006;6.473685576987031,6.90031031927241,0.3624625717823873;14.380980861628125,3.73742251561746,1.3933982725082936;15.964562206723107,2.268875753849387,0.33146497518385465;17.90427930564302,14.855213966836315,0.9494750905873597;3.2413505851156463,6.82200599004541,0.6627929938220751;18.42684447506207,19.578152668140607,0.3116927188260489;2.1997753419896466,15.699362220058077,0.27413877560524424;3.650738233780442,4.385419106444477,1.1103303930474562;17.76680916540757,5.830920377985593,0.2766388064950213;5.039994316487362,8.51754852445366,0.24657394754583067;18.44303034319279,7.6177452144927456,0.25741434624666454;10.536059864422693,12.76960214752301,1.185373625959472;16.912582764864197,16.875624228432738,0.7148105643625771;7.812797618353757,2.8499135362243955,1.3676466637760063;0.8105230761092136,15.743501379869652,0.6126224829735891;7.045085955564162,10.973071412524838,2.135874102134374;15.92241198521585,12.922768990553799,1.9314577433513733;9.129184548823266,2.054345642338641,0.48799007900280694;8.547961403677785,15.389015990172593,0.2800276188769006;5.221069568255748,1.4685213564291173,0.6711463587201547;18.465127234028675,4.4800714023115304,0.23149739353949678"
