Episode,Successes,Collisions,Timeouts,Steps,Goal_X,Goal_Y,Num_Obstacles,Mode,Fold
1,0,10,0,11,12.457433367433753,3.8401110899904918,42,random,1
2,0,10,0,10,6.899714872780887,6.241017049720092,39,random,1
3,0,10,0,13,4.063812618589919,9.37849892467695,51,random,1
4,0,10,0,12,11.564892769439533,8.974940621759021,40,random,1
5,0,10,0,12,2.62322621577853,15.703933761411841,50,random,1
6,0,10,0,20,12.547430894522257,3.1328210957231466,43,random,1
7,0,10,0,14,13.890037795166425,5.622789358807001,39,random,1
8,0,10,0,13,10.771998404073585,14.75554074483922,57,random,1
9,0,10,0,14,11.824040521450202,16.87583216776465,51,random,1
10,0,10,0,11,11.838084473030166,4.633194003894518,41,random,1
11,0,10,0,9,8.308103777875251,4.8094795512124335,60,random,1
12,0,10,0,13,12.490893861289594,8.171849383417424,50,random,1
13,0,10,0,10,2.427669651539869,14.684741150906063,53,random,1
14,0,10,0,11,10.912617476109373,2.882733814864846,43,random,1
15,0,10,0,10,5.708790798057667,13.235396393841647,49,random,1
16,0,10,0,20,12.040183492333671,4.2300242540572714,56,random,1
17,0,10,0,11,15.418176367586476,13.315035180970527,61,random,1
18,0,10,0,13,3.8005678126198905,16.72727775811963,64,random,1
19,3,7,0,11,3.2954799004353905,17.11844289150371,43,random,1
20,0,10,0,10,7.182709004611256,3.882759913539223,37,random,1
21,0,10,0,11,14.143248745542369,4.667701081915151,37,random,1
22,0,10,0,14,13.20445739483696,15.950969439073962,39,random,1
23,0,10,0,12,4.188855745496948,17.691236460513558,46,random,1
24,0,10,0,15,16.625116689335258,12.08113943989051,35,random,1
25,0,10,0,31,12.363059690591651,17.95061727796117,40,random,1
26,0,10,0,25,11.635977406099705,11.847448815505222,50,random,1
27,2,8,0,11,7.626350917355039,15.451730288721938,56,random,1
28,1,9,0,11,3.752052054999071,11.63976847312989,64,random,1
29,0,10,0,15,13.53155246739179,3.9132603493899847,38,random,1
30,0,10,0,11,2.6566376806420546,8.556313280520493,43,random,1
31,1,9,0,11,9.281019540101275,8.317557310470725,55,random,1
32,0,10,0,16,2.016287537601155,6.10125776787179,59,random,1
33,0,10,0,10,8.836506694067022,10.949758711869803,52,random,1
34,0,10,0,12,9.7909251417056,11.39767374803655,47,random,1
35,0,10,0,8,14.89407341904565,9.279737543761843,28,random,1
36,0,10,0,9,2.202560550102495,13.905023825628254,37,random,1
37,0,10,0,10,14.156299499195475,9.465808211626028,46,random,1
38,0,10,0,12,11.542640284225039,13.933921716157013,43,random,1
39,0,10,0,15,14.87093588805202,17.65417632853883,43,random,1
40,0,10,0,13,9.27297575824253,14.550568534840842,42,random,1
41,0,10,0,9,15.28435442042852,9.618269347453355,50,random,1
42,0,10,0,11,2.346755898181252,11.02251120223359,60,random,1
43,0,10,0,10,7.125013978785979,4.318956029032993,49,random,1
44,0,10,0,13,10.820566035596134,17.32092101425878,45,random,1
45,0,10,0,17,3.852045372948247,8.101211534717766,65,random,1
46,0,10,0,11,14.072900940531287,10.561479142345204,41,random,1
47,0,10,0,13,2.0282348666478516,4.29778080140183,47,random,1
48,0,10,0,14,14.836661777486427,16.70409737895011,50,random,1
49,0,10,0,12,11.044451914718529,10.7326732693197,50,random,1
50,0,10,0,12,14.004076851613831,15.520759280510838,45,random,1
51,3,7,0,16,16.666353567638176,4.13737271695754,41,random,1
52,0,10,0,11,10.109741122176116,3.259210752653578,56,random,1
53,0,10,0,12,12.648244141731341,8.094657829985039,54,random,1
54,0,10,0,14,12.308701764612328,3.825550278557248,43,random,1
55,0,10,0,15,15.610437837586169,5.96159251945754,62,random,1
56,0,10,0,11,7.732166617054981,3.643667554269939,50,random,1
57,0,10,0,11,8.113781576293666,5.697143753607088,62,random,1
58,0,10,0,10,7.556802012990765,14.200454777017656,48,random,1
59,0,10,0,10,4.679947384485329,8.389478423910454,53,random,1
60,0,10,0,11,7.629978900563193,16.366467114023827,60,random,1
61,0,10,0,9,11.029643463074319,2.351461813805294,66,random,1
62,1,9,0,20,8.65534813731614,2.083998090166416,39,random,1
63,0,10,0,13,11.51019861983805,7.928683709602527,43,random,1
64,0,10,0,17,7.094471538282091,5.706173606302983,46,random,1
65,0,10,0,16,7.071416888541437,16.460031481408585,41,random,1
66,0,10,0,13,2.4494851614634907,10.034085458619897,40,random,1
67,0,10,0,10,7.71228360998472,11.066486847202151,51,random,1
68,0,10,0,22,3.479303428486327,17.686007196931634,40,random,1
69,0,10,0,17,16.562059425593674,16.811382657729748,44,random,1
70,0,10,0,12,6.627846679883081,11.78813813250673,49,random,1
71,0,10,0,10,5.334100353776817,3.4518720158519134,59,random,1
