Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,8.571,11.072,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
0,drone_1,10.346,8.903,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
0,drone_2,11.128,9.740,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
0,drone_3,8.966,10.409,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
0,drone_4,9.776,10.396,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
0,drone_5,10.437,9.772,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
0,drone_6,9.598,8.948,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
0,drone_7,10.989,8.768,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
0,drone_8,9.867,9.560,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
0,drone_9,8.920,9.193,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
1,drone_0,8.671,10.972,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
1,drone_1,10.423,8.826,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
1,drone_2,11.228,9.640,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
1,drone_3,8.866,10.309,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
1,drone_4,9.863,10.303,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
1,drone_5,10.514,9.694,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
1,drone_6,9.689,8.858,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
1,drone_7,11.089,8.668,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
1,drone_8,9.945,9.482,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
1,drone_9,9.020,9.093,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
2,drone_0,8.691,10.839,15.933,4.236,"13.185475365975188,11.73603078562297,2.4728940340824193;13.77197715773028,8.976155102858641,0.6909656458895049;17.143280084818308,15.123728370818325,1.9746824525816908;2.5612760103676657,13.318842302309196,1.969659335009458;7.8101064702101715,6.397728990396035,2.075529786348313;9.743475643604183,16.578328324662795,0.9067438059773322;9.414355602579814,1.7474617121199554,0.3632354818589091;7.077682009833037,6.106618659183569,1.1743737777626362;13.417497943706545,14.375008485644583,2.1171266803545556"
