Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,3.1333,2.4159,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
0,drone_1,4.5150,4.8697,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
0,drone_2,3.3826,3.7350,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
0,drone_3,2.6225,4.4202,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
0,drone_4,3.8486,2.2761,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
0,drone_5,3.2972,3.5572,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
0,drone_6,3.1151,3.7996,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
0,drone_7,4.6121,4.3543,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
0,drone_8,3.4902,3.0325,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
0,drone_9,4.6042,4.1085,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
1,drone_0,3.1251,2.4237,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
1,drone_1,4.5324,4.8572,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
1,drone_2,-100.0000,-100.0000,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
1,drone_3,2.6274,4.4700,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
1,drone_4,3.9127,2.2875,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
1,drone_5,-100.0000,-100.0000,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
1,drone_6,-100.0000,-100.0000,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
1,drone_7,-100.0000,-100.0000,17.0000,17.0000,"6.568,10.369,0.549;5.380,6.407,1.490;7.695,14.962,1.164;7.913,7.652,0.821;10.374,11.718,0.621;9.661,6.011,1.219;9.564,13.263,1.123"
