Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,4.475,5.423,11.648,9.301,"6.815090473742083,16.095354749367555,2.382205445289243;8.069913121995784,13.962443438737772,0.3108267341491764;9.118605624303864,13.29916924469254,2.16942579148127;16.259996351976177,16.304845120862826,0.22877853194063819;18.14799231117832,13.971053320632565,0.7604481215673022;7.179541971152865,9.219530123300869,1.333664014427874;4.869069022904613,0.6002262269553235,0.39552642917285585;13.05653124089164,17.342296648681366,2.383809558395458;10.561494482561613,4.480748965628104,1.8877536013204217;6.868010261293099,2.27900319405851,1.1397531500609515;2.5647195382367594,4.6321962507082155,1.9066556635580478"
0,drone_1,2.962,17.630,11.648,9.301,"6.815090473742083,16.095354749367555,2.382205445289243;8.069913121995784,13.962443438737772,0.3108267341491764;9.118605624303864,13.29916924469254,2.16942579148127;16.259996351976177,16.304845120862826,0.22877853194063819;18.14799231117832,13.971053320632565,0.7604481215673022;7.179541971152865,9.219530123300869,1.333664014427874;4.869069022904613,0.6002262269553235,0.39552642917285585;13.05653124089164,17.342296648681366,2.383809558395458;10.561494482561613,4.480748965628104,1.8877536013204217;6.868010261293099,2.27900319405851,1.1397531500609515;2.5647195382367594,4.6321962507082155,1.9066556635580478"
0,drone_2,13.079,5.989,11.648,9.301,"6.815090473742083,16.095354749367555,2.382205445289243;8.069913121995784,13.962443438737772,0.3108267341491764;9.118605624303864,13.29916924469254,2.16942579148127;16.259996351976177,16.304845120862826,0.22877853194063819;18.14799231117832,13.971053320632565,0.7604481215673022;7.179541971152865,9.219530123300869,1.333664014427874;4.869069022904613,0.6002262269553235,0.39552642917285585;13.05653124089164,17.342296648681366,2.383809558395458;10.561494482561613,4.480748965628104,1.8877536013204217;6.868010261293099,2.27900319405851,1.1397531500609515;2.5647195382367594,4.6321962507082155,1.9066556635580478"
0,drone_3,14.445,13.518,11.648,9.301,"6.815090473742083,16.095354749367555,2.382205445289243;8.069913121995784,13.962443438737772,0.3108267341491764;9.118605624303864,13.29916924469254,2.16942579148127;16.259996351976177,16.304845120862826,0.22877853194063819;18.14799231117832,13.971053320632565,0.7604481215673022;7.179541971152865,9.219530123300869,1.333664014427874;4.869069022904613,0.6002262269553235,0.39552642917285585;13.05653124089164,17.342296648681366,2.383809558395458;10.561494482561613,4.480748965628104,1.8877536013204217;6.868010261293099,2.27900319405851,1.1397531500609515;2.5647195382367594,4.6321962507082155,1.9066556635580478"
0,drone_4,17.976,4.499,11.648,9.301,"6.815090473742083,16.095354749367555,2.382205445289243;8.069913121995784,13.962443438737772,0.3108267341491764;9.118605624303864,13.29916924469254,2.16942579148127;16.259996351976177,16.304845120862826,0.22877853194063819;18.14799231117832,13.971053320632565,0.7604481215673022;7.179541971152865,9.219530123300869,1.333664014427874;4.869069022904613,0.6002262269553235,0.39552642917285585;13.05653124089164,17.342296648681366,2.383809558395458;10.561494482561613,4.480748965628104,1.8877536013204217;6.868010261293099,2.27900319405851,1.1397531500609515;2.5647195382367594,4.6321962507082155,1.9066556635580478"
0,drone_5,15.533,1.447,11.648,9.301,"6.815090473742083,16.095354749367555,2.382205445289243;8.069913121995784,13.962443438737772,0.3108267341491764;9.118605624303864,13.29916924469254,2.16942579148127;16.259996351976177,16.304845120862826,0.22877853194063819;18.14799231117832,13.971053320632565,0.7604481215673022;7.179541971152865,9.219530123300869,1.333664014427874;4.869069022904613,0.6002262269553235,0.39552642917285585;13.05653124089164,17.342296648681366,2.383809558395458;10.561494482561613,4.480748965628104,1.8877536013204217;6.868010261293099,2.27900319405851,1.1397531500609515;2.5647195382367594,4.6321962507082155,1.9066556635580478"
0,drone_6,17.385,4.998,11.648,9.301,"6.815090473742083,16.095354749367555,2.382205445289243;8.069913121995784,13.962443438737772,0.3108267341491764;9.118605624303864,13.29916924469254,2.16942579148127;16.259996351976177,16.304845120862826,0.22877853194063819;18.14799231117832,13.971053320632565,0.7604481215673022;7.179541971152865,9.219530123300869,1.333664014427874;4.869069022904613,0.6002262269553235,0.39552642917285585;13.05653124089164,17.342296648681366,2.383809558395458;10.561494482561613,4.480748965628104,1.8877536013204217;6.868010261293099,2.27900319405851,1.1397531500609515;2.5647195382367594,4.6321962507082155,1.9066556635580478"
0,drone_7,13.578,7.345,11.648,9.301,"6.815090473742083,16.095354749367555,2.382205445289243;8.069913121995784,13.962443438737772,0.3108267341491764;9.118605624303864,13.29916924469254,2.16942579148127;16.259996351976177,16.304845120862826,0.22877853194063819;18.14799231117832,13.971053320632565,0.7604481215673022;7.179541971152865,9.219530123300869,1.333664014427874;4.869069022904613,0.6002262269553235,0.39552642917285585;13.05653124089164,17.342296648681366,2.383809558395458;10.561494482561613,4.480748965628104,1.8877536013204217;6.868010261293099,2.27900319405851,1.1397531500609515;2.5647195382367594,4.6321962507082155,1.9066556635580478"
0,drone_8,4.273,16.871,11.648,9.301,"6.815090473742083,16.095354749367555,2.382205445289243;8.069913121995784,13.962443438737772,0.3108267341491764;9.118605624303864,13.29916924469254,2.16942579148127;16.259996351976177,16.304845120862826,0.22877853194063819;18.14799231117832,13.971053320632565,0.7604481215673022;7.179541971152865,9.219530123300869,1.333664014427874;4.869069022904613,0.6002262269553235,0.39552642917285585;13.05653124089164,17.342296648681366,2.383809558395458;10.561494482561613,4.480748965628104,1.8877536013204217;6.868010261293099,2.27900319405851,1.1397531500609515;2.5647195382367594,4.6321962507082155,1.9066556635580478"
0,drone_9,15.311,5.361,11.648,9.301,"6.815090473742083,16.095354749367555,2.382205445289243;8.069913121995784,13.962443438737772,0.3108267341491764;9.118605624303864,13.29916924469254,2.16942579148127;16.259996351976177,16.304845120862826,0.22877853194063819;18.14799231117832,13.971053320632565,0.7604481215673022;7.179541971152865,9.219530123300869,1.333664014427874;4.869069022904613,0.6002262269553235,0.39552642917285585;13.05653124089164,17.342296648681366,2.383809558395458;10.561494482561613,4.480748965628104,1.8877536013204217;6.868010261293099,2.27900319405851,1.1397531500609515;2.5647195382367594,4.6321962507082155,1.9066556635580478"
