Stage 2 Selected Configurations
Generated from Stage 1 results: density_sweep_v5_results_20260608_153206.csv
Filters applied: og=1.0 excluded, strict pct thresholds (see below)

================================================================================
CLUSTERED — 54 configurations
Filter: og!=1.0, pct@d=0.25>=90%, pct@d=0.30>=98%, pct@d=0.35>=75%, disc@0.25<=2
================================================================================
  # |   og |  osc |    sp |  sc_g |   gc |   bfs | inter |  ceil |  p@25 |  p@30 |  p@35 | disc
-----------------------------------------------------------------------------------------------
  1 |  1.5 |  1.5 |  0.45 |   5.0 |  1.0 |  0.40 |   0.2 |   0.3 |  100% |  100% |   88% |    0
  2 |  1.5 |  1.5 |  0.45 |   5.0 |  1.0 |  0.40 |  0.35 |   0.3 |  100% |  100% |   88% |    0
  3 |  1.5 |  1.5 |  0.45 |   5.0 |  1.0 |  0.40 |   0.5 |   0.3 |  100% |  100% |   88% |    0
  4 |  1.5 |  1.5 |  0.45 |   5.0 |  1.5 |  0.40 |   0.2 |   0.3 |  100% |  100% |   88% |    0
  5 |  1.5 |  1.5 |  0.45 |   5.0 |  1.5 |  0.40 |  0.35 |   0.3 |  100% |  100% |   88% |    0
  6 |  1.5 |  1.5 |  0.45 |   5.0 |  1.5 |  0.40 |   0.5 |   0.3 |  100% |  100% |   88% |    0
  7 |  1.5 |  1.5 |  0.45 |   5.0 |  2.0 |  0.40 |   0.2 |   0.3 |  100% |  100% |   88% |    0
  8 |  1.5 |  1.5 |  0.45 |   5.0 |  2.0 |  0.40 |  0.35 |   0.3 |  100% |  100% |   88% |    0
  9 |  1.5 |  1.5 |  0.45 |   5.0 |  2.0 |  0.40 |   0.5 |   0.3 |  100% |  100% |   88% |    0
 10 |  1.5 |  1.5 |   0.5 |   5.0 |  1.0 |  0.40 |   0.2 |   0.3 |  100% |  100% |   88% |    0
 11 |  1.5 |  1.5 |   0.5 |   5.0 |  1.0 |  0.40 |  0.35 |   0.3 |  100% |  100% |   88% |    0
 12 |  1.5 |  1.5 |   0.5 |   5.0 |  1.0 |  0.40 |   0.5 |   0.3 |  100% |  100% |   88% |    0
 13 |  1.5 |  1.5 |   0.5 |   5.0 |  1.5 |  0.40 |   0.2 |   0.3 |  100% |  100% |   88% |    0
 14 |  1.5 |  1.5 |   0.5 |   5.0 |  1.5 |  0.40 |  0.35 |   0.3 |  100% |  100% |   88% |    0
 15 |  1.5 |  1.5 |   0.5 |   5.0 |  1.5 |  0.40 |   0.5 |   0.3 |  100% |  100% |   88% |    0
 16 |  1.5 |  1.5 |   0.5 |   5.0 |  2.0 |  0.40 |   0.2 |   0.3 |  100% |  100% |   88% |    0
 17 |  1.5 |  1.5 |   0.5 |   5.0 |  2.0 |  0.40 |  0.35 |   0.3 |  100% |  100% |   88% |    0
 18 |  1.5 |  1.5 |   0.5 |   5.0 |  2.0 |  0.40 |   0.5 |   0.3 |  100% |  100% |   88% |    0
 19 |  1.5 |  1.5 |   0.4 |   5.0 |  1.0 |  0.40 |   0.2 |   0.3 |  100% |  100% |   88% |    0
 20 |  1.5 |  1.5 |   0.4 |   5.0 |  1.0 |  0.40 |  0.35 |   0.3 |  100% |  100% |   88% |    0
 21 |  1.5 |  1.5 |   0.4 |   5.0 |  1.0 |  0.40 |   0.5 |   0.3 |  100% |  100% |   88% |    0
 22 |  1.5 |  1.5 |   0.4 |   5.0 |  1.5 |  0.40 |   0.2 |   0.3 |  100% |  100% |   88% |    0
 23 |  1.5 |  1.5 |   0.4 |   5.0 |  1.5 |  0.40 |  0.35 |   0.3 |  100% |  100% |   88% |    0
 24 |  1.5 |  1.5 |   0.4 |   5.0 |  1.5 |  0.40 |   0.5 |   0.3 |  100% |  100% |   88% |    0
 25 |  1.5 |  1.5 |   0.4 |   5.0 |  2.0 |  0.40 |   0.2 |   0.3 |  100% |  100% |   88% |    0
 26 |  1.5 |  1.5 |   0.4 |   5.0 |  2.0 |  0.40 |  0.35 |   0.3 |  100% |  100% |   88% |    0
 27 |  1.5 |  1.5 |   0.4 |   5.0 |  2.0 |  0.40 |   0.5 |   0.3 |  100% |  100% |   88% |    0
 28 |  2.0 |  2.5 |   0.4 |   6.0 |  1.0 |  0.40 |   0.2 |   0.3 |  100% |   98% |   80% |    0
 29 |  2.0 |  2.5 |   0.4 |   6.0 |  1.0 |  0.40 |  0.35 |   0.3 |  100% |   98% |   80% |    0
 30 |  2.0 |  2.5 |   0.4 |   6.0 |  1.0 |  0.40 |   0.5 |   0.3 |  100% |   98% |   80% |    0
 31 |  2.0 |  2.5 |   0.4 |   6.0 |  1.5 |  0.40 |   0.2 |   0.3 |  100% |   98% |   80% |    0
 32 |  2.0 |  2.5 |   0.4 |   6.0 |  1.5 |  0.40 |  0.35 |   0.3 |  100% |   98% |   80% |    0
 33 |  2.0 |  2.5 |   0.4 |   6.0 |  1.5 |  0.40 |   0.5 |   0.3 |  100% |   98% |   80% |    0
 34 |  2.0 |  2.5 |   0.4 |   6.0 |  2.0 |  0.40 |   0.2 |   0.3 |  100% |   98% |   80% |    0
 35 |  2.0 |  2.5 |   0.4 |   6.0 |  2.0 |  0.40 |  0.35 |   0.3 |  100% |   98% |   80% |    0
 36 |  2.0 |  2.5 |   0.4 |   6.0 |  2.0 |  0.40 |   0.5 |   0.3 |  100% |   98% |   80% |    0
 37 |  2.0 |  2.5 |  0.45 |   6.0 |  1.0 |  0.40 |   0.2 |   0.3 |  100% |   98% |   80% |    0
 38 |  2.0 |  2.5 |  0.45 |   6.0 |  1.0 |  0.40 |  0.35 |   0.3 |  100% |   98% |   80% |    0
 39 |  2.0 |  2.5 |  0.45 |   6.0 |  1.0 |  0.40 |   0.5 |   0.3 |  100% |   98% |   80% |    0
 40 |  2.0 |  2.5 |  0.45 |   6.0 |  1.5 |  0.40 |   0.2 |   0.3 |  100% |   98% |   80% |    0
 41 |  2.0 |  2.5 |  0.45 |   6.0 |  1.5 |  0.40 |  0.35 |   0.3 |  100% |   98% |   80% |    0
 42 |  2.0 |  2.5 |  0.45 |   6.0 |  1.5 |  0.40 |   0.5 |   0.3 |  100% |   98% |   80% |    0
 43 |  2.0 |  2.5 |  0.45 |   6.0 |  2.0 |  0.40 |   0.2 |   0.3 |  100% |   98% |   80% |    0
 44 |  2.0 |  2.5 |  0.45 |   6.0 |  2.0 |  0.40 |  0.35 |   0.3 |  100% |   98% |   80% |    0
 45 |  2.0 |  2.5 |  0.45 |   6.0 |  2.0 |  0.40 |   0.5 |   0.3 |  100% |   98% |   80% |    0
 46 |  2.0 |  2.5 |   0.5 |   6.0 |  1.0 |  0.40 |   0.2 |   0.3 |  100% |   98% |   80% |    0
 47 |  2.0 |  2.5 |   0.5 |   6.0 |  1.0 |  0.40 |  0.35 |   0.3 |  100% |   98% |   80% |    0
 48 |  2.0 |  2.5 |   0.5 |   6.0 |  1.0 |  0.40 |   0.5 |   0.3 |  100% |   98% |   80% |    0
 49 |  2.0 |  2.5 |   0.5 |   6.0 |  1.5 |  0.40 |   0.2 |   0.3 |  100% |   98% |   80% |    0
 50 |  2.0 |  2.5 |   0.5 |   6.0 |  1.5 |  0.40 |  0.35 |   0.3 |  100% |   98% |   80% |    0
 51 |  2.0 |  2.5 |   0.5 |   6.0 |  1.5 |  0.40 |   0.5 |   0.3 |  100% |   98% |   80% |    0
 52 |  2.0 |  2.5 |   0.5 |   6.0 |  2.0 |  0.40 |   0.2 |   0.3 |  100% |   98% |   80% |    0
 53 |  2.0 |  2.5 |   0.5 |   6.0 |  2.0 |  0.40 |  0.35 |   0.3 |  100% |   98% |   80% |    0
 54 |  2.0 |  2.5 |   0.5 |   6.0 |  2.0 |  0.40 |   0.5 |   0.3 |  100% |   98% |   80% |    0

================================================================================
SCATTERED — 75 configurations
Filter: og!=1.0, pct@d=0.25>=95%, pct@d=0.30>=60%, disc@0.25<=2
================================================================================
  # |   og |  osc |    sp |  sc_g |   gc |   bfs | inter |  ceil |  p@25 |  p@30 | disc
-------------------------------------------------------------------------------------
  1 |  1.5 |  1.5 |   0.5 |   5.0 |  1.0 |  0.40 |   0.2 |  0.25 |   98% |   82% |    0
  2 |  1.5 |  1.5 |   0.5 |   5.0 |  1.0 |  0.40 |  0.35 |  0.25 |   98% |   82% |    0
  3 |  1.5 |  1.5 |   0.5 |   5.0 |  1.0 |  0.40 |   0.5 |  0.25 |   98% |   82% |    0
  4 |  1.5 |  1.5 |   0.5 |   5.0 |  1.5 |  0.40 |   0.2 |  0.25 |   98% |   82% |    0
  5 |  1.5 |  1.5 |   0.5 |   5.0 |  1.5 |  0.40 |  0.35 |  0.25 |   98% |   82% |    0
  6 |  1.5 |  1.5 |   0.5 |   5.0 |  1.5 |  0.40 |   0.5 |  0.25 |   98% |   82% |    0
  7 |  1.5 |  1.5 |   0.5 |   5.0 |  2.0 |  0.40 |   0.2 |  0.25 |   98% |   82% |    0
  8 |  1.5 |  1.5 |   0.5 |   5.0 |  2.0 |  0.40 |  0.35 |  0.25 |   98% |   82% |    0
  9 |  1.5 |  1.5 |   0.5 |   5.0 |  2.0 |  0.40 |   0.5 |  0.25 |   98% |   82% |    0
 10 |  1.5 |  1.5 |   0.5 |   8.0 |  1.0 |  0.40 |   0.2 |  0.25 |   98% |   80% |    0
 11 |  1.5 |  1.5 |   0.5 |   8.0 |  1.0 |  0.40 |  0.35 |  0.25 |   98% |   80% |    0
 12 |  1.5 |  1.5 |   0.5 |   8.0 |  1.0 |  0.40 |   0.5 |  0.25 |   98% |   80% |    0
 13 |  1.5 |  1.5 |   0.5 |   8.0 |  1.5 |  0.40 |   0.2 |  0.25 |   98% |   80% |    0
 14 |  1.5 |  1.5 |   0.5 |   8.0 |  1.5 |  0.40 |  0.35 |  0.25 |   98% |   80% |    0
 15 |  1.5 |  1.5 |   0.5 |   8.0 |  1.5 |  0.40 |   0.5 |  0.25 |   98% |   80% |    0
 16 |  1.5 |  1.5 |   0.5 |   8.0 |  2.0 |  0.40 |   0.2 |  0.25 |   98% |   80% |    0
 17 |  1.5 |  1.5 |   0.5 |   8.0 |  2.0 |  0.40 |  0.35 |  0.25 |   98% |   80% |    0
 18 |  1.5 |  1.5 |   0.5 |   8.0 |  2.0 |  0.40 |   0.5 |  0.25 |   98% |   80% |    0
 19 |  1.5 |  2.0 |   0.5 |   6.0 |  1.0 |  0.40 |   0.2 |  0.25 |   96% |   76% |    0
 20 |  1.5 |  2.0 |   0.5 |   6.0 |  1.0 |  0.40 |  0.35 |  0.25 |   96% |   76% |    0
 21 |  1.5 |  2.0 |   0.5 |   6.0 |  1.0 |  0.40 |   0.5 |  0.25 |   96% |   76% |    0
 22 |  1.5 |  2.0 |   0.5 |   6.0 |  1.5 |  0.40 |   0.2 |  0.25 |   96% |   76% |    0
 23 |  1.5 |  2.0 |   0.5 |   6.0 |  1.5 |  0.40 |  0.35 |  0.25 |   96% |   76% |    0
 24 |  1.5 |  2.0 |   0.5 |   6.0 |  1.5 |  0.40 |   0.5 |  0.25 |   96% |   76% |    0
 25 |  1.5 |  2.5 |  0.45 |   5.0 |  1.0 |  0.40 |   0.2 |  0.25 |   96% |   76% |    1
 26 |  1.5 |  2.5 |  0.45 |   5.0 |  1.0 |  0.40 |  0.35 |  0.25 |   96% |   76% |    1
 27 |  1.5 |  2.5 |  0.45 |   5.0 |  1.5 |  0.40 |   0.2 |  0.25 |   96% |   76% |    2
 28 |  1.5 |  2.5 |  0.45 |   5.0 |  1.5 |  0.40 |  0.35 |  0.25 |   96% |   76% |    2
 29 |  1.5 |  2.5 |  0.45 |   5.0 |  2.0 |  0.40 |   0.2 |  0.25 |   96% |   76% |    2
 30 |  1.5 |  2.5 |  0.45 |   5.0 |  2.0 |  0.40 |  0.35 |  0.25 |   96% |   76% |    2
 31 |  1.5 |  2.5 |  0.45 |   5.0 |  1.0 |  0.40 |   0.5 |  0.25 |   96% |   76% |    1
 32 |  1.5 |  2.5 |  0.45 |   5.0 |  1.5 |  0.40 |   0.5 |  0.25 |   96% |   76% |    2
 33 |  1.5 |  2.5 |  0.45 |   5.0 |  2.0 |  0.40 |   0.5 |  0.25 |   96% |   76% |    2
 34 |  2.0 |  2.5 |  0.45 |   8.0 |  1.0 |  0.40 |   0.2 |  0.25 |   96% |   72% |    2
 35 |  2.0 |  2.5 |  0.45 |   8.0 |  1.0 |  0.40 |  0.35 |  0.25 |   96% |   72% |    2
 36 |  2.0 |  2.5 |  0.45 |   8.0 |  1.0 |  0.40 |   0.5 |  0.25 |   96% |   72% |    2
 37 |  1.5 |  2.0 |  0.45 |   6.0 |  1.0 |  0.40 |   0.2 |  0.25 |   96% |   72% |    2
 38 |  1.5 |  2.0 |  0.45 |   6.0 |  1.0 |  0.40 |  0.35 |  0.25 |   96% |   72% |    2
 39 |  1.5 |  2.0 |  0.45 |   6.0 |  1.0 |  0.40 |   0.5 |  0.25 |   96% |   72% |    2
 40 |  1.5 |  2.0 |  0.45 |   6.0 |  1.5 |  0.40 |   0.2 |  0.25 |   96% |   72% |    2
 41 |  1.5 |  2.0 |  0.45 |   6.0 |  1.5 |  0.40 |  0.35 |  0.25 |   96% |   72% |    2
 42 |  1.5 |  2.0 |  0.45 |   6.0 |  1.5 |  0.40 |   0.5 |  0.25 |   96% |   72% |    2
 43 |  2.0 |  2.5 |  0.45 |   8.0 |  1.5 |  0.40 |   0.2 |  0.25 |   96% |   72% |    2
 44 |  2.0 |  2.5 |  0.45 |   8.0 |  1.5 |  0.40 |  0.35 |  0.25 |   96% |   72% |    2
 45 |  2.0 |  2.5 |  0.45 |   8.0 |  1.5 |  0.40 |   0.5 |  0.25 |   96% |   72% |    2
 46 |  2.0 |  2.5 |  0.45 |   8.0 |  2.0 |  0.40 |   0.2 |  0.25 |   96% |   72% |    2
 47 |  2.0 |  2.5 |  0.45 |   8.0 |  2.0 |  0.40 |  0.35 |  0.25 |   96% |   72% |    2
 48 |  2.0 |  2.5 |  0.45 |   8.0 |  2.0 |  0.40 |   0.5 |  0.25 |   96% |   72% |    2
 49 |  1.5 |  2.0 |   0.5 |   7.0 |  1.0 |  0.40 |   0.2 |  0.25 |   96% |   72% |    0
 50 |  1.5 |  2.0 |   0.5 |   7.0 |  1.0 |  0.40 |  0.35 |  0.25 |   96% |   72% |    0
 51 |  1.5 |  2.0 |   0.5 |   7.0 |  1.0 |  0.40 |   0.5 |  0.25 |   96% |   72% |    0
 52 |  1.5 |  2.0 |   0.5 |   7.0 |  1.5 |  0.40 |   0.2 |  0.25 |   96% |   72% |    0
 53 |  1.5 |  2.0 |   0.5 |   7.0 |  1.5 |  0.40 |  0.35 |  0.25 |   96% |   72% |    0
 54 |  1.5 |  2.0 |   0.5 |   7.0 |  1.5 |  0.40 |   0.5 |  0.25 |   96% |   72% |    0
 55 |  1.5 |  2.0 |   0.5 |   7.0 |  2.0 |  0.40 |   0.2 |  0.25 |   96% |   72% |    0
 56 |  1.5 |  2.0 |   0.5 |   7.0 |  2.0 |  0.40 |  0.35 |  0.25 |   96% |   72% |    0
 57 |  1.5 |  2.0 |   0.5 |   7.0 |  2.0 |  0.40 |   0.5 |  0.25 |   96% |   72% |    0
 58 |  1.5 |  2.5 |   0.5 |   5.0 |  1.0 |  0.40 |   0.2 |  0.25 |   96% |   72% |    0
 59 |  1.5 |  2.5 |   0.5 |   5.0 |  1.0 |  0.40 |  0.35 |  0.25 |   96% |   72% |    0
 60 |  1.5 |  2.5 |   0.5 |   5.0 |  1.0 |  0.40 |   0.5 |  0.25 |   96% |   72% |    0
 61 |  1.5 |  2.5 |   0.5 |   5.0 |  1.5 |  0.40 |   0.2 |  0.25 |   96% |   72% |    0
 62 |  1.5 |  2.5 |   0.5 |   5.0 |  1.5 |  0.40 |  0.35 |  0.25 |   96% |   72% |    0
 63 |  1.5 |  2.5 |   0.5 |   5.0 |  1.5 |  0.40 |   0.5 |  0.25 |   96% |   72% |    0
