Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,10.911,9.904,15.778,4.231,"3.2241046355586978,4.7074919905308885,2.417991772591816;5.900711478224878,8.901854381597468,0.3878469448797174;8.080571316928395,3.3730165601180633,1.8550081561044016;3.6302753516400093,6.638076643481164,0.9095031132143925;12.568623720621495,2.5141596529119514,0.40959682629317523;16.91519702410453,12.37294705156183,0.32704523003313424;2.2106135985549527,7.486302866794473,1.8913222814484785;10.225024384690856,8.062168071762141,0.7013996630670731;3.987170344467021,2.3710609136078817,2.350476634859798;16.66419388709077,9.181476973273282,0.32799712495612865;12.498707173521597,16.61108982643597,0.3310405399134197;9.914606079993302,2.5568823653595785,2.3089376856025954"
0,drone_1,9.422,10.135,15.778,4.231,"3.2241046355586978,4.7074919905308885,2.417991772591816;5.900711478224878,8.901854381597468,0.3878469448797174;8.080571316928395,3.3730165601180633,1.8550081561044016;3.6302753516400093,6.638076643481164,0.9095031132143925;12.568623720621495,2.5141596529119514,0.40959682629317523;16.91519702410453,12.37294705156183,0.32704523003313424;2.2106135985549527,7.486302866794473,1.8913222814484785;10.225024384690856,8.062168071762141,0.7013996630670731;3.987170344467021,2.3710609136078817,2.350476634859798;16.66419388709077,9.181476973273282,0.32799712495612865;12.498707173521597,16.61108982643597,0.3310405399134197;9.914606079993302,2.5568823653595785,2.3089376856025954"
0,drone_2,10.217,10.585,15.778,4.231,"3.2241046355586978,4.7074919905308885,2.417991772591816;5.900711478224878,8.901854381597468,0.3878469448797174;8.080571316928395,3.3730165601180633,1.8550081561044016;3.6302753516400093,6.638076643481164,0.9095031132143925;12.568623720621495,2.5141596529119514,0.40959682629317523;16.91519702410453,12.37294705156183,0.32704523003313424;2.2106135985549527,7.486302866794473,1.8913222814484785;10.225024384690856,8.062168071762141,0.7013996630670731;3.987170344467021,2.3710609136078817,2.350476634859798;16.66419388709077,9.181476973273282,0.32799712495612865;12.498707173521597,16.61108982643597,0.3310405399134197;9.914606079993302,2.5568823653595785,2.3089376856025954"
0,drone_3,11.402,11.252,15.778,4.231,"3.2241046355586978,4.7074919905308885,2.417991772591816;5.900711478224878,8.901854381597468,0.3878469448797174;8.080571316928395,3.3730165601180633,1.8550081561044016;3.6302753516400093,6.638076643481164,0.9095031132143925;12.568623720621495,2.5141596529119514,0.40959682629317523;16.91519702410453,12.37294705156183,0.32704523003313424;2.2106135985549527,7.486302866794473,1.8913222814484785;10.225024384690856,8.062168071762141,0.7013996630670731;3.987170344467021,2.3710609136078817,2.350476634859798;16.66419388709077,9.181476973273282,0.32799712495612865;12.498707173521597,16.61108982643597,0.3310405399134197;9.914606079993302,2.5568823653595785,2.3089376856025954"
0,drone_4,10.976,9.050,15.778,4.231,"3.2241046355586978,4.7074919905308885,2.417991772591816;5.900711478224878,8.901854381597468,0.3878469448797174;8.080571316928395,3.3730165601180633,1.8550081561044016;3.6302753516400093,6.638076643481164,0.9095031132143925;12.568623720621495,2.5141596529119514,0.40959682629317523;16.91519702410453,12.37294705156183,0.32704523003313424;2.2106135985549527,7.486302866794473,1.8913222814484785;10.225024384690856,8.062168071762141,0.7013996630670731;3.987170344467021,2.3710609136078817,2.350476634859798;16.66419388709077,9.181476973273282,0.32799712495612865;12.498707173521597,16.61108982643597,0.3310405399134197;9.914606079993302,2.5568823653595785,2.3089376856025954"
0,drone_5,9.285,9.507,15.778,4.231,"3.2241046355586978,4.7074919905308885,2.417991772591816;5.900711478224878,8.901854381597468,0.3878469448797174;8.080571316928395,3.3730165601180633,1.8550081561044016;3.6302753516400093,6.638076643481164,0.9095031132143925;12.568623720621495,2.5141596529119514,0.40959682629317523;16.91519702410453,12.37294705156183,0.32704523003313424;2.2106135985549527,7.486302866794473,1.8913222814484785;10.225024384690856,8.062168071762141,0.7013996630670731;3.987170344467021,2.3710609136078817,2.350476634859798;16.66419388709077,9.181476973273282,0.32799712495612865;12.498707173521597,16.61108982643597,0.3310405399134197;9.914606079993302,2.5568823653595785,2.3089376856025954"
0,drone_6,8.842,9.004,15.778,4.231,"3.2241046355586978,4.7074919905308885,2.417991772591816;5.900711478224878,8.901854381597468,0.3878469448797174;8.080571316928395,3.3730165601180633,1.8550081561044016;3.6302753516400093,6.638076643481164,0.9095031132143925;12.568623720621495,2.5141596529119514,0.40959682629317523;16.91519702410453,12.37294705156183,0.32704523003313424;2.2106135985549527,7.486302866794473,1.8913222814484785;10.225024384690856,8.062168071762141,0.7013996630670731;3.987170344467021,2.3710609136078817,2.350476634859798;16.66419388709077,9.181476973273282,0.32799712495612865;12.498707173521597,16.61108982643597,0.3310405399134197;9.914606079993302,2.5568823653595785,2.3089376856025954"
0,drone_7,10.604,11.478,15.778,4.231,"3.2241046355586978,4.7074919905308885,2.417991772591816;5.900711478224878,8.901854381597468,0.3878469448797174;8.080571316928395,3.3730165601180633,1.8550081561044016;3.6302753516400093,6.638076643481164,0.9095031132143925;12.568623720621495,2.5141596529119514,0.40959682629317523;16.91519702410453,12.37294705156183,0.32704523003313424;2.2106135985549527,7.486302866794473,1.8913222814484785;10.225024384690856,8.062168071762141,0.7013996630670731;3.987170344467021,2.3710609136078817,2.350476634859798;16.66419388709077,9.181476973273282,0.32799712495612865;12.498707173521597,16.61108982643597,0.3310405399134197;9.914606079993302,2.5568823653595785,2.3089376856025954"
0,drone_8,9.692,11.101,15.778,4.231,"3.2241046355586978,4.7074919905308885,2.417991772591816;5.900711478224878,8.901854381597468,0.3878469448797174;8.080571316928395,3.3730165601180633,1.8550081561044016;3.6302753516400093,6.638076643481164,0.9095031132143925;12.568623720621495,2.5141596529119514,0.40959682629317523;16.91519702410453,12.37294705156183,0.32704523003313424;2.2106135985549527,7.486302866794473,1.8913222814484785;10.225024384690856,8.062168071762141,0.7013996630670731;3.987170344467021,2.3710609136078817,2.350476634859798;16.66419388709077,9.181476973273282,0.32799712495612865;12.498707173521597,16.61108982643597,0.3310405399134197;9.914606079993302,2.5568823653595785,2.3089376856025954"
0,drone_9,9.766,9.082,15.778,4.231,"3.2241046355586978,4.7074919905308885,2.417991772591816;5.900711478224878,8.901854381597468,0.3878469448797174;8.080571316928395,3.3730165601180633,1.8550081561044016;3.6302753516400093,6.638076643481164,0.9095031132143925;12.568623720621495,2.5141596529119514,0.40959682629317523;16.91519702410453,12.37294705156183,0.32704523003313424;2.2106135985549527,7.486302866794473,1.8913222814484785;10.225024384690856,8.062168071762141,0.7013996630670731;3.987170344467021,2.3710609136078817,2.350476634859798;16.66419388709077,9.181476973273282,0.32799712495612865;12.498707173521597,16.61108982643597,0.3310405399134197;9.914606079993302,2.5568823653595785,2.3089376856025954"
