Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,4.0552,10.5709,17.0000,17.0000,"3.481,6.626,0.472;17.994,4.219,0.978;7.603,9.051,0.379;6.476,2.006,1.967;9.877,12.134,0.886;10.356,13.312,2.183;16.588,8.102,0.631;15.122,8.780,0.755;8.852,1.076,1.844;3.554,18.406,0.344;8.199,4.133,1.090;11.530,3.632,1.026;19.229,12.661,0.289;2.643,5.657,0.375;13.469,6.027,0.817;4.620,18.999,1.168;16.537,11.207,0.275;16.123,3.210,0.355;6.736,17.835,0.449;16.450,2.996,0.331;16.671,10.316,1.230;10.085,16.372,1.302;15.635,11.385,0.405;17.440,7.153,0.373;17.966,6.806,1.300;15.424,1.878,0.950;9.955,7.385,0.407;1.574,16.896,0.232;16.364,3.369,0.354;0.584,11.506,1.155;6.617,6.658,1.879;17.565,11.346,0.669;17.373,8.390,0.454;0.775,17.460,1.365;6.401,1.580,2.046;5.119,2.222,1.265;0.757,7.973,1.287;11.604,18.142,2.045;18.634,12.521,0.362;8.041,9.669,0.305;11.980,7.085,0.657;15.924,3.072,0.362;16.227,4.387,0.232;1.203,4.718,0.324;10.562,18.183,2.232;11.372,3.519,1.135;18.109,0.726,1.052;14.529,7.884,1.152;14.393,11.423,1.248;18.049,13.753,1.168;4.056,8.430,0.260;12.537,1.653,0.394;7.801,17.540,0.211;4.225,3.053,0.973;11.065,2.868,1.112;15.049,2.269,1.182"
0,drone_1,3.7728,12.5299,17.0000,17.0000,"3.481,6.626,0.472;17.994,4.219,0.978;7.603,9.051,0.379;6.476,2.006,1.967;9.877,12.134,0.886;10.356,13.312,2.183;16.588,8.102,0.631;15.122,8.780,0.755;8.852,1.076,1.844;3.554,18.406,0.344;8.199,4.133,1.090;11.530,3.632,1.026;19.229,12.661,0.289;2.643,5.657,0.375;13.469,6.027,0.817;4.620,18.999,1.168;16.537,11.207,0.275;16.123,3.210,0.355;6.736,17.835,0.449;16.450,2.996,0.331;16.671,10.316,1.230;10.085,16.372,1.302;15.635,11.385,0.405;17.440,7.153,0.373;17.966,6.806,1.300;15.424,1.878,0.950;9.955,7.385,0.407;1.574,16.896,0.232;16.364,3.369,0.354;0.584,11.506,1.155;6.617,6.658,1.879;17.565,11.346,0.669;17.373,8.390,0.454;0.775,17.460,1.365;6.401,1.580,2.046;5.119,2.222,1.265;0.757,7.973,1.287;11.604,18.142,2.045;18.634,12.521,0.362;8.041,9.669,0.305;11.980,7.085,0.657;15.924,3.072,0.362;16.227,4.387,0.232;1.203,4.718,0.324;10.562,18.183,2.232;11.372,3.519,1.135;18.109,0.726,1.052;14.529,7.884,1.152;14.393,11.423,1.248;18.049,13.753,1.168;4.056,8.430,0.260;12.537,1.653,0.394;7.801,17.540,0.211;4.225,3.053,0.973;11.065,2.868,1.112;15.049,2.269,1.182"
0,drone_2,4.9743,11.0314,17.0000,17.0000,"3.481,6.626,0.472;17.994,4.219,0.978;7.603,9.051,0.379;6.476,2.006,1.967;9.877,12.134,0.886;10.356,13.312,2.183;16.588,8.102,0.631;15.122,8.780,0.755;8.852,1.076,1.844;3.554,18.406,0.344;8.199,4.133,1.090;11.530,3.632,1.026;19.229,12.661,0.289;2.643,5.657,0.375;13.469,6.027,0.817;4.620,18.999,1.168;16.537,11.207,0.275;16.123,3.210,0.355;6.736,17.835,0.449;16.450,2.996,0.331;16.671,10.316,1.230;10.085,16.372,1.302;15.635,11.385,0.405;17.440,7.153,0.373;17.966,6.806,1.300;15.424,1.878,0.950;9.955,7.385,0.407;1.574,16.896,0.232;16.364,3.369,0.354;0.584,11.506,1.155;6.617,6.658,1.879;17.565,11.346,0.669;17.373,8.390,0.454;0.775,17.460,1.365;6.401,1.580,2.046;5.119,2.222,1.265;0.757,7.973,1.287;11.604,18.142,2.045;18.634,12.521,0.362;8.041,9.669,0.305;11.980,7.085,0.657;15.924,3.072,0.362;16.227,4.387,0.232;1.203,4.718,0.324;10.562,18.183,2.232;11.372,3.519,1.135;18.109,0.726,1.052;14.529,7.884,1.152;14.393,11.423,1.248;18.049,13.753,1.168;4.056,8.430,0.260;12.537,1.653,0.394;7.801,17.540,0.211;4.225,3.053,0.973;11.065,2.868,1.112;15.049,2.269,1.182"
0,drone_3,5.7458,10.4538,17.0000,17.0000,"3.481,6.626,0.472;17.994,4.219,0.978;7.603,9.051,0.379;6.476,2.006,1.967;9.877,12.134,0.886;10.356,13.312,2.183;16.588,8.102,0.631;15.122,8.780,0.755;8.852,1.076,1.844;3.554,18.406,0.344;8.199,4.133,1.090;11.530,3.632,1.026;19.229,12.661,0.289;2.643,5.657,0.375;13.469,6.027,0.817;4.620,18.999,1.168;16.537,11.207,0.275;16.123,3.210,0.355;6.736,17.835,0.449;16.450,2.996,0.331;16.671,10.316,1.230;10.085,16.372,1.302;15.635,11.385,0.405;17.440,7.153,0.373;17.966,6.806,1.300;15.424,1.878,0.950;9.955,7.385,0.407;1.574,16.896,0.232;16.364,3.369,0.354;0.584,11.506,1.155;6.617,6.658,1.879;17.565,11.346,0.669;17.373,8.390,0.454;0.775,17.460,1.365;6.401,1.580,2.046;5.119,2.222,1.265;0.757,7.973,1.287;11.604,18.142,2.045;18.634,12.521,0.362;8.041,9.669,0.305;11.980,7.085,0.657;15.924,3.072,0.362;16.227,4.387,0.232;1.203,4.718,0.324;10.562,18.183,2.232;11.372,3.519,1.135;18.109,0.726,1.052;14.529,7.884,1.152;14.393,11.423,1.248;18.049,13.753,1.168;4.056,8.430,0.260;12.537,1.653,0.394;7.801,17.540,0.211;4.225,3.053,0.973;11.065,2.868,1.112;15.049,2.269,1.182"
0,drone_4,5.3323,11.8643,17.0000,17.0000,"3.481,6.626,0.472;17.994,4.219,0.978;7.603,9.051,0.379;6.476,2.006,1.967;9.877,12.134,0.886;10.356,13.312,2.183;16.588,8.102,0.631;15.122,8.780,0.755;8.852,1.076,1.844;3.554,18.406,0.344;8.199,4.133,1.090;11.530,3.632,1.026;19.229,12.661,0.289;2.643,5.657,0.375;13.469,6.027,0.817;4.620,18.999,1.168;16.537,11.207,0.275;16.123,3.210,0.355;6.736,17.835,0.449;16.450,2.996,0.331;16.671,10.316,1.230;10.085,16.372,1.302;15.635,11.385,0.405;17.440,7.153,0.373;17.966,6.806,1.300;15.424,1.878,0.950;9.955,7.385,0.407;1.574,16.896,0.232;16.364,3.369,0.354;0.584,11.506,1.155;6.617,6.658,1.879;17.565,11.346,0.669;17.373,8.390,0.454;0.775,17.460,1.365;6.401,1.580,2.046;5.119,2.222,1.265;0.757,7.973,1.287;11.604,18.142,2.045;18.634,12.521,0.362;8.041,9.669,0.305;11.980,7.085,0.657;15.924,3.072,0.362;16.227,4.387,0.232;1.203,4.718,0.324;10.562,18.183,2.232;11.372,3.519,1.135;18.109,0.726,1.052;14.529,7.884,1.152;14.393,11.423,1.248;18.049,13.753,1.168;4.056,8.430,0.260;12.537,1.653,0.394;7.801,17.540,0.211;4.225,3.053,0.973;11.065,2.868,1.112;15.049,2.269,1.182"
0,drone_5,4.7831,12.7218,17.0000,17.0000,"3.481,6.626,0.472;17.994,4.219,0.978;7.603,9.051,0.379;6.476,2.006,1.967;9.877,12.134,0.886;10.356,13.312,2.183;16.588,8.102,0.631;15.122,8.780,0.755;8.852,1.076,1.844;3.554,18.406,0.344;8.199,4.133,1.090;11.530,3.632,1.026;19.229,12.661,0.289;2.643,5.657,0.375;13.469,6.027,0.817;4.620,18.999,1.168;16.537,11.207,0.275;16.123,3.210,0.355;6.736,17.835,0.449;16.450,2.996,0.331;16.671,10.316,1.230;10.085,16.372,1.302;15.635,11.385,0.405;17.440,7.153,0.373;17.966,6.806,1.300;15.424,1.878,0.950;9.955,7.385,0.407;1.574,16.896,0.232;16.364,3.369,0.354;0.584,11.506,1.155;6.617,6.658,1.879;17.565,11.346,0.669;17.373,8.390,0.454;0.775,17.460,1.365;6.401,1.580,2.046;5.119,2.222,1.265;0.757,7.973,1.287;11.604,18.142,2.045;18.634,12.521,0.362;8.041,9.669,0.305;11.980,7.085,0.657;15.924,3.072,0.362;16.227,4.387,0.232;1.203,4.718,0.324;10.562,18.183,2.232;11.372,3.519,1.135;18.109,0.726,1.052;14.529,7.884,1.152;14.393,11.423,1.248;18.049,13.753,1.168;4.056,8.430,0.260;12.537,1.653,0.394;7.801,17.540,0.211;4.225,3.053,0.973;11.065,2.868,1.112;15.049,2.269,1.182"
0,drone_6,3.7802,11.6085,17.0000,17.0000,"3.481,6.626,0.472;17.994,4.219,0.978;7.603,9.051,0.379;6.476,2.006,1.967;9.877,12.134,0.886;10.356,13.312,2.183;16.588,8.102,0.631;15.122,8.780,0.755;8.852,1.076,1.844;3.554,18.406,0.344;8.199,4.133,1.090;11.530,3.632,1.026;19.229,12.661,0.289;2.643,5.657,0.375;13.469,6.027,0.817;4.620,18.999,1.168;16.537,11.207,0.275;16.123,3.210,0.355;6.736,17.835,0.449;16.450,2.996,0.331;16.671,10.316,1.230;10.085,16.372,1.302;15.635,11.385,0.405;17.440,7.153,0.373;17.966,6.806,1.300;15.424,1.878,0.950;9.955,7.385,0.407;1.574,16.896,0.232;16.364,3.369,0.354;0.584,11.506,1.155;6.617,6.658,1.879;17.565,11.346,0.669;17.373,8.390,0.454;0.775,17.460,1.365;6.401,1.580,2.046;5.119,2.222,1.265;0.757,7.973,1.287;11.604,18.142,2.045;18.634,12.521,0.362;8.041,9.669,0.305;11.980,7.085,0.657;15.924,3.072,0.362;16.227,4.387,0.232;1.203,4.718,0.324;10.562,18.183,2.232;11.372,3.519,1.135;18.109,0.726,1.052;14.529,7.884,1.152;14.393,11.423,1.248;18.049,13.753,1.168;4.056,8.430,0.260;12.537,1.653,0.394;7.801,17.540,0.211;4.225,3.053,0.973;11.065,2.868,1.112;15.049,2.269,1.182"
0,drone_7,3.2832,10.8804,17.0000,17.0000,"3.481,6.626,0.472;17.994,4.219,0.978;7.603,9.051,0.379;6.476,2.006,1.967;9.877,12.134,0.886;10.356,13.312,2.183;16.588,8.102,0.631;15.122,8.780,0.755;8.852,1.076,1.844;3.554,18.406,0.344;8.199,4.133,1.090;11.530,3.632,1.026;19.229,12.661,0.289;2.643,5.657,0.375;13.469,6.027,0.817;4.620,18.999,1.168;16.537,11.207,0.275;16.123,3.210,0.355;6.736,17.835,0.449;16.450,2.996,0.331;16.671,10.316,1.230;10.085,16.372,1.302;15.635,11.385,0.405;17.440,7.153,0.373;17.966,6.806,1.300;15.424,1.878,0.950;9.955,7.385,0.407;1.574,16.896,0.232;16.364,3.369,0.354;0.584,11.506,1.155;6.617,6.658,1.879;17.565,11.346,0.669;17.373,8.390,0.454;0.775,17.460,1.365;6.401,1.580,2.046;5.119,2.222,1.265;0.757,7.973,1.287;11.604,18.142,2.045;18.634,12.521,0.362;8.041,9.669,0.305;11.980,7.085,0.657;15.924,3.072,0.362;16.227,4.387,0.232;1.203,4.718,0.324;10.562,18.183,2.232;11.372,3.519,1.135;18.109,0.726,1.052;14.529,7.884,1.152;14.393,11.423,1.248;18.049,13.753,1.168;4.056,8.430,0.260;12.537,1.653,0.394;7.801,17.540,0.211;4.225,3.053,0.973;11.065,2.868,1.112;15.049,2.269,1.182"
0,drone_8,5.6346,12.7558,17.0000,17.0000,"3.481,6.626,0.472;17.994,4.219,0.978;7.603,9.051,0.379;6.476,2.006,1.967;9.877,12.134,0.886;10.356,13.312,2.183;16.588,8.102,0.631;15.122,8.780,0.755;8.852,1.076,1.844;3.554,18.406,0.344;8.199,4.133,1.090;11.530,3.632,1.026;19.229,12.661,0.289;2.643,5.657,0.375;13.469,6.027,0.817;4.620,18.999,1.168;16.537,11.207,0.275;16.123,3.210,0.355;6.736,17.835,0.449;16.450,2.996,0.331;16.671,10.316,1.230;10.085,16.372,1.302;15.635,11.385,0.405;17.440,7.153,0.373;17.966,6.806,1.300;15.424,1.878,0.950;9.955,7.385,0.407;1.574,16.896,0.232;16.364,3.369,0.354;0.584,11.506,1.155;6.617,6.658,1.879;17.565,11.346,0.669;17.373,8.390,0.454;0.775,17.460,1.365;6.401,1.580,2.046;5.119,2.222,1.265;0.757,7.973,1.287;11.604,18.142,2.045;18.634,12.521,0.362;8.041,9.669,0.305;11.980,7.085,0.657;15.924,3.072,0.362;16.227,4.387,0.232;1.203,4.718,0.324;10.562,18.183,2.232;11.372,3.519,1.135;18.109,0.726,1.052;14.529,7.884,1.152;14.393,11.423,1.248;18.049,13.753,1.168;4.056,8.430,0.260;12.537,1.653,0.394;7.801,17.540,0.211;4.225,3.053,0.973;11.065,2.868,1.112;15.049,2.269,1.182"
0,drone_9,4.5055,11.9542,17.0000,17.0000,"3.481,6.626,0.472;17.994,4.219,0.978;7.603,9.051,0.379;6.476,2.006,1.967;9.877,12.134,0.886;10.356,13.312,2.183;16.588,8.102,0.631;15.122,8.780,0.755;8.852,1.076,1.844;3.554,18.406,0.344;8.199,4.133,1.090;11.530,3.632,1.026;19.229,12.661,0.289;2.643,5.657,0.375;13.469,6.027,0.817;4.620,18.999,1.168;16.537,11.207,0.275;16.123,3.210,0.355;6.736,17.835,0.449;16.450,2.996,0.331;16.671,10.316,1.230;10.085,16.372,1.302;15.635,11.385,0.405;17.440,7.153,0.373;17.966,6.806,1.300;15.424,1.878,0.950;9.955,7.385,0.407;1.574,16.896,0.232;16.364,3.369,0.354;0.584,11.506,1.155;6.617,6.658,1.879;17.565,11.346,0.669;17.373,8.390,0.454;0.775,17.460,1.365;6.401,1.580,2.046;5.119,2.222,1.265;0.757,7.973,1.287;11.604,18.142,2.045;18.634,12.521,0.362;8.041,9.669,0.305;11.980,7.085,0.657;15.924,3.072,0.362;16.227,4.387,0.232;1.203,4.718,0.324;10.562,18.183,2.232;11.372,3.519,1.135;18.109,0.726,1.052;14.529,7.884,1.152;14.393,11.423,1.248;18.049,13.753,1.168;4.056,8.430,0.260;12.537,1.653,0.394;7.801,17.540,0.211;4.225,3.053,0.973;11.065,2.868,1.112;15.049,2.269,1.182"
