density,lidar,comm,collab,success,timeout,coll,coll_obstacle,coll_drone,coll_wall,config
0.2,5.0,10.0,False,77.0,0.0,23.0,13.666666666666666,9.333333333333334,0.0,short_l5
0.2,5.0,10.0,True,91.66666666666667,5.666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,collab_l5
0.2,12.0,10.0,False,92.0,5.333333333333333,2.6666666666666665,2.0,0.6666666666666666,0.0,full_l12
0.3,5.0,10.0,False,84.66666666666667,0.0,15.333333333333334,10.666666666666666,4.666666666666667,0.0,short_l5
0.3,5.0,10.0,True,94.33333333333333,2.3333333333333335,3.3333333333333335,2.6666666666666665,0.6666666666666666,0.0,collab_l5
0.3,12.0,10.0,False,95.0,2.3333333333333335,2.6666666666666665,2.6666666666666665,0.0,0.0,full_l12
