density,dropout,success,coll,coll_obstacle,coll_drone,timeout
0.2,0.0,85.33333333333333,12.333333333333334,11.666666666666666,0.6666666666666666,2.3333333333333335
0.2,0.4,31.666666666666668,68.33333333333333,68.33333333333333,0.0,0.0
0.3,0.0,91.0,7.333333333333333,6.666666666666667,0.6666666666666666,1.6666666666666667
0.3,0.4,21.0,79.0,79.0,0.0,0.0
