cluster_radius,spawn_obstacle_clearance,sc_goal_min_dist,goal_spawn_clearance,inter_drone_min,goal_exclusion_radius,spawn_mode,density,pct_all10_ok,avg_drone_ok,clean_drone_successes,total_clean_maps,total_discarded,total_fallbacks,avg_fallback_rate,avg_actual_density,avg_obs_count
1.5,0.0,8.0,8.0,0.3,2.0,clustered,0.2,0.9921671018276762,99.86292428198433,45897,4596,5404,0,0.0,0.20468474319390997,38.4764
1.5,0.0,8.0,8.0,0.3,2.0,clustered,0.25,0.9785531370038413,99.58386683738797,31110,3124,6876,0,0.0,0.25296455908914806,58.7946
1.5,0.0,8.0,8.0,0.3,2.0,clustered,0.3,0.8964803312629399,94.60144927536231,18277,1932,8068,0,0.0,0.30179989104469784,88.027
