Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,4.740,7.928,4.982,17.453,"8.640164192364105,14.392822332894067,2.147519793230865;8.930818926519112,15.56529770113503,2.373359642433252;15.787034170910575,18.139742063093298,0.31304668934226443;16.720279577732676,12.069168010587173,2.335785903529702;6.860589245942103,2.8828753468768027,1.7816749406741792;6.647539983255308,2.0694883645357063,0.7513349117778629;9.16544214408118,17.0127692775051,1.8622359616690023;11.07677748534533,6.241177673726322,0.6160273878151709;17.760484819088514,8.066098436505444,1.1322939859570256;5.408424981886299,3.099724081610871,1.8794110705932705"
0,drone_1,6.255,8.026,4.982,17.453,"8.640164192364105,14.392822332894067,2.147519793230865;8.930818926519112,15.56529770113503,2.373359642433252;15.787034170910575,18.139742063093298,0.31304668934226443;16.720279577732676,12.069168010587173,2.335785903529702;6.860589245942103,2.8828753468768027,1.7816749406741792;6.647539983255308,2.0694883645357063,0.7513349117778629;9.16544214408118,17.0127692775051,1.8622359616690023;11.07677748534533,6.241177673726322,0.6160273878151709;17.760484819088514,8.066098436505444,1.1322939859570256;5.408424981886299,3.099724081610871,1.8794110705932705"
0,drone_2,6.565,8.615,4.982,17.453,"8.640164192364105,14.392822332894067,2.147519793230865;8.930818926519112,15.56529770113503,2.373359642433252;15.787034170910575,18.139742063093298,0.31304668934226443;16.720279577732676,12.069168010587173,2.335785903529702;6.860589245942103,2.8828753468768027,1.7816749406741792;6.647539983255308,2.0694883645357063,0.7513349117778629;9.16544214408118,17.0127692775051,1.8622359616690023;11.07677748534533,6.241177673726322,0.6160273878151709;17.760484819088514,8.066098436505444,1.1322939859570256;5.408424981886299,3.099724081610871,1.8794110705932705"
0,drone_3,6.644,10.846,4.982,17.453,"8.640164192364105,14.392822332894067,2.147519793230865;8.930818926519112,15.56529770113503,2.373359642433252;15.787034170910575,18.139742063093298,0.31304668934226443;16.720279577732676,12.069168010587173,2.335785903529702;6.860589245942103,2.8828753468768027,1.7816749406741792;6.647539983255308,2.0694883645357063,0.7513349117778629;9.16544214408118,17.0127692775051,1.8622359616690023;11.07677748534533,6.241177673726322,0.6160273878151709;17.760484819088514,8.066098436505444,1.1322939859570256;5.408424981886299,3.099724081610871,1.8794110705932705"
0,drone_4,5.132,10.849,4.982,17.453,"8.640164192364105,14.392822332894067,2.147519793230865;8.930818926519112,15.56529770113503,2.373359642433252;15.787034170910575,18.139742063093298,0.31304668934226443;16.720279577732676,12.069168010587173,2.335785903529702;6.860589245942103,2.8828753468768027,1.7816749406741792;6.647539983255308,2.0694883645357063,0.7513349117778629;9.16544214408118,17.0127692775051,1.8622359616690023;11.07677748534533,6.241177673726322,0.6160273878151709;17.760484819088514,8.066098436505444,1.1322939859570256;5.408424981886299,3.099724081610871,1.8794110705932705"
0,drone_5,5.324,8.548,4.982,17.453,"8.640164192364105,14.392822332894067,2.147519793230865;8.930818926519112,15.56529770113503,2.373359642433252;15.787034170910575,18.139742063093298,0.31304668934226443;16.720279577732676,12.069168010587173,2.335785903529702;6.860589245942103,2.8828753468768027,1.7816749406741792;6.647539983255308,2.0694883645357063,0.7513349117778629;9.16544214408118,17.0127692775051,1.8622359616690023;11.07677748534533,6.241177673726322,0.6160273878151709;17.760484819088514,8.066098436505444,1.1322939859570256;5.408424981886299,3.099724081610871,1.8794110705932705"
0,drone_6,6.430,10.266,4.982,17.453,"8.640164192364105,14.392822332894067,2.147519793230865;8.930818926519112,15.56529770113503,2.373359642433252;15.787034170910575,18.139742063093298,0.31304668934226443;16.720279577732676,12.069168010587173,2.335785903529702;6.860589245942103,2.8828753468768027,1.7816749406741792;6.647539983255308,2.0694883645357063,0.7513349117778629;9.16544214408118,17.0127692775051,1.8622359616690023;11.07677748534533,6.241177673726322,0.6160273878151709;17.760484819088514,8.066098436505444,1.1322939859570256;5.408424981886299,3.099724081610871,1.8794110705932705"
0,drone_7,6.625,9.500,4.982,17.453,"8.640164192364105,14.392822332894067,2.147519793230865;8.930818926519112,15.56529770113503,2.373359642433252;15.787034170910575,18.139742063093298,0.31304668934226443;16.720279577732676,12.069168010587173,2.335785903529702;6.860589245942103,2.8828753468768027,1.7816749406741792;6.647539983255308,2.0694883645357063,0.7513349117778629;9.16544214408118,17.0127692775051,1.8622359616690023;11.07677748534533,6.241177673726322,0.6160273878151709;17.760484819088514,8.066098436505444,1.1322939859570256;5.408424981886299,3.099724081610871,1.8794110705932705"
0,drone_8,5.036,9.847,4.982,17.453,"8.640164192364105,14.392822332894067,2.147519793230865;8.930818926519112,15.56529770113503,2.373359642433252;15.787034170910575,18.139742063093298,0.31304668934226443;16.720279577732676,12.069168010587173,2.335785903529702;6.860589245942103,2.8828753468768027,1.7816749406741792;6.647539983255308,2.0694883645357063,0.7513349117778629;9.16544214408118,17.0127692775051,1.8622359616690023;11.07677748534533,6.241177673726322,0.6160273878151709;17.760484819088514,8.066098436505444,1.1322939859570256;5.408424981886299,3.099724081610871,1.8794110705932705"
0,drone_9,4.608,10.517,4.982,17.453,"8.640164192364105,14.392822332894067,2.147519793230865;8.930818926519112,15.56529770113503,2.373359642433252;15.787034170910575,18.139742063093298,0.31304668934226443;16.720279577732676,12.069168010587173,2.335785903529702;6.860589245942103,2.8828753468768027,1.7816749406741792;6.647539983255308,2.0694883645357063,0.7513349117778629;9.16544214408118,17.0127692775051,1.8622359616690023;11.07677748534533,6.241177673726322,0.6160273878151709;17.760484819088514,8.066098436505444,1.1322939859570256;5.408424981886299,3.099724081610871,1.8794110705932705"
