Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
17,drone_0,14.171,10.832,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
17,drone_1,12.482,9.075,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
17,drone_2,11.471,8.670,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
17,drone_3,11.937,9.661,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
17,drone_4,10.918,9.674,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
17,drone_5,11.502,7.857,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
17,drone_6,9.656,9.102,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
17,drone_7,12.744,8.091,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
17,drone_8,10.378,8.615,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
17,drone_9,12.687,10.697,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
18,drone_0,14.362,10.893,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
18,drone_1,12.528,8.909,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
18,drone_2,11.577,8.534,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
18,drone_3,11.984,9.495,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
18,drone_4,10.870,9.480,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
18,drone_5,11.624,7.735,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
18,drone_6,9.697,8.935,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
18,drone_7,12.809,7.932,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
18,drone_8,10.452,8.486,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
18,drone_9,12.609,10.512,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
19,drone_0,14.559,10.922,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
19,drone_1,12.610,8.758,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
19,drone_2,11.676,8.393,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
19,drone_3,11.950,9.326,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
19,drone_4,10.905,9.283,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
19,drone_5,11.746,7.613,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
19,drone_6,9.660,8.767,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
19,drone_7,12.902,7.787,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
19,drone_8,10.541,8.368,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
19,drone_9,12.493,10.409,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
20,drone_0,14.754,10.876,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
20,drone_1,12.689,8.605,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
20,drone_2,11.754,8.268,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
20,drone_3,11.998,9.132,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
20,drone_4,10.868,9.115,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
20,drone_5,11.867,7.492,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
20,drone_6,9.700,8.599,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
20,drone_7,12.973,7.630,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
20,drone_8,10.637,8.255,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
20,drone_9,12.400,10.234,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
21,drone_0,14.933,10.787,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
21,drone_1,12.759,8.474,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
21,drone_2,11.804,8.128,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
21,drone_3,12.088,8.953,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
21,drone_4,10.908,8.947,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
21,drone_5,11.989,7.370,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
21,drone_6,9.742,8.432,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
21,drone_7,13.068,7.486,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
21,drone_8,10.737,8.146,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
21,drone_9,12.328,10.047,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
22,drone_0,15.105,10.685,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
22,drone_1,12.801,8.307,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
22,drone_2,11.840,7.984,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
22,drone_3,12.082,8.781,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
22,drone_4,10.967,8.786,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
22,drone_5,12.111,7.248,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
22,drone_6,9.836,8.256,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
22,drone_7,13.161,7.371,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
22,drone_8,10.827,8.028,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
22,drone_9,12.208,9.911,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
23,drone_0,15.266,10.566,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
23,drone_1,12.810,8.135,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
23,drone_2,11.855,7.858,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
23,drone_3,12.130,8.641,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
23,drone_4,11.020,8.622,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
23,drone_5,12.232,7.126,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
23,drone_6,9.937,8.083,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
23,drone_7,13.259,7.260,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
23,drone_8,10.921,7.914,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
23,drone_9,12.130,9.727,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
24,drone_0,15.424,10.445,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
24,drone_1,12.858,8.017,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
24,drone_2,11.902,7.739,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
24,drone_3,12.208,8.515,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
24,drone_4,11.020,8.450,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
24,drone_5,12.354,7.005,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
24,drone_6,10.019,7.932,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
24,drone_7,13.361,7.153,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
24,drone_8,11.000,7.814,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
24,drone_9,12.152,9.623,17.286,1.682,"3.963236691493689,9.426489691281857,2.4955618487103033;14.54352211784436,8.9332320115951,1.391311167880461;10.195861970439069,2.393659081962049,2.329585496561887;10.985423831621192,3.93962685369417,2.00487310837787;4.239094805781689,2.7881330820801336,2.4738631388018106;4.692980584758267,16.237578052693806,1.3794835076782506"
