Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,15.562,8.332,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
1,drone_1,15.867,1.834,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
1,drone_2,7.713,7.870,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
1,drone_3,3.226,12.201,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
1,drone_4,1.445,16.253,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
1,drone_5,12.151,7.974,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
1,drone_6,10.307,9.956,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
1,drone_7,14.168,2.820,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
1,drone_8,15.923,14.317,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
1,drone_9,5.456,13.491,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
2,drone_0,15.562,8.532,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
2,drone_1,15.878,2.034,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
2,drone_2,7.861,8.005,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
2,drone_3,3.417,12.140,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
2,drone_4,1.590,16.115,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
2,drone_5,12.292,8.116,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
2,drone_6,10.448,9.814,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
2,drone_7,14.235,3.008,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
2,drone_8,15.915,14.117,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
2,drone_9,5.656,13.491,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
3,drone_0,15.621,8.723,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
3,drone_1,15.943,2.223,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
3,drone_2,8.026,8.117,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
3,drone_3,3.617,12.135,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
3,drone_4,1.752,15.997,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
3,drone_5,12.457,8.229,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
3,drone_6,10.624,9.719,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
3,drone_7,14.336,3.181,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
3,drone_8,15.904,13.917,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
3,drone_9,5.855,13.511,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
4,drone_0,15.628,8.923,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
4,drone_1,16.019,2.408,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
4,drone_2,8.209,8.198,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
4,drone_3,3.814,12.100,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
4,drone_4,1.931,15.907,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
4,drone_5,12.617,8.350,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
4,drone_6,10.824,9.723,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
4,drone_7,14.454,3.342,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
4,drone_8,15.900,13.717,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
4,drone_9,6.054,13.527,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
5,drone_0,15.669,9.119,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
5,drone_1,16.105,2.588,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
5,drone_2,8.388,8.287,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
5,drone_3,4.013,12.080,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
5,drone_4,2.105,15.810,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
5,drone_5,12.771,8.477,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
5,drone_6,11.015,9.662,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
5,drone_7,14.568,3.506,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
5,drone_8,15.865,13.520,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
5,drone_9,6.253,13.550,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
6,drone_0,15.667,9.319,15.117,11.207,"15.972610330604843,4.45022075851806,0.2595689413871255;7.234223297703551,4.428684428966738,2.480122701499879;6.793209226250398,5.853109632780902,0.4192003435257474;9.310225494311084,3.337524463777481,2.2381309618667338;3.2346281570860156,3.0522011150230606,1.9767738433177862;6.319862265229812,2.717613520571692,2.2272834415156866;10.91630888959117,12.699152350583793,2.065009006325735;2.87982562449685,8.661211290875483,1.0751808552175608"
