Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,5.455,1.902,8.555,15.171,"11.380532821414619,6.242039023022381,1.3470283972407735;11.820802415022195,5.646524002844682,1.2196690185325179;12.21509989808266,9.417585417381106,2.348079158259206;16.53648366392264,5.197279225614505,1.2704186438788454;18.148179001766813,9.28470899419262,1.0036884192300741;15.01532792338204,5.54846751473001,1.3320904676870495;4.720603573719342,5.827167814453409,1.6326235842374281;1.0056311016038344,1.8754797936036427,0.6149748985065706;12.996618145253432,9.924784823604123,2.407792740207715;10.288629906310412,6.002516483191848,0.29986282891651056;10.682613642759755,6.353747929162281,0.21771581187312344;6.036914235092723,4.533422290247607,0.3494166280293407;8.751480402402779,10.889855326102824,0.9208013058117124;18.205922316480184,2.864515066293218,1.3604202828228593;10.509437583517446,1.4479880763633692,0.44690892169760077;11.561879958412435,6.219182190805329,0.7891441930167686"
0,drone_1,16.679,3.279,8.555,15.171,"11.380532821414619,6.242039023022381,1.3470283972407735;11.820802415022195,5.646524002844682,1.2196690185325179;12.21509989808266,9.417585417381106,2.348079158259206;16.53648366392264,5.197279225614505,1.2704186438788454;18.148179001766813,9.28470899419262,1.0036884192300741;15.01532792338204,5.54846751473001,1.3320904676870495;4.720603573719342,5.827167814453409,1.6326235842374281;1.0056311016038344,1.8754797936036427,0.6149748985065706;12.996618145253432,9.924784823604123,2.407792740207715;10.288629906310412,6.002516483191848,0.29986282891651056;10.682613642759755,6.353747929162281,0.21771581187312344;6.036914235092723,4.533422290247607,0.3494166280293407;8.751480402402779,10.889855326102824,0.9208013058117124;18.205922316480184,2.864515066293218,1.3604202828228593;10.509437583517446,1.4479880763633692,0.44690892169760077;11.561879958412435,6.219182190805329,0.7891441930167686"
0,drone_2,2.957,3.008,8.555,15.171,"11.380532821414619,6.242039023022381,1.3470283972407735;11.820802415022195,5.646524002844682,1.2196690185325179;12.21509989808266,9.417585417381106,2.348079158259206;16.53648366392264,5.197279225614505,1.2704186438788454;18.148179001766813,9.28470899419262,1.0036884192300741;15.01532792338204,5.54846751473001,1.3320904676870495;4.720603573719342,5.827167814453409,1.6326235842374281;1.0056311016038344,1.8754797936036427,0.6149748985065706;12.996618145253432,9.924784823604123,2.407792740207715;10.288629906310412,6.002516483191848,0.29986282891651056;10.682613642759755,6.353747929162281,0.21771581187312344;6.036914235092723,4.533422290247607,0.3494166280293407;8.751480402402779,10.889855326102824,0.9208013058117124;18.205922316480184,2.864515066293218,1.3604202828228593;10.509437583517446,1.4479880763633692,0.44690892169760077;11.561879958412435,6.219182190805329,0.7891441930167686"
0,drone_3,18.742,17.946,8.555,15.171,"11.380532821414619,6.242039023022381,1.3470283972407735;11.820802415022195,5.646524002844682,1.2196690185325179;12.21509989808266,9.417585417381106,2.348079158259206;16.53648366392264,5.197279225614505,1.2704186438788454;18.148179001766813,9.28470899419262,1.0036884192300741;15.01532792338204,5.54846751473001,1.3320904676870495;4.720603573719342,5.827167814453409,1.6326235842374281;1.0056311016038344,1.8754797936036427,0.6149748985065706;12.996618145253432,9.924784823604123,2.407792740207715;10.288629906310412,6.002516483191848,0.29986282891651056;10.682613642759755,6.353747929162281,0.21771581187312344;6.036914235092723,4.533422290247607,0.3494166280293407;8.751480402402779,10.889855326102824,0.9208013058117124;18.205922316480184,2.864515066293218,1.3604202828228593;10.509437583517446,1.4479880763633692,0.44690892169760077;11.561879958412435,6.219182190805329,0.7891441930167686"
0,drone_4,2.572,6.591,8.555,15.171,"11.380532821414619,6.242039023022381,1.3470283972407735;11.820802415022195,5.646524002844682,1.2196690185325179;12.21509989808266,9.417585417381106,2.348079158259206;16.53648366392264,5.197279225614505,1.2704186438788454;18.148179001766813,9.28470899419262,1.0036884192300741;15.01532792338204,5.54846751473001,1.3320904676870495;4.720603573719342,5.827167814453409,1.6326235842374281;1.0056311016038344,1.8754797936036427,0.6149748985065706;12.996618145253432,9.924784823604123,2.407792740207715;10.288629906310412,6.002516483191848,0.29986282891651056;10.682613642759755,6.353747929162281,0.21771581187312344;6.036914235092723,4.533422290247607,0.3494166280293407;8.751480402402779,10.889855326102824,0.9208013058117124;18.205922316480184,2.864515066293218,1.3604202828228593;10.509437583517446,1.4479880763633692,0.44690892169760077;11.561879958412435,6.219182190805329,0.7891441930167686"
0,drone_5,18.953,15.581,8.555,15.171,"11.380532821414619,6.242039023022381,1.3470283972407735;11.820802415022195,5.646524002844682,1.2196690185325179;12.21509989808266,9.417585417381106,2.348079158259206;16.53648366392264,5.197279225614505,1.2704186438788454;18.148179001766813,9.28470899419262,1.0036884192300741;15.01532792338204,5.54846751473001,1.3320904676870495;4.720603573719342,5.827167814453409,1.6326235842374281;1.0056311016038344,1.8754797936036427,0.6149748985065706;12.996618145253432,9.924784823604123,2.407792740207715;10.288629906310412,6.002516483191848,0.29986282891651056;10.682613642759755,6.353747929162281,0.21771581187312344;6.036914235092723,4.533422290247607,0.3494166280293407;8.751480402402779,10.889855326102824,0.9208013058117124;18.205922316480184,2.864515066293218,1.3604202828228593;10.509437583517446,1.4479880763633692,0.44690892169760077;11.561879958412435,6.219182190805329,0.7891441930167686"
0,drone_6,13.033,4.853,8.555,15.171,"11.380532821414619,6.242039023022381,1.3470283972407735;11.820802415022195,5.646524002844682,1.2196690185325179;12.21509989808266,9.417585417381106,2.348079158259206;16.53648366392264,5.197279225614505,1.2704186438788454;18.148179001766813,9.28470899419262,1.0036884192300741;15.01532792338204,5.54846751473001,1.3320904676870495;4.720603573719342,5.827167814453409,1.6326235842374281;1.0056311016038344,1.8754797936036427,0.6149748985065706;12.996618145253432,9.924784823604123,2.407792740207715;10.288629906310412,6.002516483191848,0.29986282891651056;10.682613642759755,6.353747929162281,0.21771581187312344;6.036914235092723,4.533422290247607,0.3494166280293407;8.751480402402779,10.889855326102824,0.9208013058117124;18.205922316480184,2.864515066293218,1.3604202828228593;10.509437583517446,1.4479880763633692,0.44690892169760077;11.561879958412435,6.219182190805329,0.7891441930167686"
0,drone_7,4.574,3.089,8.555,15.171,"11.380532821414619,6.242039023022381,1.3470283972407735;11.820802415022195,5.646524002844682,1.2196690185325179;12.21509989808266,9.417585417381106,2.348079158259206;16.53648366392264,5.197279225614505,1.2704186438788454;18.148179001766813,9.28470899419262,1.0036884192300741;15.01532792338204,5.54846751473001,1.3320904676870495;4.720603573719342,5.827167814453409,1.6326235842374281;1.0056311016038344,1.8754797936036427,0.6149748985065706;12.996618145253432,9.924784823604123,2.407792740207715;10.288629906310412,6.002516483191848,0.29986282891651056;10.682613642759755,6.353747929162281,0.21771581187312344;6.036914235092723,4.533422290247607,0.3494166280293407;8.751480402402779,10.889855326102824,0.9208013058117124;18.205922316480184,2.864515066293218,1.3604202828228593;10.509437583517446,1.4479880763633692,0.44690892169760077;11.561879958412435,6.219182190805329,0.7891441930167686"
0,drone_8,13.221,2.569,8.555,15.171,"11.380532821414619,6.242039023022381,1.3470283972407735;11.820802415022195,5.646524002844682,1.2196690185325179;12.21509989808266,9.417585417381106,2.348079158259206;16.53648366392264,5.197279225614505,1.2704186438788454;18.148179001766813,9.28470899419262,1.0036884192300741;15.01532792338204,5.54846751473001,1.3320904676870495;4.720603573719342,5.827167814453409,1.6326235842374281;1.0056311016038344,1.8754797936036427,0.6149748985065706;12.996618145253432,9.924784823604123,2.407792740207715;10.288629906310412,6.002516483191848,0.29986282891651056;10.682613642759755,6.353747929162281,0.21771581187312344;6.036914235092723,4.533422290247607,0.3494166280293407;8.751480402402779,10.889855326102824,0.9208013058117124;18.205922316480184,2.864515066293218,1.3604202828228593;10.509437583517446,1.4479880763633692,0.44690892169760077;11.561879958412435,6.219182190805329,0.7891441930167686"
0,drone_9,13.967,2.997,8.555,15.171,"11.380532821414619,6.242039023022381,1.3470283972407735;11.820802415022195,5.646524002844682,1.2196690185325179;12.21509989808266,9.417585417381106,2.348079158259206;16.53648366392264,5.197279225614505,1.2704186438788454;18.148179001766813,9.28470899419262,1.0036884192300741;15.01532792338204,5.54846751473001,1.3320904676870495;4.720603573719342,5.827167814453409,1.6326235842374281;1.0056311016038344,1.8754797936036427,0.6149748985065706;12.996618145253432,9.924784823604123,2.407792740207715;10.288629906310412,6.002516483191848,0.29986282891651056;10.682613642759755,6.353747929162281,0.21771581187312344;6.036914235092723,4.533422290247607,0.3494166280293407;8.751480402402779,10.889855326102824,0.9208013058117124;18.205922316480184,2.864515066293218,1.3604202828228593;10.509437583517446,1.4479880763633692,0.44690892169760077;11.561879958412435,6.219182190805329,0.7891441930167686"
