Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,11.537,8.292,6.986,1.565,"3.450541134658352,8.89862657462041,1.2489916093626925;5.321736957867667,15.884367664173435,0.35861631573442043;18.080005654315784,17.862087489398366,0.3598673408084381;10.406345031312384,16.75328072464126,0.235425471010747;0.765010169815651,3.7124517065828546,0.21422394901135447;12.954648962459155,4.288898440698327,1.9138998240399272;3.3171048667970267,7.580003216317016,1.8228614446842455;15.097120837808568,7.4026364265918,0.49332872857051735;9.950083635033085,10.922201526534959,2.389905832508764;6.9446899572817955,14.172980105007468,2.0820252659532392;6.173860357470581,14.651490044624794,2.1027836593793494;6.1907453442670235,4.779765200982846,1.2666184178749043;5.150133367337904,5.093501423278438,0.8419060170702843"
0,drone_1,13.836,7.929,6.986,1.565,"3.450541134658352,8.89862657462041,1.2489916093626925;5.321736957867667,15.884367664173435,0.35861631573442043;18.080005654315784,17.862087489398366,0.3598673408084381;10.406345031312384,16.75328072464126,0.235425471010747;0.765010169815651,3.7124517065828546,0.21422394901135447;12.954648962459155,4.288898440698327,1.9138998240399272;3.3171048667970267,7.580003216317016,1.8228614446842455;15.097120837808568,7.4026364265918,0.49332872857051735;9.950083635033085,10.922201526534959,2.389905832508764;6.9446899572817955,14.172980105007468,2.0820252659532392;6.173860357470581,14.651490044624794,2.1027836593793494;6.1907453442670235,4.779765200982846,1.2666184178749043;5.150133367337904,5.093501423278438,0.8419060170702843"
0,drone_2,12.953,6.672,6.986,1.565,"3.450541134658352,8.89862657462041,1.2489916093626925;5.321736957867667,15.884367664173435,0.35861631573442043;18.080005654315784,17.862087489398366,0.3598673408084381;10.406345031312384,16.75328072464126,0.235425471010747;0.765010169815651,3.7124517065828546,0.21422394901135447;12.954648962459155,4.288898440698327,1.9138998240399272;3.3171048667970267,7.580003216317016,1.8228614446842455;15.097120837808568,7.4026364265918,0.49332872857051735;9.950083635033085,10.922201526534959,2.389905832508764;6.9446899572817955,14.172980105007468,2.0820252659532392;6.173860357470581,14.651490044624794,2.1027836593793494;6.1907453442670235,4.779765200982846,1.2666184178749043;5.150133367337904,5.093501423278438,0.8419060170702843"
0,drone_3,11.604,6.958,6.986,1.565,"3.450541134658352,8.89862657462041,1.2489916093626925;5.321736957867667,15.884367664173435,0.35861631573442043;18.080005654315784,17.862087489398366,0.3598673408084381;10.406345031312384,16.75328072464126,0.235425471010747;0.765010169815651,3.7124517065828546,0.21422394901135447;12.954648962459155,4.288898440698327,1.9138998240399272;3.3171048667970267,7.580003216317016,1.8228614446842455;15.097120837808568,7.4026364265918,0.49332872857051735;9.950083635033085,10.922201526534959,2.389905832508764;6.9446899572817955,14.172980105007468,2.0820252659532392;6.173860357470581,14.651490044624794,2.1027836593793494;6.1907453442670235,4.779765200982846,1.2666184178749043;5.150133367337904,5.093501423278438,0.8419060170702843"
0,drone_4,13.594,6.438,6.986,1.565,"3.450541134658352,8.89862657462041,1.2489916093626925;5.321736957867667,15.884367664173435,0.35861631573442043;18.080005654315784,17.862087489398366,0.3598673408084381;10.406345031312384,16.75328072464126,0.235425471010747;0.765010169815651,3.7124517065828546,0.21422394901135447;12.954648962459155,4.288898440698327,1.9138998240399272;3.3171048667970267,7.580003216317016,1.8228614446842455;15.097120837808568,7.4026364265918,0.49332872857051735;9.950083635033085,10.922201526534959,2.389905832508764;6.9446899572817955,14.172980105007468,2.0820252659532392;6.173860357470581,14.651490044624794,2.1027836593793494;6.1907453442670235,4.779765200982846,1.2666184178749043;5.150133367337904,5.093501423278438,0.8419060170702843"
0,drone_5,14.108,6.088,6.986,1.565,"3.450541134658352,8.89862657462041,1.2489916093626925;5.321736957867667,15.884367664173435,0.35861631573442043;18.080005654315784,17.862087489398366,0.3598673408084381;10.406345031312384,16.75328072464126,0.235425471010747;0.765010169815651,3.7124517065828546,0.21422394901135447;12.954648962459155,4.288898440698327,1.9138998240399272;3.3171048667970267,7.580003216317016,1.8228614446842455;15.097120837808568,7.4026364265918,0.49332872857051735;9.950083635033085,10.922201526534959,2.389905832508764;6.9446899572817955,14.172980105007468,2.0820252659532392;6.173860357470581,14.651490044624794,2.1027836593793494;6.1907453442670235,4.779765200982846,1.2666184178749043;5.150133367337904,5.093501423278438,0.8419060170702843"
0,drone_6,12.354,6.628,6.986,1.565,"3.450541134658352,8.89862657462041,1.2489916093626925;5.321736957867667,15.884367664173435,0.35861631573442043;18.080005654315784,17.862087489398366,0.3598673408084381;10.406345031312384,16.75328072464126,0.235425471010747;0.765010169815651,3.7124517065828546,0.21422394901135447;12.954648962459155,4.288898440698327,1.9138998240399272;3.3171048667970267,7.580003216317016,1.8228614446842455;15.097120837808568,7.4026364265918,0.49332872857051735;9.950083635033085,10.922201526534959,2.389905832508764;6.9446899572817955,14.172980105007468,2.0820252659532392;6.173860357470581,14.651490044624794,2.1027836593793494;6.1907453442670235,4.779765200982846,1.2666184178749043;5.150133367337904,5.093501423278438,0.8419060170702843"
0,drone_7,12.606,8.383,6.986,1.565,"3.450541134658352,8.89862657462041,1.2489916093626925;5.321736957867667,15.884367664173435,0.35861631573442043;18.080005654315784,17.862087489398366,0.3598673408084381;10.406345031312384,16.75328072464126,0.235425471010747;0.765010169815651,3.7124517065828546,0.21422394901135447;12.954648962459155,4.288898440698327,1.9138998240399272;3.3171048667970267,7.580003216317016,1.8228614446842455;15.097120837808568,7.4026364265918,0.49332872857051735;9.950083635033085,10.922201526534959,2.389905832508764;6.9446899572817955,14.172980105007468,2.0820252659532392;6.173860357470581,14.651490044624794,2.1027836593793494;6.1907453442670235,4.779765200982846,1.2666184178749043;5.150133367337904,5.093501423278438,0.8419060170702843"
0,drone_8,13.141,7.971,6.986,1.565,"3.450541134658352,8.89862657462041,1.2489916093626925;5.321736957867667,15.884367664173435,0.35861631573442043;18.080005654315784,17.862087489398366,0.3598673408084381;10.406345031312384,16.75328072464126,0.235425471010747;0.765010169815651,3.7124517065828546,0.21422394901135447;12.954648962459155,4.288898440698327,1.9138998240399272;3.3171048667970267,7.580003216317016,1.8228614446842455;15.097120837808568,7.4026364265918,0.49332872857051735;9.950083635033085,10.922201526534959,2.389905832508764;6.9446899572817955,14.172980105007468,2.0820252659532392;6.173860357470581,14.651490044624794,2.1027836593793494;6.1907453442670235,4.779765200982846,1.2666184178749043;5.150133367337904,5.093501423278438,0.8419060170702843"
0,drone_9,13.141,8.913,6.986,1.565,"3.450541134658352,8.89862657462041,1.2489916093626925;5.321736957867667,15.884367664173435,0.35861631573442043;18.080005654315784,17.862087489398366,0.3598673408084381;10.406345031312384,16.75328072464126,0.235425471010747;0.765010169815651,3.7124517065828546,0.21422394901135447;12.954648962459155,4.288898440698327,1.9138998240399272;3.3171048667970267,7.580003216317016,1.8228614446842455;15.097120837808568,7.4026364265918,0.49332872857051735;9.950083635033085,10.922201526534959,2.389905832508764;6.9446899572817955,14.172980105007468,2.0820252659532392;6.173860357470581,14.651490044624794,2.1027836593793494;6.1907453442670235,4.779765200982846,1.2666184178749043;5.150133367337904,5.093501423278438,0.8419060170702843"
