Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,3.437,3.220,7.856,17.346,"7.735241240280908,5.526963433244374,2.275390753443016;16.111387433366605,16.27019205627003,1.2861150539694195;5.446712546362501,9.725815997694228,0.48400374010844993;4.836147719706441,14.434461725907742,0.2265187859895594;14.4703331323376,11.464417790802148,2.09872659737131;6.35790238312733,5.901759535930857,2.3295350737726936;2.867319555896093,8.741718460598353,0.9848142371511917;3.309969443789551,13.824829269703919,1.2595432457366664;14.339300728265906,4.008564815324031,0.9117143402972653;9.22657866566593,2.809914158228073,2.2473538848120658;11.323093913274368,9.171607240522311,0.2789286397896029;4.448840629017464,8.183188950989349,1.0933127371044862"
0,drone_1,2.558,3.585,7.856,17.346,"7.735241240280908,5.526963433244374,2.275390753443016;16.111387433366605,16.27019205627003,1.2861150539694195;5.446712546362501,9.725815997694228,0.48400374010844993;4.836147719706441,14.434461725907742,0.2265187859895594;14.4703331323376,11.464417790802148,2.09872659737131;6.35790238312733,5.901759535930857,2.3295350737726936;2.867319555896093,8.741718460598353,0.9848142371511917;3.309969443789551,13.824829269703919,1.2595432457366664;14.339300728265906,4.008564815324031,0.9117143402972653;9.22657866566593,2.809914158228073,2.2473538848120658;11.323093913274368,9.171607240522311,0.2789286397896029;4.448840629017464,8.183188950989349,1.0933127371044862"
0,drone_2,4.062,3.333,7.856,17.346,"7.735241240280908,5.526963433244374,2.275390753443016;16.111387433366605,16.27019205627003,1.2861150539694195;5.446712546362501,9.725815997694228,0.48400374010844993;4.836147719706441,14.434461725907742,0.2265187859895594;14.4703331323376,11.464417790802148,2.09872659737131;6.35790238312733,5.901759535930857,2.3295350737726936;2.867319555896093,8.741718460598353,0.9848142371511917;3.309969443789551,13.824829269703919,1.2595432457366664;14.339300728265906,4.008564815324031,0.9117143402972653;9.22657866566593,2.809914158228073,2.2473538848120658;11.323093913274368,9.171607240522311,0.2789286397896029;4.448840629017464,8.183188950989349,1.0933127371044862"
0,drone_3,4.768,2.572,7.856,17.346,"7.735241240280908,5.526963433244374,2.275390753443016;16.111387433366605,16.27019205627003,1.2861150539694195;5.446712546362501,9.725815997694228,0.48400374010844993;4.836147719706441,14.434461725907742,0.2265187859895594;14.4703331323376,11.464417790802148,2.09872659737131;6.35790238312733,5.901759535930857,2.3295350737726936;2.867319555896093,8.741718460598353,0.9848142371511917;3.309969443789551,13.824829269703919,1.2595432457366664;14.339300728265906,4.008564815324031,0.9117143402972653;9.22657866566593,2.809914158228073,2.2473538848120658;11.323093913274368,9.171607240522311,0.2789286397896029;4.448840629017464,8.183188950989349,1.0933127371044862"
0,drone_4,2.158,1.777,7.856,17.346,"7.735241240280908,5.526963433244374,2.275390753443016;16.111387433366605,16.27019205627003,1.2861150539694195;5.446712546362501,9.725815997694228,0.48400374010844993;4.836147719706441,14.434461725907742,0.2265187859895594;14.4703331323376,11.464417790802148,2.09872659737131;6.35790238312733,5.901759535930857,2.3295350737726936;2.867319555896093,8.741718460598353,0.9848142371511917;3.309969443789551,13.824829269703919,1.2595432457366664;14.339300728265906,4.008564815324031,0.9117143402972653;9.22657866566593,2.809914158228073,2.2473538848120658;11.323093913274368,9.171607240522311,0.2789286397896029;4.448840629017464,8.183188950989349,1.0933127371044862"
0,drone_5,3.116,4.408,7.856,17.346,"7.735241240280908,5.526963433244374,2.275390753443016;16.111387433366605,16.27019205627003,1.2861150539694195;5.446712546362501,9.725815997694228,0.48400374010844993;4.836147719706441,14.434461725907742,0.2265187859895594;14.4703331323376,11.464417790802148,2.09872659737131;6.35790238312733,5.901759535930857,2.3295350737726936;2.867319555896093,8.741718460598353,0.9848142371511917;3.309969443789551,13.824829269703919,1.2595432457366664;14.339300728265906,4.008564815324031,0.9117143402972653;9.22657866566593,2.809914158228073,2.2473538848120658;11.323093913274368,9.171607240522311,0.2789286397896029;4.448840629017464,8.183188950989349,1.0933127371044862"
0,drone_6,2.116,4.455,7.856,17.346,"7.735241240280908,5.526963433244374,2.275390753443016;16.111387433366605,16.27019205627003,1.2861150539694195;5.446712546362501,9.725815997694228,0.48400374010844993;4.836147719706441,14.434461725907742,0.2265187859895594;14.4703331323376,11.464417790802148,2.09872659737131;6.35790238312733,5.901759535930857,2.3295350737726936;2.867319555896093,8.741718460598353,0.9848142371511917;3.309969443789551,13.824829269703919,1.2595432457366664;14.339300728265906,4.008564815324031,0.9117143402972653;9.22657866566593,2.809914158228073,2.2473538848120658;11.323093913274368,9.171607240522311,0.2789286397896029;4.448840629017464,8.183188950989349,1.0933127371044862"
0,drone_7,3.209,2.583,7.856,17.346,"7.735241240280908,5.526963433244374,2.275390753443016;16.111387433366605,16.27019205627003,1.2861150539694195;5.446712546362501,9.725815997694228,0.48400374010844993;4.836147719706441,14.434461725907742,0.2265187859895594;14.4703331323376,11.464417790802148,2.09872659737131;6.35790238312733,5.901759535930857,2.3295350737726936;2.867319555896093,8.741718460598353,0.9848142371511917;3.309969443789551,13.824829269703919,1.2595432457366664;14.339300728265906,4.008564815324031,0.9117143402972653;9.22657866566593,2.809914158228073,2.2473538848120658;11.323093913274368,9.171607240522311,0.2789286397896029;4.448840629017464,8.183188950989349,1.0933127371044862"
0,drone_8,3.988,4.287,7.856,17.346,"7.735241240280908,5.526963433244374,2.275390753443016;16.111387433366605,16.27019205627003,1.2861150539694195;5.446712546362501,9.725815997694228,0.48400374010844993;4.836147719706441,14.434461725907742,0.2265187859895594;14.4703331323376,11.464417790802148,2.09872659737131;6.35790238312733,5.901759535930857,2.3295350737726936;2.867319555896093,8.741718460598353,0.9848142371511917;3.309969443789551,13.824829269703919,1.2595432457366664;14.339300728265906,4.008564815324031,0.9117143402972653;9.22657866566593,2.809914158228073,2.2473538848120658;11.323093913274368,9.171607240522311,0.2789286397896029;4.448840629017464,8.183188950989349,1.0933127371044862"
0,drone_9,3.565,1.939,7.856,17.346,"7.735241240280908,5.526963433244374,2.275390753443016;16.111387433366605,16.27019205627003,1.2861150539694195;5.446712546362501,9.725815997694228,0.48400374010844993;4.836147719706441,14.434461725907742,0.2265187859895594;14.4703331323376,11.464417790802148,2.09872659737131;6.35790238312733,5.901759535930857,2.3295350737726936;2.867319555896093,8.741718460598353,0.9848142371511917;3.309969443789551,13.824829269703919,1.2595432457366664;14.339300728265906,4.008564815324031,0.9117143402972653;9.22657866566593,2.809914158228073,2.2473538848120658;11.323093913274368,9.171607240522311,0.2789286397896029;4.448840629017464,8.183188950989349,1.0933127371044862"
