Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,7.5086,15.1581,17.0000,17.0000,"5.320,5.740,0.449;11.624,12.875,0.250;3.476,5.976,0.405;7.493,18.403,0.416;4.699,19.646,0.496;14.035,8.378,0.300;0.493,1.578,0.722;13.321,7.443,0.395;7.597,0.427,0.353;7.497,3.079,0.716;8.576,3.230,0.775;8.413,8.989,0.320;0.422,12.339,0.285;17.829,1.047,0.276;10.761,4.626,1.243;6.103,3.145,1.051;14.866,13.244,0.280;11.218,7.547,0.483;9.616,14.738,0.201;15.648,10.784,0.316;7.843,0.380,0.708;17.875,1.144,1.140;11.365,6.940,0.902;6.849,17.256,0.301;4.381,4.670,0.242;16.269,13.641,0.715;6.920,2.489,0.322;11.354,4.915,1.175;2.835,18.772,0.989;10.870,15.279,1.074;8.669,17.423,0.773;10.307,8.677,0.341;14.404,15.738,0.379;12.757,9.796,0.409;16.013,13.749,1.221;18.342,14.280,0.396;19.770,3.293,0.304;2.225,8.659,0.204;12.261,10.242,0.906;12.018,3.479,0.910;12.782,6.007,0.462;14.566,12.157,1.114;19.228,9.396,0.916;11.080,1.557,0.424;2.031,8.264,0.453;19.536,2.462,0.883;14.809,12.485,0.973;12.185,13.458,1.941;12.857,14.625,1.324;11.872,9.383,0.343;6.690,19.638,0.276;10.618,17.009,0.334;13.682,9.374,1.567;0.537,13.267,0.747;10.589,12.628,0.421;11.323,18.823,0.463;4.347,6.682,1.105;9.830,16.295,0.237;11.974,0.926,1.365;8.556,18.391,0.260;12.928,8.716,0.816;9.424,0.636,0.208;5.985,0.923,1.667;19.598,11.010,0.608;14.444,6.921,0.391;13.762,13.138,2.231;10.648,11.153,0.432;6.918,2.322,0.416;0.622,18.907,0.721;8.030,2.184,0.244;11.842,8.810,2.325;13.560,10.677,1.984;18.996,6.403,0.401;11.438,18.362,0.694;10.251,19.005,1.957;19.775,10.528,0.345;4.850,3.303,0.472;12.197,17.629,1.804;10.692,8.970,1.626;0.548,8.819,0.294;6.936,18.405,0.820;18.012,11.434,0.888;1.423,8.243,1.102;12.924,7.494,1.690;3.259,5.573,1.312"
0,drone_1,8.4124,11.6141,17.0000,17.0000,"5.320,5.740,0.449;11.624,12.875,0.250;3.476,5.976,0.405;7.493,18.403,0.416;4.699,19.646,0.496;14.035,8.378,0.300;0.493,1.578,0.722;13.321,7.443,0.395;7.597,0.427,0.353;7.497,3.079,0.716;8.576,3.230,0.775;8.413,8.989,0.320;0.422,12.339,0.285;17.829,1.047,0.276;10.761,4.626,1.243;6.103,3.145,1.051;14.866,13.244,0.280;11.218,7.547,0.483;9.616,14.738,0.201;15.648,10.784,0.316;7.843,0.380,0.708;17.875,1.144,1.140;11.365,6.940,0.902;6.849,17.256,0.301;4.381,4.670,0.242;16.269,13.641,0.715;6.920,2.489,0.322;11.354,4.915,1.175;2.835,18.772,0.989;10.870,15.279,1.074;8.669,17.423,0.773;10.307,8.677,0.341;14.404,15.738,0.379;12.757,9.796,0.409;16.013,13.749,1.221;18.342,14.280,0.396;19.770,3.293,0.304;2.225,8.659,0.204;12.261,10.242,0.906;12.018,3.479,0.910;12.782,6.007,0.462;14.566,12.157,1.114;19.228,9.396,0.916;11.080,1.557,0.424;2.031,8.264,0.453;19.536,2.462,0.883;14.809,12.485,0.973;12.185,13.458,1.941;12.857,14.625,1.324;11.872,9.383,0.343;6.690,19.638,0.276;10.618,17.009,0.334;13.682,9.374,1.567;0.537,13.267,0.747;10.589,12.628,0.421;11.323,18.823,0.463;4.347,6.682,1.105;9.830,16.295,0.237;11.974,0.926,1.365;8.556,18.391,0.260;12.928,8.716,0.816;9.424,0.636,0.208;5.985,0.923,1.667;19.598,11.010,0.608;14.444,6.921,0.391;13.762,13.138,2.231;10.648,11.153,0.432;6.918,2.322,0.416;0.622,18.907,0.721;8.030,2.184,0.244;11.842,8.810,2.325;13.560,10.677,1.984;18.996,6.403,0.401;11.438,18.362,0.694;10.251,19.005,1.957;19.775,10.528,0.345;4.850,3.303,0.472;12.197,17.629,1.804;10.692,8.970,1.626;0.548,8.819,0.294;6.936,18.405,0.820;18.012,11.434,0.888;1.423,8.243,1.102;12.924,7.494,1.690;3.259,5.573,1.312"
0,drone_2,17.1608,7.6999,17.0000,17.0000,"5.320,5.740,0.449;11.624,12.875,0.250;3.476,5.976,0.405;7.493,18.403,0.416;4.699,19.646,0.496;14.035,8.378,0.300;0.493,1.578,0.722;13.321,7.443,0.395;7.597,0.427,0.353;7.497,3.079,0.716;8.576,3.230,0.775;8.413,8.989,0.320;0.422,12.339,0.285;17.829,1.047,0.276;10.761,4.626,1.243;6.103,3.145,1.051;14.866,13.244,0.280;11.218,7.547,0.483;9.616,14.738,0.201;15.648,10.784,0.316;7.843,0.380,0.708;17.875,1.144,1.140;11.365,6.940,0.902;6.849,17.256,0.301;4.381,4.670,0.242;16.269,13.641,0.715;6.920,2.489,0.322;11.354,4.915,1.175;2.835,18.772,0.989;10.870,15.279,1.074;8.669,17.423,0.773;10.307,8.677,0.341;14.404,15.738,0.379;12.757,9.796,0.409;16.013,13.749,1.221;18.342,14.280,0.396;19.770,3.293,0.304;2.225,8.659,0.204;12.261,10.242,0.906;12.018,3.479,0.910;12.782,6.007,0.462;14.566,12.157,1.114;19.228,9.396,0.916;11.080,1.557,0.424;2.031,8.264,0.453;19.536,2.462,0.883;14.809,12.485,0.973;12.185,13.458,1.941;12.857,14.625,1.324;11.872,9.383,0.343;6.690,19.638,0.276;10.618,17.009,0.334;13.682,9.374,1.567;0.537,13.267,0.747;10.589,12.628,0.421;11.323,18.823,0.463;4.347,6.682,1.105;9.830,16.295,0.237;11.974,0.926,1.365;8.556,18.391,0.260;12.928,8.716,0.816;9.424,0.636,0.208;5.985,0.923,1.667;19.598,11.010,0.608;14.444,6.921,0.391;13.762,13.138,2.231;10.648,11.153,0.432;6.918,2.322,0.416;0.622,18.907,0.721;8.030,2.184,0.244;11.842,8.810,2.325;13.560,10.677,1.984;18.996,6.403,0.401;11.438,18.362,0.694;10.251,19.005,1.957;19.775,10.528,0.345;4.850,3.303,0.472;12.197,17.629,1.804;10.692,8.970,1.626;0.548,8.819,0.294;6.936,18.405,0.820;18.012,11.434,0.888;1.423,8.243,1.102;12.924,7.494,1.690;3.259,5.573,1.312"
0,drone_3,6.8499,10.7697,17.0000,17.0000,"5.320,5.740,0.449;11.624,12.875,0.250;3.476,5.976,0.405;7.493,18.403,0.416;4.699,19.646,0.496;14.035,8.378,0.300;0.493,1.578,0.722;13.321,7.443,0.395;7.597,0.427,0.353;7.497,3.079,0.716;8.576,3.230,0.775;8.413,8.989,0.320;0.422,12.339,0.285;17.829,1.047,0.276;10.761,4.626,1.243;6.103,3.145,1.051;14.866,13.244,0.280;11.218,7.547,0.483;9.616,14.738,0.201;15.648,10.784,0.316;7.843,0.380,0.708;17.875,1.144,1.140;11.365,6.940,0.902;6.849,17.256,0.301;4.381,4.670,0.242;16.269,13.641,0.715;6.920,2.489,0.322;11.354,4.915,1.175;2.835,18.772,0.989;10.870,15.279,1.074;8.669,17.423,0.773;10.307,8.677,0.341;14.404,15.738,0.379;12.757,9.796,0.409;16.013,13.749,1.221;18.342,14.280,0.396;19.770,3.293,0.304;2.225,8.659,0.204;12.261,10.242,0.906;12.018,3.479,0.910;12.782,6.007,0.462;14.566,12.157,1.114;19.228,9.396,0.916;11.080,1.557,0.424;2.031,8.264,0.453;19.536,2.462,0.883;14.809,12.485,0.973;12.185,13.458,1.941;12.857,14.625,1.324;11.872,9.383,0.343;6.690,19.638,0.276;10.618,17.009,0.334;13.682,9.374,1.567;0.537,13.267,0.747;10.589,12.628,0.421;11.323,18.823,0.463;4.347,6.682,1.105;9.830,16.295,0.237;11.974,0.926,1.365;8.556,18.391,0.260;12.928,8.716,0.816;9.424,0.636,0.208;5.985,0.923,1.667;19.598,11.010,0.608;14.444,6.921,0.391;13.762,13.138,2.231;10.648,11.153,0.432;6.918,2.322,0.416;0.622,18.907,0.721;8.030,2.184,0.244;11.842,8.810,2.325;13.560,10.677,1.984;18.996,6.403,0.401;11.438,18.362,0.694;10.251,19.005,1.957;19.775,10.528,0.345;4.850,3.303,0.472;12.197,17.629,1.804;10.692,8.970,1.626;0.548,8.819,0.294;6.936,18.405,0.820;18.012,11.434,0.888;1.423,8.243,1.102;12.924,7.494,1.690;3.259,5.573,1.312"
0,drone_4,15.2990,4.2091,17.0000,17.0000,"5.320,5.740,0.449;11.624,12.875,0.250;3.476,5.976,0.405;7.493,18.403,0.416;4.699,19.646,0.496;14.035,8.378,0.300;0.493,1.578,0.722;13.321,7.443,0.395;7.597,0.427,0.353;7.497,3.079,0.716;8.576,3.230,0.775;8.413,8.989,0.320;0.422,12.339,0.285;17.829,1.047,0.276;10.761,4.626,1.243;6.103,3.145,1.051;14.866,13.244,0.280;11.218,7.547,0.483;9.616,14.738,0.201;15.648,10.784,0.316;7.843,0.380,0.708;17.875,1.144,1.140;11.365,6.940,0.902;6.849,17.256,0.301;4.381,4.670,0.242;16.269,13.641,0.715;6.920,2.489,0.322;11.354,4.915,1.175;2.835,18.772,0.989;10.870,15.279,1.074;8.669,17.423,0.773;10.307,8.677,0.341;14.404,15.738,0.379;12.757,9.796,0.409;16.013,13.749,1.221;18.342,14.280,0.396;19.770,3.293,0.304;2.225,8.659,0.204;12.261,10.242,0.906;12.018,3.479,0.910;12.782,6.007,0.462;14.566,12.157,1.114;19.228,9.396,0.916;11.080,1.557,0.424;2.031,8.264,0.453;19.536,2.462,0.883;14.809,12.485,0.973;12.185,13.458,1.941;12.857,14.625,1.324;11.872,9.383,0.343;6.690,19.638,0.276;10.618,17.009,0.334;13.682,9.374,1.567;0.537,13.267,0.747;10.589,12.628,0.421;11.323,18.823,0.463;4.347,6.682,1.105;9.830,16.295,0.237;11.974,0.926,1.365;8.556,18.391,0.260;12.928,8.716,0.816;9.424,0.636,0.208;5.985,0.923,1.667;19.598,11.010,0.608;14.444,6.921,0.391;13.762,13.138,2.231;10.648,11.153,0.432;6.918,2.322,0.416;0.622,18.907,0.721;8.030,2.184,0.244;11.842,8.810,2.325;13.560,10.677,1.984;18.996,6.403,0.401;11.438,18.362,0.694;10.251,19.005,1.957;19.775,10.528,0.345;4.850,3.303,0.472;12.197,17.629,1.804;10.692,8.970,1.626;0.548,8.819,0.294;6.936,18.405,0.820;18.012,11.434,0.888;1.423,8.243,1.102;12.924,7.494,1.690;3.259,5.573,1.312"
0,drone_5,2.8207,2.1566,17.0000,17.0000,"5.320,5.740,0.449;11.624,12.875,0.250;3.476,5.976,0.405;7.493,18.403,0.416;4.699,19.646,0.496;14.035,8.378,0.300;0.493,1.578,0.722;13.321,7.443,0.395;7.597,0.427,0.353;7.497,3.079,0.716;8.576,3.230,0.775;8.413,8.989,0.320;0.422,12.339,0.285;17.829,1.047,0.276;10.761,4.626,1.243;6.103,3.145,1.051;14.866,13.244,0.280;11.218,7.547,0.483;9.616,14.738,0.201;15.648,10.784,0.316;7.843,0.380,0.708;17.875,1.144,1.140;11.365,6.940,0.902;6.849,17.256,0.301;4.381,4.670,0.242;16.269,13.641,0.715;6.920,2.489,0.322;11.354,4.915,1.175;2.835,18.772,0.989;10.870,15.279,1.074;8.669,17.423,0.773;10.307,8.677,0.341;14.404,15.738,0.379;12.757,9.796,0.409;16.013,13.749,1.221;18.342,14.280,0.396;19.770,3.293,0.304;2.225,8.659,0.204;12.261,10.242,0.906;12.018,3.479,0.910;12.782,6.007,0.462;14.566,12.157,1.114;19.228,9.396,0.916;11.080,1.557,0.424;2.031,8.264,0.453;19.536,2.462,0.883;14.809,12.485,0.973;12.185,13.458,1.941;12.857,14.625,1.324;11.872,9.383,0.343;6.690,19.638,0.276;10.618,17.009,0.334;13.682,9.374,1.567;0.537,13.267,0.747;10.589,12.628,0.421;11.323,18.823,0.463;4.347,6.682,1.105;9.830,16.295,0.237;11.974,0.926,1.365;8.556,18.391,0.260;12.928,8.716,0.816;9.424,0.636,0.208;5.985,0.923,1.667;19.598,11.010,0.608;14.444,6.921,0.391;13.762,13.138,2.231;10.648,11.153,0.432;6.918,2.322,0.416;0.622,18.907,0.721;8.030,2.184,0.244;11.842,8.810,2.325;13.560,10.677,1.984;18.996,6.403,0.401;11.438,18.362,0.694;10.251,19.005,1.957;19.775,10.528,0.345;4.850,3.303,0.472;12.197,17.629,1.804;10.692,8.970,1.626;0.548,8.819,0.294;6.936,18.405,0.820;18.012,11.434,0.888;1.423,8.243,1.102;12.924,7.494,1.690;3.259,5.573,1.312"
0,drone_6,5.0426,9.7248,17.0000,17.0000,"5.320,5.740,0.449;11.624,12.875,0.250;3.476,5.976,0.405;7.493,18.403,0.416;4.699,19.646,0.496;14.035,8.378,0.300;0.493,1.578,0.722;13.321,7.443,0.395;7.597,0.427,0.353;7.497,3.079,0.716;8.576,3.230,0.775;8.413,8.989,0.320;0.422,12.339,0.285;17.829,1.047,0.276;10.761,4.626,1.243;6.103,3.145,1.051;14.866,13.244,0.280;11.218,7.547,0.483;9.616,14.738,0.201;15.648,10.784,0.316;7.843,0.380,0.708;17.875,1.144,1.140;11.365,6.940,0.902;6.849,17.256,0.301;4.381,4.670,0.242;16.269,13.641,0.715;6.920,2.489,0.322;11.354,4.915,1.175;2.835,18.772,0.989;10.870,15.279,1.074;8.669,17.423,0.773;10.307,8.677,0.341;14.404,15.738,0.379;12.757,9.796,0.409;16.013,13.749,1.221;18.342,14.280,0.396;19.770,3.293,0.304;2.225,8.659,0.204;12.261,10.242,0.906;12.018,3.479,0.910;12.782,6.007,0.462;14.566,12.157,1.114;19.228,9.396,0.916;11.080,1.557,0.424;2.031,8.264,0.453;19.536,2.462,0.883;14.809,12.485,0.973;12.185,13.458,1.941;12.857,14.625,1.324;11.872,9.383,0.343;6.690,19.638,0.276;10.618,17.009,0.334;13.682,9.374,1.567;0.537,13.267,0.747;10.589,12.628,0.421;11.323,18.823,0.463;4.347,6.682,1.105;9.830,16.295,0.237;11.974,0.926,1.365;8.556,18.391,0.260;12.928,8.716,0.816;9.424,0.636,0.208;5.985,0.923,1.667;19.598,11.010,0.608;14.444,6.921,0.391;13.762,13.138,2.231;10.648,11.153,0.432;6.918,2.322,0.416;0.622,18.907,0.721;8.030,2.184,0.244;11.842,8.810,2.325;13.560,10.677,1.984;18.996,6.403,0.401;11.438,18.362,0.694;10.251,19.005,1.957;19.775,10.528,0.345;4.850,3.303,0.472;12.197,17.629,1.804;10.692,8.970,1.626;0.548,8.819,0.294;6.936,18.405,0.820;18.012,11.434,0.888;1.423,8.243,1.102;12.924,7.494,1.690;3.259,5.573,1.312"
0,drone_7,3.2447,15.1413,17.0000,17.0000,"5.320,5.740,0.449;11.624,12.875,0.250;3.476,5.976,0.405;7.493,18.403,0.416;4.699,19.646,0.496;14.035,8.378,0.300;0.493,1.578,0.722;13.321,7.443,0.395;7.597,0.427,0.353;7.497,3.079,0.716;8.576,3.230,0.775;8.413,8.989,0.320;0.422,12.339,0.285;17.829,1.047,0.276;10.761,4.626,1.243;6.103,3.145,1.051;14.866,13.244,0.280;11.218,7.547,0.483;9.616,14.738,0.201;15.648,10.784,0.316;7.843,0.380,0.708;17.875,1.144,1.140;11.365,6.940,0.902;6.849,17.256,0.301;4.381,4.670,0.242;16.269,13.641,0.715;6.920,2.489,0.322;11.354,4.915,1.175;2.835,18.772,0.989;10.870,15.279,1.074;8.669,17.423,0.773;10.307,8.677,0.341;14.404,15.738,0.379;12.757,9.796,0.409;16.013,13.749,1.221;18.342,14.280,0.396;19.770,3.293,0.304;2.225,8.659,0.204;12.261,10.242,0.906;12.018,3.479,0.910;12.782,6.007,0.462;14.566,12.157,1.114;19.228,9.396,0.916;11.080,1.557,0.424;2.031,8.264,0.453;19.536,2.462,0.883;14.809,12.485,0.973;12.185,13.458,1.941;12.857,14.625,1.324;11.872,9.383,0.343;6.690,19.638,0.276;10.618,17.009,0.334;13.682,9.374,1.567;0.537,13.267,0.747;10.589,12.628,0.421;11.323,18.823,0.463;4.347,6.682,1.105;9.830,16.295,0.237;11.974,0.926,1.365;8.556,18.391,0.260;12.928,8.716,0.816;9.424,0.636,0.208;5.985,0.923,1.667;19.598,11.010,0.608;14.444,6.921,0.391;13.762,13.138,2.231;10.648,11.153,0.432;6.918,2.322,0.416;0.622,18.907,0.721;8.030,2.184,0.244;11.842,8.810,2.325;13.560,10.677,1.984;18.996,6.403,0.401;11.438,18.362,0.694;10.251,19.005,1.957;19.775,10.528,0.345;4.850,3.303,0.472;12.197,17.629,1.804;10.692,8.970,1.626;0.548,8.819,0.294;6.936,18.405,0.820;18.012,11.434,0.888;1.423,8.243,1.102;12.924,7.494,1.690;3.259,5.573,1.312"
0,drone_8,3.8819,12.7195,17.0000,17.0000,"5.320,5.740,0.449;11.624,12.875,0.250;3.476,5.976,0.405;7.493,18.403,0.416;4.699,19.646,0.496;14.035,8.378,0.300;0.493,1.578,0.722;13.321,7.443,0.395;7.597,0.427,0.353;7.497,3.079,0.716;8.576,3.230,0.775;8.413,8.989,0.320;0.422,12.339,0.285;17.829,1.047,0.276;10.761,4.626,1.243;6.103,3.145,1.051;14.866,13.244,0.280;11.218,7.547,0.483;9.616,14.738,0.201;15.648,10.784,0.316;7.843,0.380,0.708;17.875,1.144,1.140;11.365,6.940,0.902;6.849,17.256,0.301;4.381,4.670,0.242;16.269,13.641,0.715;6.920,2.489,0.322;11.354,4.915,1.175;2.835,18.772,0.989;10.870,15.279,1.074;8.669,17.423,0.773;10.307,8.677,0.341;14.404,15.738,0.379;12.757,9.796,0.409;16.013,13.749,1.221;18.342,14.280,0.396;19.770,3.293,0.304;2.225,8.659,0.204;12.261,10.242,0.906;12.018,3.479,0.910;12.782,6.007,0.462;14.566,12.157,1.114;19.228,9.396,0.916;11.080,1.557,0.424;2.031,8.264,0.453;19.536,2.462,0.883;14.809,12.485,0.973;12.185,13.458,1.941;12.857,14.625,1.324;11.872,9.383,0.343;6.690,19.638,0.276;10.618,17.009,0.334;13.682,9.374,1.567;0.537,13.267,0.747;10.589,12.628,0.421;11.323,18.823,0.463;4.347,6.682,1.105;9.830,16.295,0.237;11.974,0.926,1.365;8.556,18.391,0.260;12.928,8.716,0.816;9.424,0.636,0.208;5.985,0.923,1.667;19.598,11.010,0.608;14.444,6.921,0.391;13.762,13.138,2.231;10.648,11.153,0.432;6.918,2.322,0.416;0.622,18.907,0.721;8.030,2.184,0.244;11.842,8.810,2.325;13.560,10.677,1.984;18.996,6.403,0.401;11.438,18.362,0.694;10.251,19.005,1.957;19.775,10.528,0.345;4.850,3.303,0.472;12.197,17.629,1.804;10.692,8.970,1.626;0.548,8.819,0.294;6.936,18.405,0.820;18.012,11.434,0.888;1.423,8.243,1.102;12.924,7.494,1.690;3.259,5.573,1.312"
0,drone_9,8.2215,6.4258,17.0000,17.0000,"5.320,5.740,0.449;11.624,12.875,0.250;3.476,5.976,0.405;7.493,18.403,0.416;4.699,19.646,0.496;14.035,8.378,0.300;0.493,1.578,0.722;13.321,7.443,0.395;7.597,0.427,0.353;7.497,3.079,0.716;8.576,3.230,0.775;8.413,8.989,0.320;0.422,12.339,0.285;17.829,1.047,0.276;10.761,4.626,1.243;6.103,3.145,1.051;14.866,13.244,0.280;11.218,7.547,0.483;9.616,14.738,0.201;15.648,10.784,0.316;7.843,0.380,0.708;17.875,1.144,1.140;11.365,6.940,0.902;6.849,17.256,0.301;4.381,4.670,0.242;16.269,13.641,0.715;6.920,2.489,0.322;11.354,4.915,1.175;2.835,18.772,0.989;10.870,15.279,1.074;8.669,17.423,0.773;10.307,8.677,0.341;14.404,15.738,0.379;12.757,9.796,0.409;16.013,13.749,1.221;18.342,14.280,0.396;19.770,3.293,0.304;2.225,8.659,0.204;12.261,10.242,0.906;12.018,3.479,0.910;12.782,6.007,0.462;14.566,12.157,1.114;19.228,9.396,0.916;11.080,1.557,0.424;2.031,8.264,0.453;19.536,2.462,0.883;14.809,12.485,0.973;12.185,13.458,1.941;12.857,14.625,1.324;11.872,9.383,0.343;6.690,19.638,0.276;10.618,17.009,0.334;13.682,9.374,1.567;0.537,13.267,0.747;10.589,12.628,0.421;11.323,18.823,0.463;4.347,6.682,1.105;9.830,16.295,0.237;11.974,0.926,1.365;8.556,18.391,0.260;12.928,8.716,0.816;9.424,0.636,0.208;5.985,0.923,1.667;19.598,11.010,0.608;14.444,6.921,0.391;13.762,13.138,2.231;10.648,11.153,0.432;6.918,2.322,0.416;0.622,18.907,0.721;8.030,2.184,0.244;11.842,8.810,2.325;13.560,10.677,1.984;18.996,6.403,0.401;11.438,18.362,0.694;10.251,19.005,1.957;19.775,10.528,0.345;4.850,3.303,0.472;12.197,17.629,1.804;10.692,8.970,1.626;0.548,8.819,0.294;6.936,18.405,0.820;18.012,11.434,0.888;1.423,8.243,1.102;12.924,7.494,1.690;3.259,5.573,1.312"
